тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;3101550;Реалізація проекту «Ремонт житла для відновлення прав і можливостей людей (HOPE)»;82800000;82800000;;;;12064567.65;;;14.57
TOTAL;3101560;Енергоефективність громадських будівель;90252000;90252000;;;;0;;;0
TOTAL;3101570;Розвиток системи водопостачання та водовідведення в м. Миколаїв;155445500;155445500;;;;50273502.12;;;32.34
TOTAL;3101580;Посилення місцевого самоврядування в Україні;177525700;177525700;;;;0;;;0
TOTAL;3101590;Забезпечення розслідування авіаційних подій та інцидентів з цивільними повітряними суднами Національним бюро;34081900;34081900;;;;33346998.37;;;97.84
TOTAL;3101650;Впровадження та координація заходів проекту розвитку міської інфраструктури, заходів в секторі централізованого теплопостачання України, надзвичайної кредитної програми для України та програми розвитку муніципальної інфраструктури України;42264500;42564500;;;;21616583.36;;;50.78
TOTAL;3101680;Реалізація надзвичайної кредитної програми для відновлення України;13615700;13615700;;;;2222922.55;;;16.32
TOTAL;3102000;Державна інспекція архітектури та містобудування України;174632300;174632300;;;;153050608.78;;;87.64
TOTAL;3102010;Керівництво та управління у сфері архітектурно-будівельного контролю та нагляду;174632300;174632300;;;;153050608.78;;;87.64
TOTAL;3103000;Державна служба морського і внутрішнього водного транспорту та судноплавства України;207572400;208227365.97;;;;182376120.46;;;87.58
TOTAL;3103010;Керівництво та управління у сферах морського та річкового транспорту;207572400;208227365.97;;;;182376120.46;;;87.58
TOTAL;3105000;Державне агентство з енергоефективності та енергозбереження України;53722400;57588604.93;;;;54843710.91;;;95.23
TOTAL;3105010;Керівництво та управління у сфері ефективного використання енергетичних ресурсів;53722400;57588604.93;;;;54843710.91;;;95.23
TOTAL;3106000;Державне агентство розвитку туризму України;22757400;22757400;;;;19154994.85;;;84.17
TOTAL;3106010;Керівництво та управління у сфері розвитку туризму;22757400;22757400;;;;19154994.85;;;84.17
TOTAL;3108000;Державна авіаційна служба України;108446100;245037100;;;;205522094.39;;;83.87
TOTAL;3108010;Керівництво та управління у сфері авіаційного транспорту;108446100;245037100;;;;205522094.39;;;83.87
TOTAL;3109000;Державна служба України з безпеки на транспорті;417197000;425648610.44;;;;417731299.94;;;98.13
TOTAL;3109010;Здійснення державного контролю з питань безпеки на транспорті;417197000;425648610.44;;;;417731299.94;;;98.13
TOTAL;3110000;Державне агентство відновлення та розвитку інфраструктури України;26370870800;70511374947.94;;;;59596328533.49;;;84.52
TOTAL;3111000;Апарат Державного агентства відновлення та розвитку інфраструктури України;26370870800;70511374947.94;;;;59596328533.49;;;84.52
TOTAL;3111010;Керівництво та управління у сфері відновлення та розвитку інфраструктури України;106403300;107671847.18;;;;107242263.22;;;99.6
TOTAL;3111020;Розвиток мережі та утримання автомобільних доріг загального користування державного значення;0;20053858172.76;;;;17317455012.02;;;86.35
TOTAL;3111030;Виконання боргових зобов'язань за запозиченнями, залученими державою або під державні гарантії на розвиток мережі автомобільних доріг  загального користування;23020051300;21320051300;;;;21262334595.41;;;99.72
TOTAL;3111330;Розвиток та відновлення інфраструктури;0;3711967036;;;;2193012113.71;;;59.07
TOTAL;3111340;Реалізація експериментального проекту з будівництва магістральних водогонів;0;5399677013;;;;5222167012.99;;;96.71
TOTAL;3111350;Будівництво, ремонт та інші інженерно-технічні заходи із захисту об'єктів критичної інфраструктури паливно-енергетичного сектору критичної інфраструктури;0;4510274119;;;;4195340769.16;;;93.01
TOTAL;3111360;Будівництво та відновлення об'єктів інфраструктури житлового та громадського призначення, громадських будинків та споруд;0;1477751631;;;;360939580.97;;;24.42
TOTAL;3111370;Відновлення населених пунктів, які постраждали внаслідок збройної агресії Російської Федерації;0;2226184661;;;;503757964.22;;;22.62
TOTAL;3111380;Забезпечення реалізації проектів щодо відновлення інфраструктури за програмою «Підтримка швидкого відновлення України»;3184000000;9322284180;;;;6379654618.55;;;68.43
TOTAL;3111390;Відновлення критично важливої логістичної інфраструктури та мережевого сполучення (RELINC), ключові автомобільні сполучення;16053200;16053200;;;;3329017.87;;;20.73
TOTAL;3111410;Придбання обладнання для транспортного обслуговування та агентське обслуговування;0;520000000;;;;520000000;;;100
TOTAL;3111610;Розбудова прикордонної дорожньої інфраструктури на українсько-польському кордоні;44363000;311672788;;;;295821388.92;;;94.91
TOTAL;3111700;Будівництво військових інженерно-технічних і фортифікаційних споруд, фортифікаційне обладнання оборонних рубежів, улаштування системи невибухових загороджень;0;1533929000;;;;1235274196.45;;;80.53
TOTAL;3120000;Міністерство розвитку громад, територій та інфраструктури України (загальнодержавні видатки та кредитування);9166828400;18031741629;;;;7330876725.16;;;40.65
TOTAL;3121000;Міністерство розвитку громад, територій та інфраструктури України (загальнодержавні видатки та кредитування);9166828400;18031741629;;;;7330876725.16;;;40.65
TOTAL;3121040;Субвенція з державного бюджету місцевим бюджетам на забезпечення окремих видатків районних рад, спрямованих на виконання їх повноважень;172478000;172478000;;;;166193002.62;;;96.35
TOTAL;3121160;Субвенція з державного бюджету місцевим бюджетам на реалізацію проекту «Ремонт житла для відновлення прав і можливостей людей (НОРЕ)»;248400000;248400000;;;;0;;;0
TOTAL;3121430;Фонд ліквідації наслідків збройної агресії;0;1298402104;;;;0;;;0
TOTAL;3121450;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів (об'єктів, заходів), спрямованих на ліквідацію наслідків збройної агресії;0;7445049725;;;;5408072231.62;;;72.63
TOTAL;3121600;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках Надзвичайної кредитної програми для відновлення України;2346552000;2346552000;;;;400503519.95;;;17.06
TOTAL;3121620;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках Програми з відновлення України;4498984300;4498984300;;;;721078492.74;;;16.02
TOTAL;3121640;Субвенція з державного бюджету бюджету Харківської міської територіальної громади на подовження третьої лінії метрополітену у м. Харкові;722008200;722008200;;;;0;;;0
TOTAL;3121670;Субвенція з державного бюджету бюджету Дніпровської міської територіальної громади на завершення будівництва метрополітену у м. Дніпрі;658917700;658917700;;;;132104307.09;;;20.04
TOTAL;3121680;Субвенція з державного бюджету місцевим бюджетам на відновлення об’єктів критичної інфраструктури в рамках спільного з Міжнародним банком реконструкції та розвитку проекту “Проект розвитку міської інфраструктури – 2”;519488200;640949600;;;;502925171.14;;;78.46
TOTAL;3400000;Міністерство молоді та спорту України;7082077900;7105107917.44;;;;6373287323.56;;;89.7
TOTAL;3401000;Апарат Міністерства молоді та спорту України;7082077900;7105107917.44;;;;6373287323.56;;;89.7
TOTAL;3401010;Керівництво та управління у сфері молоді та спорту;115100800;119397493.79;;;;118072185.39;;;98.89
TOTAL;3401040;Наукова і науково-технічна діяльність у сфері розвитку фізичної культури та спорту;10526700;12262602.66;;;;11876394.13;;;96.85
TOTAL;3401070;Здійснення заходів державної молодіжної політики та утвердження української національної та громадянської ідентичності;65664000;71243525.11;;;;61246750.77;;;85.96
TOTAL;3401110;Розвиток спорту серед осіб з інвалідністю та їх фізкультурно-спортивна реабілітація;983676300;983676300;;;;897806210.19;;;91.27
TOTAL;3401120;Підготовка і участь національних збірних команд в Паралімпійських і Дефлімпійських іграх;1091346800;1091346800;;;;907548460.72;;;83.15
TOTAL;3401220;Розвиток фізичної культури, спорту вищих досягнень та резервного спорту;4200724900;4210156916.68;;;;3798769958.65;;;90.22
TOTAL;3401280;Фінансова підтримка громадських об’єднань фізкультурно-спортивного спрямування;76925500;87524300;;;;84735131;;;96.81
TOTAL;3401320;Підготовка і участь національних збірних команд України в міжнародних змаганнях, що проводять Міжнародний, Європейський олімпійські комітети, включаючи Олімпійські ігри, та Всесвітніх іграх;495402100;482986200;;;;449437092.29;;;93.05
TOTAL;3401360;Розвиток спортивної медицини;42710800;46513779.2;;;;43795140.42;;;94.15
TOTAL;3410000;Міністерство молоді та спорту України (загальнодержавні видатки та кредитування);54000000;54000000;;;;52422556.71;;;97.07
TOTAL;3411000;Міністерство молоді та спорту України (загальнодержавні видатки та кредитування);54000000;54000000;;;;52422556.71;;;97.07
TOTAL;3411250;Субвенція з державного бюджету місцевим бюджетам на виконання окремих заходів з реалізації соціального проекту «Активні парки - локації здорової України»;54000000;54000000;;;;52422556.71;;;97.07
TOTAL;3500000;Міністерство фінансів України;26821970300;29037353864.04;;;;28067514330.63;;;96.66
TOTAL;3501000;Апарат Міністерства фінансів України;1297533400;1371903562.34;;;;1333721847.89;;;97.21
TOTAL;3501010;Керівництво та управління у сфері фінансів;826913100;856042794.78;;;;844848352.19;;;98.69
TOTAL;3501100;Наукове і науково-методичне забезпечення у сфері виробництва і використання дорогоцінного і напівдорогоцінного каміння та забезпечення виробничих та соціально-культурних потреб у дорогоцінних металах і дорогоцінному камінні;24523300;56569699.37;;;;55069633.38;;;97.34
TOTAL;3501220;Підтримка культурно-оздоровчих та соціальних заходів фінансової системи;16464500;8455494.11;;;;7414543.26;;;87.68
TOTAL;3501480;Інформаційне забезпечення системи управління державними фінансами та електронної верифікації і моніторингу;76629600;76629600;;;;71929951.31;;;93.86
TOTAL;3501520;Підготовка кадрів у сфері фінансової політики закладами вищої освіти;330742800;348856028.35;;;;330528591.41;;;94.74
TOTAL;3501530;Наукова і науково-технічна діяльність у сфері фінансової політики;22260100;25349945.73;;;;23930776.34;;;94.4
TOTAL;3504000;Державна казначейська служба України;4635501900;4700028238.89;;;;4682005484.11;;;99.61
TOTAL;3504010;Керівництво та управління у сфері казначейського обслуговування;4385501900;4450028238.89;;;;4432016323.86;;;99.59
TOTAL;3504030;Заходи щодо відшкодування шкоди, завданої громадянинові незаконними діями органів дізнання, досудового слідства, прокуратури і суду, відшкодування громадянинові вартості конфіскованого та безхазяйного майна стягнутого в дохід держави, відшкодування шкоди, завданої фізичній чи юридичній особі незаконними рішеннями, діями чи бездіяльністю органів державної влади, їх посадових і службових осіб;150000000;150000000;;;;149997205;;;99.99
TOTAL;3504040;Заходи щодо виконання рішень суду, що гарантовані державою;100000000;100000000;;;;99991955.25;;;99.99
TOTAL;3505000;Державна аудиторська служба України;1686146400;1684329110.13;;;;1658418975.83;;;98.46
TOTAL;3505010;Керівництво та управління у сфері фінансового контролю;1686146400;1684329110.13;;;;1658418975.83;;;98.46
TOTAL;3506000;Державна митна служба України;6731612400;7537275705.73;;;;6997401522.63;;;92.83
TOTAL;3506010;Керівництво та управління у сфері митної політики;6295115600;6652573405.73;;;;6548749960.67;;;98.43
TOTAL;3506100;Реалізація заходів з облаштування пунктів пропуску залізничного сполучення;233000;226623500;;;;208523961.46;;;92.01
TOTAL;3506610;Реалізація проекту з розбудови прикордонної дорожньої інфраструктури та облаштування пунктів пропуску;436263800;658078800;;;;240127600.5;;;36.48
TOTAL;3507000;Державна податкова служба України;12117121600;13400282709.42;;;;13077995490.35;;;97.59
TOTAL;3507010;Керівництво та управління у сфері податкової політики;11973383100;13256544209.42;;;;12935943346.53;;;97.58
TOTAL;3507090;Виконання судових рішень на користь фізичних та юридичних осіб;143738500;143738500;;;;142052143.82;;;98.82
TOTAL;3508000;Агентство з управління державним боргом;35845900;17545900;;;;0;;;0
TOTAL;3508010;Керівництво та управління у сфері реалізації політики з питань управління державним боргом;35845900;17545900;;;;0;;;0
TOTAL;3509000;Державна служба фінансового моніторингу України;318208700;325988637.53;;;;317971009.82;;;97.54
TOTAL;3509010;Керівництво та управління у сфері фінансового моніторингу;309964700;314509459.56;;;;308248788.64;;;98
TOTAL;3509020;Підвищення кваліфікації у сфері боротьби з легалізацією (відмиванням) доходів, одержаних злочинним шляхом, фінансуванням тероризму та фінансуванням розповсюдження зброї масового знищення;8244000;11479177.97;;;;9722221.18;;;84.69
TOTAL;3510000;Міністерство фінансів України (загальнодержавні видатки та кредитування);483972504900;380375450562;;;;360053331538.41;;;94.65
TOTAL;3511000;Міністерство фінансів України (загальнодержавні видатки та кредитування);483972504900;380375450562;;;;360053331538.41;;;94.65
TOTAL;3511030;Резервний фонд;42236404100;347053089;;;;0;;;0
TOTAL;3511050;Базова дотація;21117705700;21117705700;;;;21117705700;;;100
TOTAL;3511060;Додаткові дотації з державного бюджету місцевим бюджетам;3378773500;3378773500;;;;3378773500;;;100
TOTAL;3511130;Внески до міжнародних організацій;935197200;22695200;;;;1375846.07;;;6.06
TOTAL;3511220;Нерозподілені видатки для сектору безпеки і оборони на матеріально-технічне забезпечення військових частин Збройних Сил України, інших військових формувань;9629966400;0;;;;0;;;
TOTAL;3511280;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення повноважень органів місцевого самоврядування на деокупованих, тимчасово окупованих та інших територіях України, що зазнали негативного впливу у зв’язку з повномасштабною збройною агресією Російської Федерації;31418301900;28558825673;;;;28186620600;;;98.69
TOTAL;3511350;Обслуговування державного боргу;372983588100;326387837600;;;;307364731862.34;;;94.17
TOTAL;3511360;Забезпечення інституційної спроможності органів державної влади;2263691700;553683500;;;;0;;;0
TOTAL;3511680;Підтримка державних видатків для забезпечення стійкого державного управління в Україні;8876300;8876300;;;;4124030;;;46.46
TOTAL;3600000;Міністерство юстиції України;18771745400;20572691081.61;;;;19993668788.31;;;97.18
TOTAL;3601000;Апарат Міністерства юстиції України;17467327400;19160590499.06;;;;18591584005.38;;;97.03
TOTAL;3601010;Керівництво та управління у сфері юстиції;6225830300;7041908859.19;;;;6712261928.04;;;95.31
TOTAL;3601020;Виконання покарань установами і органами Державної кримінально-виконавчої служби України;8836689600;9510311000.1;;;;9395917376.44;;;98.79
TOTAL;3601030;Забезпечення діяльності органів пробації;786947400;800549318;;;;799733859.31;;;99.89
TOTAL;3601060;Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань;4500000;4500000;;;;4477947.53;;;99.5
TOTAL;3601070;Проведення судової експертизи і розробка методики проведення судових експертиз;623773800;857942321.77;;;;800221220.79;;;93.27
TOTAL;3601150;Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, під час здійснення заходів, пов’язаних із створенням та впровадженням міжнародних юридичних механізмів відшкодування шкоди, завданої внаслідок міжнародного збройного конфлікту на території України, а також забезпечення представництва України в Європейському суді з прав людини;427189900;565998700;;;;516619450.89;;;91.27
TOTAL;3601170;Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України;552725700;344822800;;;;328577047.89;;;95.28
TOTAL;3601180;Будівництво (придбання) житла для осіб рядового і начальницького складу Державної кримінально-виконавчої служби України;9670700;502800;;;;502683.6;;;99.97
TOTAL;3601700;"Здійснення заходів з капітального ремонту об'єктів державної установи ""Табір для тримання військовополонених ""Захід 2""";0;34054700;;;;33272490.89;;;97.7
TOTAL;3603000;Координаційний центр з надання правничої допомоги;1013872200;1109471817.94;;;;1107952064.14;;;99.86
TOTAL;3603020;Забезпечення формування та функціонування системи безоплатної правничої допомоги;570347800;584737817.94;;;;583218973.76;;;99.74
TOTAL;3603030;Забезпечення надання безоплатної вторинної правничої допомоги та послуг з медіації;443524400;524734000;;;;524733090.38;;;99.99
TOTAL;3609000;Державна архівна служба України;290545800;302628764.61;;;;294132718.79;;;97.19
TOTAL;3609010;Керівництво та управління у сфері архівної справи;36298900;36650178.43;;;;36260757.2;;;98.93
TOTAL;3609020;Наукова і науково-технічна діяльність у сфері архівної справи та страхового фонду документації;9064000;9560166.72;;;;9209280.64;;;96.32
TOTAL;3609030;Забезпечення діяльності архівних установ та установ страхового фонду документації;245182900;256418419.46;;;;248662680.95;;;96.97
TOTAL;3800000;Міністерство культури та інформаційної політики України;10521820400;11030558060.21;;;;10248976479.52;;;92.91
TOTAL;3801000;Апарат Міністерства культури та інформаційної політики України;8484154900;8987903055.59;;;;8224995283.3;;;91.51
TOTAL;3801010;Керівництво та управління у сфері культури та інформаційної політики;214167000;214040200;;;;181590301.5;;;84.83
TOTAL;3801020;Виробництво та трансляція програм для державних потреб, збирання, обробка та розповсюдження офіційної інформаційної продукції, фінансова підтримка системи державного іномовлення України;1510196200;1510196200;;;;1508832571.5;;;99.9
TOTAL;3801030;Здійснення заходів у сфері захисту національного інформаційного простору;40500000;40500000;;;;22815675.51;;;56.33
TOTAL;3801050;Надання освіти закладами загальної середньої та позашкільної освіти державної форми власності, методичне забезпечення діяльності закладів освіти;329781800;332203601;;;;316255854.94;;;95.19
TOTAL;3801070;Підвищення кваліфікації, підготовка кадрів акторської майстерності для національних мистецьких та творчих колективів;15589700;15751422;;;;13091373.05;;;83.11
TOTAL;3801100;"Здійснення культурно-мистецьких заходів національними творчими спілками та Всеукраїнським товариством ""Просвіта""";20997100;20997100;;;;19996940.8;;;95.23
TOTAL;3801110;Фінансова підтримка національних театрів;1317530800;1317530800;;;;1317010915.8;;;99.96
TOTAL;3801120;Фінансова підтримка національних художніх колективів, концертних організацій та їх дирекції, національних і державних циркових організацій;770209600;770209600;;;;770209599.33;;;99.99
TOTAL;3801130;Державна підтримка діячів культури і мистецтва;28834100;28834100;;;;26473397.87;;;91.81
TOTAL;3801140;Забезпечення функціонування Українського культурного фонду, у тому числі здійснення Фондом заходів з підтримки проектів;215688500;232312005.83;;;;216066815.87;;;93
TOTAL;3801160;Підготовка кадрів для сфери культури і мистецтва закладами фахової передвищої та вищої освіти;1501849600;1771004658;;;;1437477300.76;;;81.16
TOTAL;3801170;Загальнодержавні заходи у сферах культури та мистецтв, охорони культурної спадщини, вивезення, ввезення і повернення культурних цінностей, державної мовної політики;50186800;50186800;;;;7674367.3;;;15.29
TOTAL;3801190;Забезпечення діяльності національних музеїв, національних і державних бібліотек та культурно-просвітницьких центрів;1176086600;1288855146.76;;;;1225395744.66;;;95.07
TOTAL;3801280;Фонд розвитку закладів загальнодержавного значення, в тому числі їх будівництво;261884300;261884300;;;;97407634.61;;;37.19
TOTAL;3801480;"Надання фінансової підтримки державному підприємству ""Кримський дім""";4309400;4309400;;;;4296838.23;;;99.7
TOTAL;3801490;Збереження історико-культурної та архітектурної спадщини в національних і державних заповідниках;760304100;863006433;;;;811953807.26;;;94.08
TOTAL;3801560;Забезпечення діяльності Українського інституту книги, підтримка книговидавничої справи та популяризація української літератури у світі;266039300;265884300;;;;248252365.31;;;93.36
TOTAL;3801700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;196989;;;;193779;;;98.37
TOTAL;3802000;Державний комітет телебачення і радіомовлення України;1940987500;1943817462.62;;;;1929804366.7;;;99.27
TOTAL;3802010;Керівництво та управління у сфері телебачення і радіомовлення;57675600;57675600;;;;56299572.2;;;97.61
TOTAL;3802020;Наукова і науково-технічна діяльність у сфері засобів масової інформації, книговидавничої справи та інформаційно-бібліографічної діяльності;37788600;39690600;;;;37861483.96;;;95.39
TOTAL;3802040;Підвищення кваліфікації працівників засобів масової інформації в Укртелерадіопресінституті;8989500;9917462.62;;;;9810596.39;;;98.92
TOTAL;3802050;Фінансова підтримка творчих спілок у сфері засобів масової інформації, преси;1590800;1590800;;;;1590758.72;;;99.99
TOTAL;3802080;Фінансова підтримка Національної суспільної телерадіокомпанії України;1826812800;1826812800;;;;1817820319.43;;;99.5
TOTAL;3802130;Державні стипендії видатним діячам інформаційної галузі, дітям журналістів, які загинули (померли) або яким встановлено інвалідність у зв’язку з виконанням професійних обов’язків та премій в інформаційній галузі;2730200;2730200;;;;1671636;;;61.22
TOTAL;3802390;Здійснення заходів з питань європейської та євроатлантичної інтеграції в інформаційній сфері;5400000;5400000;;;;4750000;;;87.96
TOTAL;3805000;Державне агентство України з питань мистецтв та мистецької освіти;22383600;21974200;;;;21225671.52;;;96.59
TOTAL;3805010;Керівництво та управління у сфері мистецтв та спеціалізованої мистецької освіти;22383600;21974200;;;;21225671.52;;;96.59
TOTAL;3809000;Український інститут національної пам'яті;74294400;76863342;;;;72951158;;;94.91
TOTAL;3809010;Керівництво та управління у сфері відновлення та збереження національної пам’яті;37305900;38785291.91;;;;36911051.76;;;95.16
TOTAL;3809020;Заходи з реалізації державної політики у сфері відновлення та збереження національної пам’яті, забезпечення діяльності Національного меморіального комплексу Героїв Небесної Сотні - Музею Революції гідності та Галузевого державного архіву Українського інституту національної пам’яті;36988500;38078050.09;;;;36040106.24;;;94.64
TOTAL;3900000;Міністерство з питань  реінтеграції тимчасово окупованих територій України;1308519300;1331036629.69;;;;1295328016.18;;;97.31
TOTAL;3901000;Апарат Міністерства з питань  реінтеграції тимчасово окупованих територій України;1308519300;1331036629.69;;;;1295328016.18;;;97.31
TOTAL;3901010;Керівництво та управління з питань  реінтеграції тимчасово окупованих територій;80608800;81472729.69;;;;73981980.9;;;90.8
TOTAL;3901050;Заходи щодо соціального і правового захисту осіб, стосовно яких встановлено факт позбавлення особистої свободи внаслідок збройної агресії проти України, членів їхніх сімей, заходи з реінтеграції населення тимчасово окупованих територій, виплати державних стипендій імені Левка Лук’яненка;1084826900;1084826900;;;;1084549679.26;;;99.97
TOTAL;3901080;Забезпечення інформаційного суверенітету України на тимчасово окупованій території, а також прилеглих до неї територіях, інформування населення про небезпеки вибухонебезпечних предметів;54038500;54038500;;;;52423850.88;;;97.01
TOTAL;3901090;Забезпечення захисту прав і свобод громадян України, що проживають на тимчасово окупованій території України, допомоги громадянам України з гуманітарно-кризових питань;50195100;50195100;;;;46648117.61;;;92.93
TOTAL;3901100;Заходи щодо створення систем та баз даних з питань реінтеграції;38850000;38850000;;;;37724387.53;;;97.1
TOTAL;3901140;Здійснення заходів з повернення дітей, депортованих або примусово переміщених внаслідок збройної агресії Російської Федерації;0;21653400;;;;0;;;0
TOTAL;3910000;Міністерство з питань  реінтеграції тимчасово окупованих територій України (загальнодержавні видатки та кредитування);0;441262150;;;;441259373.7;;;99.99
TOTAL;3911000;Міністерство з питань  реінтеграції тимчасово окупованих територій України (загальнодержавні видатки та кредитування);0;441262150;;;;441259373.7;;;99.99
TOTAL;3911700;Додаткова дотація з державного бюджету місцевим бюджетам на компенсацію комунальним закладам, державним закладам освіти, що передані на фінансування з місцевих бюджетів, та закладам спільної власності територіальних громад області та району, що перебувають в управлінні обласних та районних рад;0;441262150;;;;441259373.7;;;99.99
TOTAL;5270000;Державна інспекція ядерного регулювання України;110131400;185890984;;;;185666723;;;99.87
TOTAL;5271000;Апарат Державної інспекції ядерного регулювання України;110131400;185890984;;;;185666723;;;99.87
TOTAL;5271010;Керівництво та управління у сфері ядерного регулювання;109130700;184890284;;;;184666030;;;99.87
TOTAL;5271020;Забезпечення ведення Державного регістру джерел іонізуючого випромінювання та індивідуальних доз опромінення;1000700;1000700;;;;1000693;;;99.99
TOTAL;5560000;Національна комісія, що здійснює державне регулювання у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;181725600;185146914.45;;;;183358333.1;;;99.03
TOTAL;5561000;Національна комісія, що здійснює державне регулювання у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;181725600;185146914.45;;;;183358333.1;;;99.03
TOTAL;5561010;Керівництво та управління у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;181725600;185146914.45;;;;183358333.1;;;99.03
TOTAL;5960000;Головне управління розвідки Міністерства оборони України;25608053400;47341109312;;;;46859678187.38;;;98.98
TOTAL;5961000;Головне управління розвідки Міністерства оборони України;25608053400;47341109312;;;;46859678187.38;;;98.98
TOTAL;5961010;Розвідувальна діяльність у сфері оборони;25458053400;45701052696;;;;45219779532.03;;;98.94
TOTAL;5961040;Будівництво (придбання) житла для військовослужбовців Головного управління розвідки Міністерства оборони України;150000000;160277616;;;;160119655.35;;;99.9
TOTAL;5961700;Забезпечення фінансування нагальних потреб оборони;0;10524000;;;;10524000;;;100
TOTAL;5961710;Надання одноразової грошової допомоги сім’ям загиблих військовослужбовців;0;719555000;;;;719555000;;;100
TOTAL;5961720;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави;0;749700000;;;;749700000;;;100
TOTAL;5970000;Уповноважений із захисту державної мови;20018200;20208400;;;;19903565.12;;;98.49
TOTAL;5971000;Секретаріат Уповноваженого із захисту державної мови;20018200;20208400;;;;19903565.12;;;98.49
TOTAL;5971010;Організаційне, експертно-аналітичне, правове, інформаційне та матеріально-технічне забезпечення діяльності Секретаріату Уповноваженого із захисту державної мови;20018200;20208400;;;;19903565.12;;;98.49
TOTAL;5980000;Вища рада правосуддя;352463600;353947800.59;;;;287051662.37;;;81.09
TOTAL;5981000;Секретаріат Вищої ради правосуддя;352463600;353947800.59;;;;287051662.37;;;81.09
TOTAL;5981010;Забезпечення засад функціонування незалежної судової влади;352463600;353947800.59;;;;287051662.37;;;81.09
TOTAL;5990000;Секретаріат Уповноваженого Верховної Ради України з прав людини;359861600;381072810.2;;;;377633697.38;;;99.09
TOTAL;5991000;Секретаріат Уповноваженого Верховної Ради України з прав людини;359861600;381072810.2;;;;377633697.38;;;99.09
TOTAL;5991010;Парламентський контроль за додержанням конституційних прав і свобод людини;357203200;378414410.2;;;;375656091.91;;;99.27
TOTAL;5991020;Заходи з реалізації національного превентивного механізму;2658400;2658400;;;;1977605.47;;;74.39
TOTAL;6010000;Антимонопольний комітет України;578274900;581481618.6;;;;570453672.37;;;98.1
TOTAL;6011000;Апарат Антимонопольного комітету України;578274900;581481618.6;;;;570453672.37;;;98.1
TOTAL;6011010;Керівництво та управління у сфері конкурентної політики, контроль за дотриманням законодавства про захист економічної конкуренції;578274900;581481618.6;;;;570453672.37;;;98.1
TOTAL;6120000;Національне агентство України з питань державної служби;227829900;236040181.65;;;;218620318.3;;;92.61
TOTAL;6121000;Апарат Національного агентства України з питань державної служби;227829900;236040181.65;;;;218620318.3;;;92.61
TOTAL;6121010;Керівництво та функціональне управління у сфері державної служби;122096800;130108001.65;;;;119215230.21;;;91.62
TOTAL;6121020;Професійне навчання державних службовців та посадових осіб місцевого самоврядування;88254000;88453080;;;;82069800.35;;;92.78
TOTAL;6121060;Адаптація системи управління персоналом державної служби до стандартів ЄС;17479100;17479100;;;;17335287.74;;;99.17
TOTAL;6150000;Національна комісія з цінних паперів та фондового ринку;227259100;247682013.32;;;;225628889.61;;;91.09
TOTAL;6151000;Апарат Національної комісії з цінних паперів та фондового ринку;227259100;247682013.32;;;;225628889.61;;;91.09
TOTAL;6151010;Керівництво та управління у сфері фондового ринку;209412500;223502678.44;;;;213796465.08;;;95.65
TOTAL;6151050;Функціонування центру збору фінансової звітності на основі таксономії за міжнародними стандартами фінансової звітності в єдиному електронному форматі;17846600;24179334.88;;;;11832424.53;;;48.93
TOTAL;6320000;Національне антикорупційне бюро України;1875353500;2001363008.2;;;;1842002361.2;;;92.03
TOTAL;6321000;Національне антикорупційне бюро України;1875353500;2001363008.2;;;;1842002361.2;;;92.03
TOTAL;6321010;Забезпечення діяльності Національного антикорупційного бюро України;1875353500;2001363008.2;;;;1842002361.2;;;92.03
