тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
fundType;programCode;programCodeName;yearBeginPlan;yearCorrectionPlan;periodCorrectionPlan;openAllocPeriod;directedAllocPeriod;periodDone;deviationToPeriodCorrectionPlan;percentDoneToPeriodCorrectionPlan;percentDoneToYearCorrectionPlan
TOTAL;2201140;Фонд розвитку закладів фахової передвищої та вищої освіти;250000000;0;;;;0;;;
TOTAL;2201160;Підготовка кадрів закладами вищої освіти та забезпечення діяльності їх баз практики;35154673300;33190262106.96;;;;29375403861.21;;;88.5
TOTAL;2201170;Здійснення методичного та аналітичного забезпечення діяльності закладів освіти;141282500;125587298;;;;118260945.61;;;94.16
TOTAL;2201180;"Проведення всеукраїнських та міжнародних олімпіад у сфері освіти, всеукраїнського конкурсу ""Учитель року""";13839000;0;;;;0;;;
TOTAL;2201190;Виплата академічних стипендій студентам (курсантам), аспірантам, докторантам закладів фахової передвищої та вищої освіти;5144575600;4833273400;;;;4760339819.72;;;98.49
TOTAL;2201200;Пільговий  проїзд  учнів  закладів професійної (професійно-технічної)  освіти, студентів (курсантів невійськових) закладів фахової передвищої та вищої освіти у залізничному транспорті;18000000;0;;;;0;;;
TOTAL;2201250;Підвищення кваліфікації педагогічних та науково-педагогічних працівників, керівних працівників і спеціалістів державного управління, харчової, переробної промисловості та агропромислового комплексу, медичних та фармацевтичних кадрів;58927100;53336829;;;;43069856;;;80.75
TOTAL;2201260;Загальнодержавні заходи у сфері освіти;1498807900;104808130;;;;93342767.97;;;89.06
TOTAL;2201280;Підготовка кадрів Київським національним університетом імені Тараса Шевченка;2484253300;2321695367.6;;;;2218713863.39;;;95.56
TOTAL;2201300;Забезпечення діяльності Національного фонду досліджень, грантова підтримка наукових досліджень і науково-технічних (експериментальних) розробок;833817300;37983100;;;;35305270.8;;;92.94
TOTAL;2201310;Фізична і спортивна підготовка учнівської та студентської молоді;304608900;227528660.52;;;;199922226.52;;;87.86
TOTAL;2201360;"Реалізація проекту ""Президентський університет""";500000000;0;;;;0;;;
TOTAL;2201380;Виконання зобов'язань України у сфері міжнародного науково-технічного та освітнього співробітництва, участь у рамковій програмі Європейського Союзу з досліджень та інновацій;686043300;434674400;;;;30338567.93;;;6.97
TOTAL;2201390;Підтримка пріоритетних напрямів наукових досліджень і науково-технічних (експериментальних) розробок у закладах вищої освіти;105000000;20250000;;;;20147466.69;;;99.49
TOTAL;2201410;"Наукова і науково-технічна діяльність  на антарктичній станції ""Академік Вернадський""";330992500;284041974.57;;;;283220088.27;;;99.71
TOTAL;2201420;Підготовка кадрів закладами фахової передвищої освіти;5988159200;5805146007.62;;;;5475363362.45;;;94.31
TOTAL;2201470;Здійснення зовнішнього оцінювання та моніторинг якості освіти Українським центром оцінювання якості освіти та його регіональними підрозділами;501695100;298100487.08;;;;196993394.55;;;66.08
TOTAL;2201610;Вища освіта, енергоефективність та сталий розвиток;649800000;2374800000;;;;24052109.09;;;1.01
TOTAL;2201620;Створення Центрів професійної досконалості;200000;200000;;;;0;;;0
TOTAL;2201680;Удосконалення вищої освіти в Україні заради результатів;150000000;150000000;;;;1246662.92;;;0.83
TOTAL;2201700;Надання компенсації закладам, підприємствам,установам та організаціям державної та приватної форми власності, у приміщеннях (будівлях) яких в умовах воєнного стану на безоплатній основі розміщувалися тимчасово переміщені особи;0;31796649;;;;29576543.08;;;93.01
TOTAL;2201710;Компенсація витрат закладів вищої освіти, що належать до сфери управління Міністерства освіти і науки, на підготовку фахівців;0;86814400;;;;4199969.08;;;4.83
TOTAL;2201720;Ліквідація наслідків ракетних обстрілів м.Києва, які сталися 10 жовтня 2022 р.,та відновлення пошкоджених об'єктів в умовах воєнного стану;0;27000000;;;;26373137.66;;;97.67
TOTAL;2203000;Державна служба якості освіти;159382500;144084200;;;;137353904.13;;;95.32
TOTAL;2203010;Керівництво та управління у сфері забезпечення якості освіти;149669700;134702700;;;;133313993.7;;;98.96
TOTAL;2203020;Здійснення сертифікації педагогічних працівників, експертизи та акредитації освітніх програм у сфері забезпечення якості освіти;9712800;9381500;;;;4039910.43;;;43.06
TOTAL;2207000;Національна комісія зі стандартів державної мови;49258600;41113400;;;;19861332.01;;;48.3
TOTAL;2207010;Керівництво та управління у сфері стандартів державної мови;49258600;41113400;;;;19861332.01;;;48.3
TOTAL;2210000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);113281735300;98105570800;;;;97105960200;;;98.98
TOTAL;2211000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);113281735300;98105570800;;;;97105960200;;;98.98
TOTAL;2211190;Освітня субвенція з державного бюджету місцевим бюджетам;108043838100;97239454300;;;;96651947700;;;99.39
TOTAL;2211210;Субвенція з державного бюджету місцевим бюджетам на створення навчально-практичних центрів сучасної професійної (професійно-технічної) освіти;250000000;0;;;;0;;;
TOTAL;2211220;Субвенція з державного бюджету місцевим бюджетам на надання державної підтримки особам з особливими освітніми потребами;504458300;454012500;;;;454012500;;;100
TOTAL;2211230;Субвенція з державного бюджету місцевим бюджетам на забезпечення якісної, сучасної та доступної загальної середньої освіти «Нова українська школа»;1571334900;0;;;;0;;;
TOTAL;2211260;"Субвенція з державного бюджету місцевим бюджетам на реалізацію програми ""Спроможна школа для кращих результатів""";1412104000;412104000;;;;0;;;0
TOTAL;2211300;Субвенція з державного бюджету місцевим бюджетам на забезпечення пожежної безпеки в закладах загальної середньої освіти;1500000000;0;;;;0;;;
TOTAL;2300000;Міністерство охорони здоров'я України;194395858500;203409619813.56;;;;182559978105.94;;;89.74
TOTAL;2301000;Апарат Міністерства охорони здоров'я України;36679103100;45788475503.24;;;;35948541867.73;;;78.51
TOTAL;2301010;Керівництво та управління у сфері охорони здоров'я;142548500;153168445.03;;;;150443113.9;;;98.22
TOTAL;2301020;Наукова і науково-технічна діяльність у сфері охорони здоров'я;193504000;202894662.67;;;;156790984.02;;;77.27
TOTAL;2301040;Громадське здоров'я та заходи боротьби з епідеміями;4339134800;12195475848.65;;;;11639429697.94;;;95.44
TOTAL;2301070;Підготовка і підвищення кваліфікації кадрів у сфері охорони здоров'я, підготовка наукових та науково-педагогічних кадрів закладами фахової передвищої та вищої освіти;8075997000;9019035150.08;;;;5893728810.65;;;65.34
TOTAL;2301090;Загальнодержавні заклади та заходи у сфері медичної освіти;170816500;153737344.15;;;;4018953.6;;;2.61
TOTAL;2301110;Спеціалізована та високоспеціалізована медична допомога, що надається загальнодержавними закладами охорони здоров'я;2081627800;2484477946.53;;;;2460274063.58;;;99.02
TOTAL;2301160;Виплати працівникам закладів охорони здоров’я у зв’язку з переїздом на нове місце роботи, перекваліфікацією під час формування спроможної мережі госпітальних округів;100000000;0;;;;0;;;
TOTAL;2301170;Діагностика і лікування захворювань із впровадженням експериментальних та нових медичних технологій у закладах охорони здоров'я науково-дослідних установ та вищих навчальних медичних закладах Міністерства охорони здоров'я України;3022403800;3878762395.41;;;;3613394737.66;;;93.15
TOTAL;2301180; Санаторне лікування хворих на туберкульоз та дітей і підлітків з соматичними захворюваннями;729576800;724538964.62;;;;550135365.46;;;75.92
TOTAL;2301200;Спеціалізована консультативна амбулаторно-поліклінічна та стоматологічна допомога, що надається вищими навчальними закладами, науково-дослідними установами та загальнодержавними закладами охорони здоров'я;313082800;305993718.73;;;;294913520.75;;;96.37
TOTAL;2301270;Проведення вакцинації населення від гострої респіраторної хвороби COVID-19, спричиненої коронавірусом SARS-CoV-2;2600000000;1378532680;;;;5158468.53;;;0.37
TOTAL;2301300;Створення біокластеру «Біологічна безпека та розвиток біотехнологічних технологій»;300000000;50000000;;;;3279564.21;;;6.55
TOTAL;2301350;Організація і регулювання діяльності установ та окремі заходи у системі охорони здоров'я;153181900;156094737.34;;;;141703654.54;;;90.78
TOTAL;2301360;Лікування громадян України за кордоном;550000000;550000000;;;;30507061.28;;;5.54
TOTAL;2301400;Забезпечення медичних заходів окремих державних програм та комплексних заходів програмного характеру;11534409300;11907194120;;;;8556168102.32;;;71.85
TOTAL;2301410;Функціонування Національної наукової медичної бібліотеки, збереження та популяризація історії медицини;61294200;57556670.03;;;;55749221.65;;;96.85
TOTAL;2301550;Реалізація пілотного проекту щодо зміни механізму фінансового забезпечення оперативного лікування з трансплантації органів та інших анатомічних матеріалів;939513600;941768300;;;;933312938.97;;;99.1
TOTAL;2301610;Поліпшення охорони здоров'я на службі у людей;1372012100;1372012100;;;;1227654565.44;;;89.47
TOTAL;2301700;Надання компенсації закладам освіти, що належать до сфери управління Міністерства охорони здоров'я України, у приміщеннях (будівлях) яких в умовах воєнного стану на безоплатній основі розміщувалися тимчасово переміщені особи;0;7232420;;;;7097252.45;;;98.13
TOTAL;2301710;Закупівля лікарських засобів, імунобіологічних препаратів (вакцин), медичних виробів, допоміжних засобів до них, медичного обладнання;0;250000000;;;;224781790.78;;;89.91
TOTAL;2307000;Державна служба з лікарських засобів та контролю за наркотиками;123114700;110803200;;;;109613762.17;;;98.92
TOTAL;2307010;Керівництво та управління у сфері лікарських засобів та контролю за наркотиками;123114700;110803200;;;;109613762.17;;;98.92
TOTAL;2308000;Національна служба здоров’я України;157593640700;157510341110.32;;;;146501822476.04;;;93.01
TOTAL;2308010;Керівництво та управління у сфері державних фінансових гарантій медичного обслуговування населення;295420600;212121010.32;;;;204853641.6;;;96.57
TOTAL;2308060;Реалізація програми державних гарантій медичного обслуговування населення;157298220100;157298220100;;;;146296968834.44;;;93
TOTAL;2310000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);2431164100;3196972200;;;;2928499187.15;;;91.6
TOTAL;2311000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);2431164100;3196972200;;;;2928499187.15;;;91.6
TOTAL;2311500;Субвенція з державного бюджету місцевим бюджетам на здійснення підтримки окремих закладів та заходів у системі охорони здоров’я;2190377800;2956185900;;;;2831694763.28;;;95.78
TOTAL;2311600;"Субвенція з державного бюджету місцевим бюджетам на реформування регіональних систем охорони здоров’я для здійснення заходів з виконання спільного з Міжнародним банком реконструкції та розвитку проекту ""Поліпшення охорони здоров'я на службі у людей""";240786300;240786300;;;;96804423.87;;;40.2
TOTAL;2400000;Міністерство енергетики України;206297042000;205406240928.36;;;;17277433676.91;;;8.41
TOTAL;2401000;Апарат Міністерства енергетики України;206025160000;205161029653.6;;;;17040893954.84;;;8.3
TOTAL;2401010;Загальне керівництво та управління у сфері енергетики;179153700;162454665.6;;;;160423103.4;;;98.74
TOTAL;2401040;Наукова і науково-технічна діяльність у сфері енергетики;8396100;356500;;;;0;;;0
TOTAL;2401070;Заходи з ліквідації неперспективних вугледобувних підприємств;1032458200;502964400;;;;320644150.08;;;63.75
TOTAL;2401100;Гірничорятувальні заходи на вугледобувних підприємствах;340000000;306000000;;;;295188355.76;;;96.46
TOTAL;2401140;Фізичний захист ядерних установок та ядерних матеріалів;42163500;37947100;;;;37947100;;;100
TOTAL;2401170;"Компенсація суб'єктам ринку природного газу, на яких Кабінетом Міністрів України відповідно до Закону України ""Про ринок природного газу"" покладено спеціальні обов'язки для забезпечення загальносуспільних інтересів у процесі функціонування ринку природного газу, економічно обґрунтованих витрат, понесених ними в цілях виконання покладених на них спеціальних обов'язків, зменшених на обсяг грошових коштів, отриманих у процесі їх виконання в оплату природного газу, та з урахуванням допустимого рівня прибутку, що підлягає врегулюванню згідно із Законом України ""Про особливості регулювання відносин на ринку природного газу та у сфері теплопостачання під час дії воєнного стану та подальшого відновлення їх функціонування""";111100000000;111100000000;;;;0;;;0
TOTAL;2401180;"Фінансове забезпечення заходів з врегулювання заборгованості, передбачених Законом України ""Про заходи, спрямовані на подолання кризових явищ та забезпечення фінансової стабільності на ринку природного газу""";76000000000;76000000000;;;;0;;;0
TOTAL;2401200;Придбання природного газу для проходження опалювального сезону 2022 - 2023 років;12700000000;12700000000;;;;12700000000;;;100
TOTAL;2401300;Придбання Міністерством енергетики України облігацій внутрішньої державної позики відповідно до статті 9 Закону України «Про впорядкування питань, пов’язаних із забезпеченням ядерної безпеки»;792145100;792145100;;;;0;;;0
TOTAL;2401310;Реструктуризація та ліквідація об’єктів підприємств з підземного видобутку залізної руди;300000000;0;;;;0;;;
TOTAL;2401440;Внески України до Енергетичного Співтовариства та Фонду Східноєвропейського партнерства з енергоефективності та довкілля;77288300;0;;;;0;;;
TOTAL;2401470;Виконання боргових зобов'язань за кредитами, залученими під державні гарантії, з метою реалізації проектів соціально-економічного розвитку;197405100;197405100;;;;187882772.43;;;95.17
TOTAL;2401590;Реструктуризація вугільної галузі;3224993000;3328741700;;;;3325557882.95;;;99.9
TOTAL;2401630;Впровадження Програми реформування та розвитку енергетичного сектора;31157000;29557000;;;;9792502.22;;;33.13
TOTAL;2401700;Компенсація закладам, підприємствам, установам та організаціям державної форми власності, у приміщеннях (будівлях) яких в умовах воєнного стану на безоплатній основі розміщувалися тимчасово переміщені особи;0;3458088;;;;3458088;;;100
TOTAL;2403000;Державна інспекція енергетичного нагляду України;212814100;191629664.96;;;;186984634.55;;;97.57
TOTAL;2403010;Керівництво та управління у сфері енергетичного нагляду;212814100;191629664.96;;;;186984634.55;;;97.57
TOTAL;2406000;Державне агентство з енергоефективності та енергозбереження України;59067900;53581609.8;;;;49555087.52;;;92.48
TOTAL;2406010;Керівництво та управління у сфері ефективного використання енергетичних ресурсів;59067900;53581609.8;;;;49555087.52;;;92.48
TOTAL;2500000;Міністерство соціальної політики України;425180260300;402966311840.97;;;;391057656506.92;;;97.04
TOTAL;2501000;Апарат Міністерства соціальної політики України;169527385400;167624238545.11;;;;155894814481.03;;;93
TOTAL;2501010;Керівництво та управління у сфері соціальної політики;201151100;195190258.8;;;;182843370.2;;;93.67
TOTAL;2501030;Виплата деяких видів допомог, компенсацій, грошового забезпечення та оплата послуг окремим категоріям населення;72359293200;65700435600;;;;63481542706.21;;;96.62
TOTAL;2501040;Наукова і науково-технічна діяльність у сфері соціальної політики;23922200;22778395.87;;;;19819917.85;;;87.01
TOTAL;2501060;Підвищення кваліфікації фахівців із соціальної роботи та інших працівників системи соціального захисту;856800;771100;;;;92532;;;12
TOTAL;2501070;Спеціалізована протезно-ортопедична та медично-реабілітаційна допомога особам з інвалідністю у клініці Науково-дослідного інституту протезування, протезобудування та відновлення працездатності;37280100;34626930.68;;;;24115748.4;;;69.64
TOTAL;2501090;Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту;54088700;38406700;;;;31967373;;;83.23
TOTAL;2501130;Заходи із соціального захисту дітей, сімей, жінок та інших найбільш вразливих категорій населення;66019800;59417800;;;;15592135.72;;;26.24
TOTAL;2501150;Щорічна разова грошова допомога ветеранам війни і жертвам нацистських переслідувань та соціальна допомога особам, які мають особливі та особливі трудові заслуги перед Батьківщиною;1382540600;1251357400;;;;1249834018.91;;;99.87
TOTAL;2501160;Довічні державні стипендії;7471300;6724100;;;;4642419.69;;;69.04
TOTAL;2501180;Виплата соціальних стипендій студентам (курсантам) закладів фахової передвищої та вищої освіти;985056700;886551000;;;;886323427.28;;;99.97
TOTAL;2501190;Надання одноразової грошової допомоги членам сімей осіб, смерть яких пов'язана з участю в масових акціях громадського протесту, що відбулися у період з 21 листопада 2013 року по 21 лютого 2014 року, та особам, які отримали тілесні ушкодження, побої, мордування під час участі в зазначених акціях;3524600;3172100;;;;1700000;;;53.59
TOTAL;2501200;Соціальний захист громадян, які постраждали внаслідок Чорнобильської катастрофи;2828379900;2545542000;;;;2206915999.91;;;86.69
TOTAL;2501230;Виплата пільг і житлових субсидій громадянам на оплату житлово-комунальних послуг, придбання твердого та рідкого пічного побутового палива і скрапленого газу у грошовій формі;41708048600;37870214100;;;;33699490438.04;;;88.98
TOTAL;2501240;Фінансова допомога Фонду соціального страхування України, для страхових виплат медичним працівникам державних і комунальних закладів охорони здоров'я та членам їх сімей внаслідок захворювання коронавірусною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2, та її наслідками;251970000;226773000;;;;41995000;;;18.51
TOTAL;2501290;Забезпечення виконання рішень суду;100000000;27000000;;;;26961349.91;;;99.85
TOTAL;2501300;Заходи сприяння економічній самостійності малозабезпеченої сім'ї;94867500;0;;;;0;;;
TOTAL;2501350;Оздоровлення і відпочинок дітей, які потребують особливої уваги та підтримки, в дитячих закладах оздоровлення та відпочинку вищої категорії, які розташовані в гірських районах (районах, в яких розташовані населені пункти, віднесені до категорії гірських);150000000;135000000;;;;14959268.56;;;11.08
TOTAL;2501450;"Оздоровлення і відпочинок дітей, які потребують особливої уваги та підтримки, в дитячих оздоровчих таборах МДЦ ""Артек"", ДЦ ""Молода Гвардія"" і в дитячих закладах оздоровлення та відпочинку вищої категорії, які відповідають таким критеріям: розташовані в гірських районах (районах, в яких розташовані населені пункти, віднесені до категорії гірських), розраховані на круглорічне перебування дітей, мають навчальну базу, наявна кількість ліжкомість для оздоровлення та відпочинку дітей, що не менше за середню кількість таких місць у МДЦ ""Артек"" та ДЦ ""Молода Гвардія""";296801400;255758900;;;;121031508.29;;;47.32
TOTAL;2501470;Санаторно-курортне лікування ветеранів війни, осіб, на яких поширюється чинність законів України «Про статус ветеранів війни, гарантії їх соціального захисту», «Про жертви нацистських переслідувань» та осіб з інвалідністю;441338800;248848376.76;;;;198443406.79;;;79.74
TOTAL;2501480;Надання щомісячної адресної допомоги внутрішньо переміщеним особам для покриття витрат на проживання, в тому числі на оплату житлово-комунальних послуг;47952460600;57647303200;;;;53488626814.74;;;92.78
TOTAL;2501490;"Реалізація пілотного проекту ""Розвиток соціальних послуг""";100000000;0;;;;0;;;
TOTAL;2501570;Виплата матеріальної допомоги військовослужбовцям, звільненим з військової строкової служби;82313500;67011200;;;;23720186.97;;;35.39
TOTAL;2501630;Модернізація системи соціальної підтримки населення України;400000000;400000000;;;;173098319.23;;;43.27
TOTAL;2501700;Виплата компенсації закладам, підприємствам, установам та організаціям державної форми власності, які належать до сфери управління Мінсоцполітики, на оплату комунальних послуг, що надаються під час розміщення тимчасово переміщених осіб, у період воєнного стану;0;1356383;;;;1098539.33;;;80.99
TOTAL;2506000;Пенсійний фонд України;252998464000;232935342900;;;;232935342900;;;100
TOTAL;2506080;Фінансове забезпечення виплати пенсій, надбавок та підвищень до пенсій, призначених за пенсійними програмами, та дефіциту коштів Пенсійного фонду;252998464000;232935342900;;;;232935342900;;;100
TOTAL;2507000;Фонд соціального захисту осіб з інвалідністю;2493776600;2270465216.78;;;;2096345993.09;;;92.33
TOTAL;2507020;Фінансова підтримка громадських об’єднань осіб з інвалідністю;91426000;45713000;;;;0;;;0
TOTAL;2507030;Заходи із соціальної, трудової та професійної реабілітації осіб з інвалідністю;2102705900;1966759930.87;;;;1864896654.49;;;94.82
TOTAL;2507040;Забезпечення діяльності Фонду соціального захисту осіб з інвалідністю;144622100;118471985.91;;;;109447156.58;;;92.38
TOTAL;2507100;Реабілітація дітей з інвалідністю;155022600;139520300;;;;122002182.02;;;87.44
TOTAL;2509000;Національна соціальна сервісна служба України;160634300;136265179.08;;;;131153132.8;;;96.24
TOTAL;2509010;Керівництво та управління у сфері реалізації політики щодо соціального захисту населення та захисту прав дітей;160634300;136265179.08;;;;131153132.8;;;96.24
TOTAL;2510000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);1045920800;19051400;;;;678145.4;;;3.55
TOTAL;2511000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);1045920800;19051400;;;;678145.4;;;3.55
TOTAL;2511180;Субвенція з державного бюджету місцевим бюджетам на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, підтримку малих групових будинків та забезпечення житлом дітей-сиріт, дітей, позбавлених батьківського піклування, осіб з їх числа;810060800;19051400;;;;678145.4;;;3.55
TOTAL;2511240;Субвенція з державного бюджету місцевим бюджетам на створення мережі спеціалізованих служб підтримки осіб, які постраждали від домашнього насильства та/або насильства за ознакою статі;235860000;0;;;;0;;;
TOTAL;2600000;Міністерство з питань стратегічних галузей промисловості України;2768852800;9735907591.61;;;;9360276844.62;;;96.14
TOTAL;2601000;Апарат Міністерства з питань стратегічних галузей промисловості України;2768852800;9735907591.61;;;;9360276844.62;;;96.14
TOTAL;2601010;Керівництво та управління у сфері стратегічних галузей промисловості;215002800;1073584256.61;;;;1071258899.38;;;99.78
TOTAL;2601020;Забезпечення життєдіяльності Криворізького гірничо-збагачувального комбінату окислених руд;23850000;0;;;;0;;;
TOTAL;2601030;Виконання державних цільових програм реформування та розвитку оборонно-промислового комплексу, розроблення, освоєння і впровадження нових технологій, нарощування наявних виробничих потужностей для виготовлення продукції оборонного призначення;2530000000;7672741200;;;;7671904258.28;;;99.98
TOTAL;2601700;Ліквідація наслідків бойових дій та відновлення виробничої діяльності підприємств оборонно-промислового комплексу України;0;989582135;;;;617113686.96;;;62.36
TOTAL;2700000;Міністерство захисту довкілля та природних ресурсів України;11615245200;10206919857.33;;;;7488091766.99;;;73.36
TOTAL;2701000;Апарат Міністерства захисту довкілля та природних ресурсів України;1206275500;1273231949.3;;;;1044414398.1;;;82.02
TOTAL;2701010;Загальне керівництво та управління у сфері захисту довкілля та природних ресурсів;151596300;143473912;;;;127919634.15;;;89.15
TOTAL;2701040;Наукова і науково-технічна діяльність у сфері захисту довкілля та природних ресурсів;91752600;157280799.42;;;;154002854.81;;;97.91
TOTAL;2701090;Підвищення кваліфікації та перепідготовка кадрів у сфері екології, природних ресурсів та водного господарства, підготовка наукових та науково-педагогічних кадрів;55305000;50635365.19;;;;44627288.55;;;88.13
TOTAL;2701160;Збереження природно-заповідного фонду;664945900;727713772.69;;;;706717341.62;;;97.11
TOTAL;2701270;Здійснення природоохоронних заходів, зокрема з покращення стану довкілля;228600800;181360700;;;;0;;;0
TOTAL;2701520;Забезпечення діяльності Національного центру обліку викидів парникових газів;10584500;9526000;;;;9204025.79;;;96.62
TOTAL;2701530;Державна підтримка заходів, спрямованих на зменшення обсягів викидів (збільшення абсорбції) парникових газів, у тому числі на утеплення приміщень закладів соціального забезпечення, розвиток міжнародного співробітництва з питань зміни клімату;1000000;1000000;;;;0;;;0
TOTAL;2701560;Забезпечення діяльності Національної комісії з радіаційного захисту населення України;2490400;2241400;;;;1943253.18;;;86.69
TOTAL;2704000;Державна служба геології та надр України;200102900;95642600;;;;58559390.84;;;61.22
TOTAL;2704010;Керівництво та управління у сфері геологічного вивчення та використання надр;100102900;95642600;;;;58559390.84;;;61.22
TOTAL;2704020;Розвиток мінерально-сировинної бази;100000000;0;;;;0;;;
TOTAL;2705000;Державна екологічна інспекція України;444672100;401322614.68;;;;371307843.76;;;92.52
TOTAL;2705010;Керівництво та управління у сфері екологічного контролю;444672100;401322614.68;;;;371307843.76;;;92.52
TOTAL;2707000;Державне агентство водних ресурсів України;6028245300;4894349951.69;;;;3473886820.75;;;70.97
TOTAL;2707010;Керівництво та управління у сфері водного господарства;42370600;38133500;;;;37335365.31;;;97.9
TOTAL;2707050;Експлуатація державного водогосподарського комплексу та управління водними ресурсами;5793274700;4335484251.69;;;;3219932365.02;;;74.26
TOTAL;2707070;Захист від шкідливої дії вод сільських населених пунктів та сільськогосподарських угідь, в тому числі в басейні р. Тиса у Закарпатській області;147600000;82932200;;;;0;;;0
TOTAL;2707090;Першочергове забезпечення сільських населених пунктів централізованим водопостачанням;45000000;45000000;;;;0;;;0
TOTAL;2707700;Здійснення заходів, пов’язаних з подачею води для забезпечення водопостачання;0;392800000;;;;216619090.42;;;55.14
TOTAL;2708000;Державне агентство України з управління зоною відчуження;2967335000;2799750995.62;;;;2040870169.62;;;72.89
TOTAL;2708010;Керівництво та управління діяльністю у зоні відчуження;24645100;22427000;;;;20230396.88;;;90.2
TOTAL;2708070;Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення;5823600;5241200;;;;5171070.24;;;98.66
TOTAL;2708080;Збереження етнокультурної спадщини регіонів, постраждалих від наслідків Чорнобильської катастрофи;10130100;9117100;;;;8714943.71;;;95.58
TOTAL;2708090;"Виконання робіт у сфері поводження з радіоактивними відходами неядерного циклу, будівництво комплексу ""Вектор"" та експлуатація його об'єктів";1085982000;1085982000;;;;330170108.05;;;30.4
TOTAL;2708110;Підтримка екологічно безпечного стану у зонах відчуження і безумовного (обов'язкового) відселення;475878000;437868595.62;;;;437468563.03;;;99.9
TOTAL;2708120;"Підтримка у безпечному стані  блоків та об'єкта ""Укриття"" та заходи щодо зняття з експлуатації Чорнобильської АЕС";1364876200;1239115100;;;;1239115087.71;;;99.99
TOTAL;2709000;Державне агентство лісових ресурсів України;768614400;742621746.04;;;;499053143.92;;;67.2
TOTAL;2709010;Керівництво та управління у сфері лісового господарства;150432700;131150496.96;;;;126552972.77;;;96.49
TOTAL;2709060;Ведення лісового і мисливського господарства, охорона і захист лісів в лісовому фонді;618181700;611471249.08;;;;372500171.15;;;60.91
TOTAL;2750000;Міністерство розвитку громад та територій України;4478769100;2964904395.29;;;;1634013101.86;;;55.11
TOTAL;2751000;Апарат Міністерства розвитку громад та територій України;4265377600;2772852095.29;;;;1480328153.47;;;53.38
TOTAL;2751010;Керівництво та управління у сфері розвитку громад та територій;246470000;233163310.51;;;;232171543.34;;;99.57
TOTAL;2751030;Наукова і науково-технічна діяльність у сфері будівництва, житлової політики, житлово-комунального господарства та регіонального розвитку, дослідження збереження та вивчення видів флори у спеціально створених умовах;56957400;52142911.44;;;;31695357.34;;;60.78
TOTAL;2751070;Функціонування Державної науково-технічної бібліотеки;11869600;10948207.34;;;;9853253.84;;;89.99
TOTAL;2751110;Створення містобудівного кадастру на державному рівні;76450000;68805000;;;;1900000;;;2.76
TOTAL;2751270;Підтримка регіональної політики України;1000000;1000000;;;;0;;;0
TOTAL;2751290;Функціонування Фонду енергоефективності;2594335400;0;;;;0;;;
TOTAL;2751370;Фінансова підтримка Державного фонду сприяння молодіжному житловому будівництву;6850000;6165000;;;;6164999.48;;;99.99
TOTAL;2751380;Часткова компенсація відсоткової ставки кредитів комерційних банків молодим сім'ям та одиноким молодим громадянам на будівництво (реконструкцію) та придбання житла;10500000;10500000;;;;7765614.17;;;73.95
TOTAL;2751410;Забезпечення заходів щодо головування України у Стратегії ЄС для Дунайського регіону;30000000;2000000;;;;0;;;0
TOTAL;2751420;"Збільшення статутного капіталу Державної спеціалізованої фінансової установи ""Державний фонд сприяння молодіжному житловому будівництву"" з подальшим використанням на реалізацію Державної програми забезпечення молоді житлом";28000000;28000000;;;;20321344;;;72.57
TOTAL;2751470;Здешевлення вартості іпотечних кредитів для забезпечення доступним житлом громадян, які потребують поліпшення житлових умов;26400000;23760000;;;;15491062.02;;;65.19
