тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
fundType;programCode;programCodeName;yearBeginPlan;yearCorrectionPlan;periodCorrectionPlan;openAllocPeriod;directedAllocPeriod;periodDone;deviationToPeriodCorrectionPlan;percentDoneToPeriodCorrectionPlan;percentDoneToYearCorrectionPlan
TOTAL;2801500;Підтримка фермерських господарств та інших виробників сільськогосподарської продукції;1545500000;1645500000;;;;1604986610;;;97.53
TOTAL;2801570;Організація та функціонування Аграрного фонду;0;4615400;;;;4583567.78;;;99.31
TOTAL;2801580;Фінансова підтримка сільгосптоваровиробників;4400000000;2000000;;;;1998956.05;;;99.94
TOTAL;2803000;Державна служба України з питань геодезії, картографії та кадастру;1286597600;869511052.88;;;;831027272.54;;;95.57
TOTAL;2803010;Керівництво та управління у сфері геодезії, картографії та кадастру;877755800;790033452.88;;;;772043406.87;;;97.72
TOTAL;2803020;Проведення земельної реформи;139421800;63292900;;;;58983865.67;;;93.19
TOTAL;2803030;Загальнодержавні топографо-геодезичні та картографічні роботи, демаркація та делімітація державного кордону;31577300;0;;;;0;;;
TOTAL;2803620;Проведення інвентаризації земель та оновлення картографічної основи Державного земельного кадастру;237842700;16184700;;;;0;;;0
TOTAL;2804000;Державне агентство меліорації та рибного господарства України;449292500;377911440.67;;;;354794978.37;;;93.88
TOTAL;2804010;Керівництво та управління у сфері меліорації та рибного господарства;336174500;288707440.67;;;;285857891.78;;;99.01
TOTAL;2804020;Організація діяльності рибовідтворювальних комплексів та інших бюджетних установ  у сфері рибного господарства;106518000;82834000;;;;66867086.59;;;80.72
TOTAL;2804030;Наукова і науково-технічна діяльність у сфері рибного господарства;2300000;2070000;;;;2070000;;;100
TOTAL;2804090;Міжнародна діяльність у галузі рибного  господарства;4300000;4300000;;;;0;;;0
TOTAL;2900000;Міністерство цифрової трансформації України;1350841900;725276864.25;;;;723330235.94;;;99.73
TOTAL;2901000;Апарат Міністерства цифрової трансформації України;1350841900;725276864.25;;;;723330235.94;;;99.73
TOTAL;2901010;Керівництво та управління у сфері цифрової трансформації;249317900;191876097;;;;190837035.65;;;99.45
TOTAL;2901030;Електронне урядування;651524000;533400767.25;;;;532493200.29;;;99.82
TOTAL;2901040;Розвиток пріоритетних проектів в галузі інформаційних технологій;450000000;0;;;;0;;;
TOTAL;2910000;Міністерство цифрової трансформації України (загальнодержавні видатки та кредитування);2936274600;0;;;;0;;;
TOTAL;2911000;Міністерство цифрової трансформації України (загальнодержавні видатки та кредитування);2936274600;0;;;;0;;;
TOTAL;2911040;Національна програма інформатизації;2205274600;0;;;;0;;;
TOTAL;2911050;Субвенція з державного бюджету місцевим бюджетам на розвиток мережі центрів надання адміністративних послуг;231000000;0;;;;0;;;
TOTAL;2911060;Субвенція з державного бюджету місцевим бюджетам на реалізацію заходів, спрямованих на підвищення доступності широкосмугового доступу до Інтернету в сільській місцевості;500000000;0;;;;0;;;
TOTAL;3100000;Міністерство інфраструктури України;17876677300;17410575682.49;;;;11595423111;;;66.59
TOTAL;3101000;Апарат Міністерства інфраструктури України;11791497500;13983657439.7;;;;10856902310.01;;;77.63
TOTAL;3101010;Загальне керівництво та управління у сфері інфраструктури;289712000;263600389.7;;;;221608426.65;;;84.06
TOTAL;3101170;Будівництво залізнично-автомобільного мостового переходу через р. Дніпро у м. Києві (з підходами) на залізничній дільниці Київ-Московський - Дарниця;706000000;0;;;;0;;;
TOTAL;3101210;Забезпечення експлуатаційно-безпечного стану судноплавних шлюзів;741908600;738004600;;;;103730448.22;;;14.05
TOTAL;3101230;Здійснення заходів щодо підтримки впровадження транспортної стратегії України;100000;100000;;;;0;;;0
TOTAL;3101270;Оновлення рухомого складу для перевезення пасажирів та модернізація залізничної інфраструктури для розвитку пасажирських перевезень;5197325700;2500146350;;;;82848074.4;;;3.31
TOTAL;3101290;Фінансове забезпечення заходів з розвитку аеропортної інфраструктури;3550000000;0;;;;0;;;
TOTAL;3101300;Проектування та виконання робіт з відновлення залізничної колії європейського зразка шириною 1435 мм від станції Чоп до станції Ужгород з доведенням до перону залізничного вокзалу Ужгород;7302300;6572100;;;;6419741.65;;;97.68
TOTAL;3101310;Забезпечення, організація та виконання літерних авіаційних рейсів повітряними суднами;299148900;269234000;;;;266908895.17;;;99.13
TOTAL;3101380;Поповнення статутного капіталу акціонерного товариства «Українські національні авіалінії»;1000000000;0;;;;0;;;
TOTAL;3101710;"Здійснення АТ ""Укрзалізниця"" заходів з безперебійного функціонування залізничного транспорту та забезпечення нагальних потреб функціонування держави в умовах воєнного стану";0;10006000000;;;;10006000000;;;100
TOTAL;3101720;Забезпечення діяльності підрозділів Об'єднаної цивільно-військової системи організації повітряного руху;0;200000000;;;;169386723.92;;;84.69
TOTAL;3103000;Державна служба морського та річкового транспорту України;403264400;232519462;;;;154967220.76;;;66.64
TOTAL;3103010;Керівництво та управління у сферах морського та річкового транспорту;403264400;232519462;;;;154967220.76;;;66.64
TOTAL;3106000;Державне агентство розвитку туризму України;980647600;41955300;;;;17179627.79;;;40.94
TOTAL;3106010;Керівництво та управління у сфері розвитку туризму;38502000;32955300;;;;17179627.79;;;52.13
TOTAL;3106020;Розкриття туристичного потенціалу України;100000000;9000000;;;;0;;;0
TOTAL;3106030;Розвиток туристичної інфраструктури національних природних парків та заповідників;842145600;0;;;;0;;;
TOTAL;3107000;Державне агентство інфраструктурних проектів України;4009097800;2503231800;;;;22437105.59;;;0.89
TOTAL;3107010;Організаційне забезпечення реалізації інфраструктурних проектів;49056700;43190700;;;;22437105.59;;;51.94
TOTAL;3107220;Будівництво та реконструкція об'єктів соціально-культурної інфраструктури;600000000;0;;;;0;;;
TOTAL;3107230;Облаштування інфраструктури державного кордону, в тому числі будівництво та реконструкція пунктів пропуску;900000000;0;;;;0;;;
TOTAL;3107280;Фінансове забезпечення заходів із забезпечення безпеки дорожнього руху відповідно до державних програм;1405737700;1405737700;;;;0;;;0
TOTAL;3107290;Впровадження, утримання та розвиток системи збору плати за використання автомобільних доріг загального користування транспортними засобами повною масою більше 12 т, в тому числі шляхом поповнення статутного капіталу державного підприємства, що входить до сфери управління Укрінфрапроекту;1054303400;1054303400;;;;0;;;0
TOTAL;3108000;Державна авіаційна служба України;261040000;261493545.2;;;;194623565.46;;;74.42
TOTAL;3108010;Керівництво та управління у сфері авіаційного транспорту;261040000;261493545.2;;;;194623565.46;;;74.42
TOTAL;3109000;Державна служба України з безпеки на транспорті;431130000;387718135.59;;;;349313281.39;;;90.09
TOTAL;3109010;Здійснення державного контролю з питань безпеки на транспорті;431130000;387718135.59;;;;349313281.39;;;90.09
TOTAL;3110000;Державне агентство автомобільних доріг України;58251778600;73951292700;;;;40479338253.25;;;54.73
TOTAL;3111000;Апарат Державного агентства автомобільних доріг України;58251778600;73951292700;;;;40479338253.25;;;54.73
TOTAL;3111010;Керівництво та управління у сфері будівництва, ремонту та утримання автомобільних доріг;96209400;86588500;;;;85539308.56;;;98.78
TOTAL;3111020;Розвиток мережі та утримання автомобільних доріг загального користування державного значення;42172133300;42172133300;;;;9278351542.57;;;22
TOTAL;3111030;Виконання боргових зобов'язань за запозиченнями, залученими державою або під державні гарантії на розвиток мережі автомобільних доріг загального користування;15805220900;15805220900;;;;15279989971.33;;;96.67
TOTAL;3111610;Розбудова прикордонної дорожньої інфраструктури на українсько-польському кордоні;150000000;510790000;;;;473157430.79;;;92.63
TOTAL;3111620;Розбудова прикордонної дорожньої інфраструктури на українсько-угорському державному кордоні;28215000;0;;;;0;;;
TOTAL;3111700;Забезпечення належного функціонування дорожнього господарства, транспортної інфраструктури та інфраструктури, що забезпечує життєдіяльність населення та функціонування держави в умовах воєнного стану;0;15376360000;;;;15362300000;;;99.9
TOTAL;3111710;Реставрація з пристосуванням мосту імені Є.О. Патона через р. Дніпро та підходів до нього;0;200000;;;;0;;;0
TOTAL;3120000;Міністерство інфраструктури України  (загальнодержавні видатки та кредитування);8900000000;6609100700;;;;6152431442.18;;;93.09
TOTAL;3121000;Міністерство інфраструктури України (загальнодержавні видатки та кредитування);8900000000;6609100700;;;;6152431442.18;;;93.09
TOTAL;3121130;Субвенція з державного бюджету місцевим бюджетам на реалізацію інфраструктурних проектів та розвиток об’єктів соціально-культурної сфери;8700000000;0;;;;0;;;
TOTAL;3121140;Субвенція з державного бюджету бюджету Одеської міської територіальної громади на розвиток міської інфраструктури;200000000;0;;;;0;;;
TOTAL;3121150;Субвенція з державного бюджету місцевим бюджетам на забезпечення нагальних потреб функціонування держави в умовах воєнного стану;0;6609100700;;;;6152431442.18;;;93.09
TOTAL;3130000;Державне агентство автомобільних доріг України (загальнодержавні видатки та кредитування);24600411100;24600411100;;;;7389859769.36;;;30.03
TOTAL;3131000;Державне агентство автомобільних доріг України (загальнодержавні видатки та кредитування);24600411100;24600411100;;;;7389859769.36;;;30.03
TOTAL;3131090;Субвенція з державного бюджету місцевим бюджетам на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах;24600411100;24600411100;;;;7389859769.36;;;30.03
TOTAL;3400000;Міністерство молоді та спорту України;7390334100;4432304198.43;;;;3715073041.72;;;83.81
TOTAL;3401000;Апарат Міністерства молоді та спорту України;7390334100;4432304198.43;;;;3715073041.72;;;83.81
TOTAL;3401010;Керівництво та управління у сфері молоді та спорту;109142200;94457354.6;;;;92244641.43;;;97.65
TOTAL;3401040;Наукова і науково-технічна діяльність у сфері розвитку молоді та спорту;15967600;8395707.62;;;;7895695.7;;;94.04
TOTAL;3401070;Здійснення заходів державної політики з питань молоді та державна підтримка молодіжних та дитячих громадських організацій;124896500;42370534.8;;;;9010171.28;;;21.26
TOTAL;3401110;Розвиток спорту серед осіб з інвалідністю та їх фізкультурно-спортивна реабілітація;1089186700;597307900;;;;512634886.54;;;85.82
TOTAL;3401120;Підготовка і участь національних збірних команд в Паралімпійських і Дефлімпійських іграх;1476645700;1328981100;;;;1316536925.59;;;99.06
TOTAL;3401220;Розвиток фізичної культури, спорту вищих досягнень та резервного спорту;4305110800;2161431192.38;;;;1619024782.69;;;74.9
TOTAL;3401280;Фінансова підтримка громадських об’єднань фізкультурно-спортивного спрямування;68511500;47958000;;;;27186765.84;;;56.68
TOTAL;3401320;Підготовка і участь національних збірних команд України в міжнародних змаганнях, що проводять Міжнародний, Європейський олімпійські комітети, включаючи Олімпійські ігри, та Всесвітніх іграх;159774800;116751600;;;;96284286.65;;;82.46
TOTAL;3401360;Розвиток спортивної медицини;41098300;34106109.03;;;;33710186;;;98.83
TOTAL;3401700;Надання компенсації державним підприємствам, що належать до сфери управління Мінмолодьспорту, у приміщеннях (будівлях) яких в умовах воєнного стану на безоплатній основі розміщувалися тимчасово переміщені особи;0;544700;;;;544700;;;100
TOTAL;3410000;Міністерство молоді та спорту України (загальнодержавні видатки та кредитування);943105400;0;;;;0;;;
TOTAL;3411000;Міністерство молоді та спорту України (загальнодержавні видатки та кредитування);943105400;0;;;;0;;;
TOTAL;3411220;Субвенція з державного бюджету місцевим бюджетам на розвиток спортивної інфраструктури, у тому числі реконструкцію, будівельно-ремонтні роботи об'єктів закладів фізичної культури і спорту, що забезпечують розвиток резервного спорту, льодових палаців/арен та стадіонів;800000000;0;;;;0;;;
TOTAL;3411250;Субвенція з державного бюджету місцевим бюджетам на виконання окремих заходів з реалізації соціального проекту «Активні парки - локації здорової України»;143105400;0;;;;0;;;
TOTAL;3500000;Міністерство фінансів України;30136053400;28476056049.01;;;;24609177983.87;;;86.42
TOTAL;3501000;Апарат Міністерства фінансів України;8419970900;10670028907.99;;;;7593621445.56;;;71.16
TOTAL;3501010;Керівництво та управління у сфері фінансів;890261500;842911068.14;;;;817971394.25;;;97.04
TOTAL;3501100;Наукове і науково-методичне забезпечення у сфері виробництва і використання дорогоцінного і напівдорогоцінного каміння та забезпечення виробничих та соціально-культурних потреб у дорогоцінних металах і дорогоцінному камінні;21841000;150385759.2;;;;148593762.82;;;98.8
TOTAL;3501220;Підтримка культурно-оздоровчих та соціальних заходів фінансової системи;28640400;11614702.06;;;;5765391.35;;;49.63
TOTAL;3501390;Підготовка інфраструктури до впровадження накопичувальної системи загальнообов'язкового державного пенсійного страхування;50000000;0;;;;0;;;
TOTAL;3501480;Побудова та функціонування інформаційно-аналітичної платформи верифікації та інші заходи, пов’язані з її впровадженням;14205200;12784700;;;;12723478.72;;;99.52
TOTAL;3501500;Забезпечення функціонування Фонду розвитку інновацій;50000000;0;;;;0;;;
TOTAL;3501520;Підготовка кадрів у сфері фінансової політики закладами вищої освіти;338494400;301761171;;;;259958336.3;;;86.14
TOTAL;3501530;Наукова і науково-технічна діяльність у сфері фінансової політики;26528400;24189307.59;;;;22226882.12;;;91.88
TOTAL;3501540;Забезпечення функціонування Фонду розвитку підприємництва;7000000000;9326382200;;;;6326382200;;;67.83
TOTAL;3504000;Державна казначейська служба України;3483982100;3132356643.2;;;;3082493507.13;;;98.4
TOTAL;3504010;Керівництво та управління у сфері казначейського обслуговування;3233982100;2907356643.2;;;;2857502894.94;;;98.28
TOTAL;3504030;Відшкодування шкоди, завданої громадянинові незаконними діями органів дізнання, досудового слідства, прокуратури і суду, відшкодування громадянинові вартості конфіскованого та безхазяйного майна стягнутого в дохід держави, відшкодування шкоди, завданої фізичній чи юридичній особі незаконними рішеннями, діями чи бездіяльністю органів державної влади, їх посадових і службових осіб;150000000;135000000;;;;135000000;;;100
TOTAL;3504040;Заходи щодо виконання рішень суду, що гарантовані державою;100000000;90000000;;;;89990612.19;;;99.98
TOTAL;3505000;Державна аудиторська служба України;1096937300;950704962.15;;;;942489116.38;;;99.13
TOTAL;3505010;Керівництво та управління у сфері фінансового контролю;1096937300;950704962.15;;;;942489116.38;;;99.13
TOTAL;3506000;Державна митна служба України;5295352800;4105013979.86;;;;4013441633.5;;;97.76
TOTAL;3506010;Керівництво та управління у сфері митної політики;5225352800;4035013979.86;;;;4006318876;;;99.28
TOTAL;3506610;Реалізація проекту з розбудови прикордонної дорожньої інфраструктури та облаштування пунктів пропуску;70000000;70000000;;;;7122757.5;;;10.17
TOTAL;3507000;Державна податкова служба України;11604241000;9442660094.88;;;;8824719028.09;;;93.45
TOTAL;3507010;Керівництво та управління у сфері податкової політики;11263906400;9282950594.88;;;;8675323996.64;;;93.45
TOTAL;3507090;Виконання судових рішень на користь фізичних та юридичних осіб;340334600;159709500;;;;149395031.45;;;93.54
TOTAL;3508000;Агентство з управління державним боргом;39290800;8888800;;;;0;;;0
TOTAL;3508010;Керівництво та управління у сфері реалізації політики з питань управління державним боргом;39290800;8888800;;;;0;;;0
TOTAL;3509000;Державна служба фінансового моніторингу України;196278500;166402660.93;;;;152413253.21;;;91.59
TOTAL;3509010;Керівництво та управління у сфері фінансового моніторингу;187992200;158260517.54;;;;145643706.6;;;92.02
TOTAL;3509020;Перепідготовка та підвищення кваліфікації у сфері боротьби з легалізацією (відмиванням) доходів, одержаних злочинним шляхом, і фінансуванням тероризму;8286300;8142143.39;;;;6769546.61;;;83.14
TOTAL;3510000;Міністерство фінансів України (загальнодержавні видатки та кредитування);419935603200;193068162888;;;;179500428199.97;;;92.97
TOTAL;3511000;Міністерство фінансів України (загальнодержавні видатки та кредитування);419935603200;193068162888;;;;179500428199.97;;;92.97
TOTAL;3511030;Резервний фонд;205715717000;3318431372;;;;0;;;0
TOTAL;3511050;Базова дотація;16297181700;16297181700;;;;16297181700;;;100
TOTAL;3511060;Додаткові дотації з державного бюджету місцевим бюджетам;5163841900;5163841900;;;;5163496000;;;99.99
TOTAL;3511130;Внески до міжнародних організацій;444180000;900000;;;;0;;;0
TOTAL;3511210;Субвенція з державного бюджету місцевим бюджетам на здійснення заходів щодо соціально-економічного розвитку окремих територій;6000000000;0;;;;0;;;
TOTAL;3511350;Обслуговування державного боргу;183036079500;165226827216;;;;156516044692.86;;;94.72
TOTAL;3511370;Субвенція з державного бюджету бюджету Жовтоводської міської територіальної громади на виконання заходів щодо радіаційного та соціального захисту населення міста Жовтих Вод;8480100;8194300;;;;4798211.95;;;58.55
TOTAL;3511500;Виплати за державними деривативами;1430000000;1430000000;;;;1354636391.6;;;94.72
TOTAL;3511590;Обслуговування та погашення зобов’язань за залученими коштами під державні гарантії для здійснення капітальних видатків розпорядниками бюджетних коштів;8720400;8720400;;;;8709220.26;;;99.87
TOTAL;3511640;Субвенція з державного бюджету бюджету Харківської міської територіальної громади на подовження третьої лінії метрополітену у м. Харкові;313372500;313372500;;;;0;;;0
TOTAL;3511670;Субвенція з державного бюджету бюджету Дніпровської міської територіальної громади на завершення будівництва метрополітену у м. Дніпрі;1518030100;1300693500;;;;155561983.3;;;11.95
TOTAL;3600000;Міністерство юстиції України;16355472100;16743497494.47;;;;15587953148.5;;;93.09
TOTAL;3601000;Апарат Міністерства юстиції України;15059071700;15570853998.23;;;;14444975795.81;;;92.76
TOTAL;3601010;Керівництво та управління у сфері юстиції;4898196400;4695935752.61;;;;4275515477.21;;;91.04
TOTAL;3601020;Виконання покарань установами і органами Державної кримінально-виконавчої служби України;7529124400;8493589423.24;;;;8404621972.18;;;98.95
TOTAL;3601030;Забезпечення діяльності органів пробації;749699000;752131947.82;;;;746965181.12;;;99.31
TOTAL;3601060;Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань;4897400;4897400;;;;4845397.45;;;98.93
TOTAL;3601070;Проведення судової експертизи і розробка методики проведення судових експертиз;656992100;578158374.56;;;;533681226.78;;;92.3
TOTAL;3601090;Підвищення кваліфікації працівників органів юстиції;10390000;10390000;;;;2677840.27;;;25.77
TOTAL;3601150;Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, а також забезпечення представництва України в Європейському суді з прав людини;527395000;412865500;;;;368086518.82;;;89.15
TOTAL;3601170;Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України;682377400;578162200;;;;66029648.27;;;11.42
TOTAL;3601700;Здійснення заходів щодо тримання військовополонених у таборах та дільницях для тримання військовополоненних;0;44723400;;;;42552533.71;;;95.14
TOTAL;3603000;Координаційний центр з надання правової допомоги;991932100;904150876.27;;;;883089698.47;;;97.67
TOTAL;3603020;Забезпечення формування та функціонування системи безоплатної правової допомоги;606748100;557485276.27;;;;544829466.26;;;97.72
TOTAL;3603030;Оплата послуг та відшкодування витрат адвокатів з надання безоплатної вторинної правової допомоги;385184000;346665600;;;;338260232.21;;;97.57
TOTAL;3609000;Державна архівна служба України;304468300;268492619.97;;;;259887654.22;;;96.79
TOTAL;3609010;Керівництво та управління у сфері архівної справи;28363400;25671223.2;;;;24990522;;;97.34
TOTAL;3609020;Наукова і науково-технічна діяльність у сфері архівної справи та страхового фонду документації;10863300;10137381.95;;;;9857887.37;;;97.24
TOTAL;3609030;Забезпечення діяльності архівних установ та установ страхового фонду документації;265241600;232684014.82;;;;225039244.85;;;96.71
TOTAL;3800000;Міністерство культури та інформаційної політики України;12320299200;8755538194.95;;;;8095144472.89;;;92.45
TOTAL;3801000;Апарат Міністерства культури та інформаційної політики України;10094908100;6929426022.84;;;;6472206335.65;;;93.4
TOTAL;3801010;Керівництво та управління у сфері культури та інформаційної політики;169079100;148125498.6;;;;143299914.95;;;96.74
TOTAL;3801020;Збирання, обробка та розповсюдження офіційної інформаційної продукції;268543900;716424700;;;;715644415.21;;;99.89
TOTAL;3801030;Здійснення заходів у сфері захисту національного інформаційного простору;50000000;125000000;;;;124249493.72;;;99.39
TOTAL;3801050;Надання освіти закладами загальної середньої та позашкільної освіти державної форми власності, методичне забезпечення діяльності закладів освіти;273631300;241676863;;;;236023510.84;;;97.66
TOTAL;3801070;Підвищення кваліфікації, підготовка кадрів акторської майстерності для національних мистецьких та творчих колективів;20046400;17459859;;;;12600619.48;;;72.16
TOTAL;3801100;"Здійснення культурно-мистецьких заходів національними творчими спілками та Всеукраїнським товариством ""Просвіта""";94342100;11107900;;;;10440090.9;;;93.98
TOTAL;3801110;Фінансова підтримка національних театрів;1609063600;1480742300;;;;1464680396.49;;;98.91
TOTAL;3801120;Фінансова підтримка національних художніх колективів, концертних організацій та їх дирекції, національних і державних циркових організацій;942745200;848470700;;;;845427217.19;;;99.64
TOTAL;3801130;Державна підтримка діячів культури і мистецтва;35597700;32037900;;;;25356389.03;;;79.14
TOTAL;3801140;Забезпечення функціонування Українського культурного фонду, у тому числі здійснення Фондом заходів з підтримки проектів;703039300;63275652.41;;;;42582405.08;;;67.29
TOTAL;3801160;Підготовка кадрів для сфери культури і мистецтва закладами фахової передвищої та вищої освіти;1568843500;1470152477.3;;;;1253041192.65;;;85.23
TOTAL;3801170;Загальнодержавні заходи у сферах культури та мистецтв, охорони культурної спадщини, вивезення, ввезення і повернення культурних цінностей, державної мовної політики, міжнаціональних відносин, релігії та захисту прав національних меншин;468924000;55787500;;;;7406223.16;;;13.27
TOTAL;3801190;Забезпечення діяльності національних музеїв, національних і державних бібліотек та культурно-просвітницьких центрів;1102668800;1059549108.53;;;;997347627.03;;;94.12
TOTAL;3801280;Фонд розвитку закладів загальнодержавного значення, в тому числі їх будівництво;1850400000;50400000;;;;22366792.31;;;44.37
TOTAL;3801480;"Надання фінансової підтримки державному підприємству ""Кримський дім""";4770100;4293100;;;;2700036.71;;;62.89
TOTAL;3801490;Збереження історико-культурної та архітектурної спадщини в національних і державних заповідниках;597701400;588061715;;;;553759305.77;;;94.16
TOTAL;3801560;Забезпечення діяльності Українського інституту книги, підтримка книговидавничої справи та популяризація української літератури у світі;335511700;14350200;;;;12783415.13;;;89.08
TOTAL;3801700;Надання компенсації закладам, підприємствам, установам та організаціям державної форми власності, які належать до сфери управління Міністерства культури та інформаційної політики України, у приміщеннях (будівлях) яких в умовах воєнного стану на безоплатній основі розміщувалися тимчасово переміщені особи;0;760619;;;;747360.88;;;98.25
TOTAL;3801710;Ліквідація наслідків ракетних обстрілів м. Києва, які сталися 10 жовтня  2022 р., та відновлення пошкоджених об'єктів в умовах воєнного стану;0;1749930;;;;1749929.12;;;99.99
TOTAL;3802000;Державний комітет телебачення і радіомовлення України;1987501000;1731151005.03;;;;1539613316.18;;;88.93
TOTAL;3802010;Керівництво та управління у сфері телебачення і радіомовлення;32075600;28874600;;;;26861165.02;;;93.02
TOTAL;3802020;Наукова і науково-технічна діяльність у сфері засобів масової інформації, книговидавничої справи та інформаційно-бібліографічної діяльності;28058800;26194900;;;;25033488.71;;;95.56
TOTAL;3802040;Підвищення кваліфікації працівників засобів масової інформації в Укртелерадіопресінституті;9877500;8471105.03;;;;8407613.58;;;99.25
TOTAL;3802050;Фінансова підтримка творчих спілок у сфері засобів масової інформації, преси;1964000;1767600;;;;1716726.98;;;97.12
TOTAL;3802080;Фінансова підтримка Національної суспільної телерадіокомпанії України;1871276700;1656096200;;;;1476221582.39;;;89.13
TOTAL;3802130;Державні стипендії видатним діячам інформаційної галузі, дітям журналістів, які загинули (померли) або яким встановлено інвалідність у зв’язку з виконанням професійних обов’язків та премій в інформаційній галузі;4248400;3746600;;;;1372739.5;;;36.63
TOTAL;3802390;Здійснення заходів з питань європейської та євроатлантичної інтеграції в інформаційній сфері;40000000;6000000;;;;0;;;0
TOTAL;3803000;Державна служба України з етнополітики та свободи совісті;17248000;15523200;;;;15055879.63;;;96.98
TOTAL;3803010;Керівництво та управління у сфері етнополітики та свободи совісті;17248000;15523200;;;;15055879.63;;;96.98
TOTAL;3805000;Державне агентство України з питань мистецтв та мистецької освіти;20124000;18662900;;;;18220996.73;;;97.63
TOTAL;3805010;Керівництво та управління у сфері мистецтв та спеціалізованої мистецької освіти;20124000;18662900;;;;18220996.73;;;97.63
TOTAL;3807000;Державна інспекція культурної спадщини України;13812700;0;;;;0;;;
TOTAL;3807010;Здійснення державного контролю у сфері охорони культурної спадщини;13812700;0;;;;0;;;
TOTAL;3808000;Державна служба охорони культурної спадщини України;19358100;0;;;;0;;;
TOTAL;3808010;Керівництво та управління у сфері охорони культурної спадщини;19358100;0;;;;0;;;
TOTAL;3809000;Український інститут національної пам'яті;167347300;60775067.08;;;;50047944.7;;;82.34
TOTAL;3809010;Керівництво та управління у сфері відновлення та збереження національної пам’яті;31432700;28289400;;;;23888255.98;;;84.44
TOTAL;3809020;Заходи з реалізації державної політики у сфері відновлення та збереження національної пам’яті, забезпечення діяльності Національного меморіального комплексу Героїв Небесної Сотні - Музею Революції гідності та Галузевого державного архіву Українського інституту національної пам’яті;135914600;32485667.08;;;;26159688.72;;;80.52
TOTAL;3810000;Міністерство культури та інформаційної політики України (загальнодержавні видатки та кредитування);1901930000;0;;;;0;;;
TOTAL;3811000;Міністерство культури та інформаційної політики України (загальнодержавні видатки та кредитування);1901930000;0;;;;0;;;
TOTAL;3811060;Субвенція з державного бюджету місцевим бюджетам на створення центрів культурних послуг;100000000;0;;;;0;;;
TOTAL;3811070;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів ремонтно-реставраційних та консерваційних робіт пам'яток культурної спадщини, що перебувають у комунальній власності;1801930000;0;;;;0;;;
TOTAL;3900000;Міністерство з питань  реінтеграції тимчасово окупованих територій України;1192049200;434968872.33;;;;380217699.33;;;87.41
TOTAL;3901000;Апарат Міністерства з питань  реінтеграції тимчасово окупованих територій України;1192049200;434968872.33;;;;380217699.33;;;87.41
TOTAL;3901010;Керівництво та управління з питань  реінтеграції тимчасово окупованих територій;95551000;86488172.33;;;;80852838.02;;;93.48
TOTAL;3901050;Заходи щодо захисту і забезпечення прав та свобод осіб, які позбавлені (були позбавлені) особистої свободи незаконними збройними формуваннями, окупаційною адміністрацією та/або органами влади Російської Федерації з політичних мотивів, а також у зв’язку з громадською, політичною або професійною діяльністю вказаних осіб, підтримки зазначених осіб та членів їхніх сімей, заходи з реінтеграції населення тимчасово окупованих територій, виплати державних стипендій імені Левка Лук’яненка;66514400;214252700;;;;208360657.62;;;97.24
TOTAL;3901060;Заходи, спрямовані на зменшення соціального, економічного та екологічного впливу вибухонебезпечних предметів на життя та діяльність населення (протимінна діяльність) та інформування населення про небезпеки вибухонебезпечних предметів;15000000;13500000;;;;4620267.2;;;34.22
TOTAL;3901070;Грошова компенсація постраждалим, житлові будинки (квартири) яких зруйновано внаслідок надзвичайної ситуації воєнного характеру, спричиненої збройною агресією Російської Федерації;80853000;0;;;;0;;;
TOTAL;3901080;Забезпечення інформаційного суверенітету України, розвиток мов корінних народів, що проживають на тимчасово окупованій території Автономної Республіки Крим та м. Севастополь, та фінансова підтримка системи державного іномовлення України;362660300;33786000;;;;26183871.5;;;77.49
TOTAL;3901090;Забезпечення належних умов в'їзду та виїзду осіб на тимчасово окуповані території України;396691100;35942000;;;;34189264.66;;;95.12
TOTAL;3901100;Заходи щодо створення систем та баз даних з питань реінтеграції;51000000;21000000;;;;19702741.24;;;93.82
