тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;1511070;Субвенція з державного бюджету місцевим бюджетам на виплату грошової компенсації за належні для отримання жилі приміщення для сімей осіб, визначених у абзаці чотирнадцятому пункту 1 статті 10 Закону України «Про статус ветеранів війни, гарантії їх соціального захисту», для осіб з інвалідністю I-II групи, які стали особами з інвалідністю внаслідок поранень, каліцтва, контузії чи інших ушкоджень здоров'я, одержаних під час участі у Революції Гідності, визначених пунктом 10 частини другої статті 7 Закону України «Про статус ветеранів війни, гарантії їх соціального захисту», та які потребують поліпшення житлових умов;16316700;15477700;;;;15453443.59;;;99.84
TOTAL;2100000;Міністерство оборони України;121468043000;126633901063.44;;;;125956518493.44;;;99.46
TOTAL;2101000;Апарат Міністерства оборони України;120147443200;125323984335.95;;;;124649072475.08;;;99.46
TOTAL;2101010;Керівництво та військове управління у сфері оборони;388265700;401674600;;;;401239481.04;;;99.89
TOTAL;2101020;Забезпечення діяльності Збройних Сил України, підготовка кадрів і військ, медичне забезпечення особового складу, ветеранів військової служби та членів їхніх сімей, ветеранів війни;93518137200;95090316157.6;;;;94614035517.53;;;99.49
TOTAL;2101150;Розвиток, закупівля, модернізація та ремонт озброєння, військової техніки, засобів та обладнання;22592438500;26483998046.25;;;;26405229453.42;;;99.7
TOTAL;2101190;Будівництво (придбання) житла для військовослужбовців Збройних Сил України;1101000000;785693143.08;;;;722071955.92;;;91.9
TOTAL;2101210;Утилізація боєприпасів, рідинних компонентів ракетного палива, озброєння, військової техніки та іншого військового майна, забезпечення живучості та вибухопожежобезпеки арсеналів, баз і складів Збройних Сил України;2547601800;2532628785.02;;;;2506496067.17;;;98.96
TOTAL;2101700;Здійснення заходів, пов'язаних із зміцненням обороноздатності держави;0;29673604;;;;0;;;0
TOTAL;2105000;Адміністрація Державної спеціальної служби транспорту України;1320599800;1309916727.49;;;;1307446018.36;;;99.81
TOTAL;2105010;Забезпечення діяльності Державної спеціальної служби транспорту;1320599800;1309916727.49;;;;1307446018.36;;;99.81
TOTAL;2200000;Міністерство освіти і науки України;50348064000;53537714679.71;;;;49724695472.2;;;92.87
TOTAL;2201000;Апарат Міністерства освіти і науки України;50163838200;53362942834.83;;;;49556822997.14;;;92.86
TOTAL;2201010;Загальне керівництво та управління у сфері освіти і науки;157418100;193470814.58;;;;186445216.24;;;96.36
TOTAL;2201020;Забезпечення організації роботи Національного агентства із забезпечення якості вищої освіти, Національного агентства кваліфікацій, освітнього омбудсмена;152977600;218956068.57;;;;216429627.75;;;98.84
TOTAL;2201030;Забезпечення здобуття професійної (професійно-технічної) освіти за професіями загальнодержавного значення;200000000;185000000;;;;179642784;;;97.1
TOTAL;2201040;Наукова і науково-технічна діяльність закладів вищої освіти та наукових установ;1200078600;1755090496.06;;;;1623898333.04;;;92.52
TOTAL;2201070;Фонд Президента України з підтримки освіти, науки та спорту;199861000;129851000;;;;11626200;;;8.95
TOTAL;2201080;Державні премії, стипендії та гранти в галузі освіти, науки і техніки, стипендії переможцям міжнародних конкурсів;67504900;67259000;;;;65497656.98;;;97.38
TOTAL;2201100;Надання освіти закладами загальної середньої освіти державної форми власності;235400100;236671160.21;;;;231980149.02;;;98.01
TOTAL;2201120;Забезпечення діяльності Національного центру «Мала академія наук України», надання позашкільної освіти державними закладами позашкільної освіти, заходи з позашкільної роботи;301539100;311915501.99;;;;308335504.54;;;98.85
TOTAL;2201130;Забезпечення здобуття професійної (професійно-технічної) освіти у закладах освіти соціальної реабілітації та адаптації державної форми власності, методичне забезпечення закладів професійної (професійно-технічної) освіти;278955900;278245837.14;;;;275494304.11;;;99.01
TOTAL;2201140;Фонд розвитку закладів фахової передвищої та вищої освіти;250000000;250000000;;;;247637076.79;;;99.05
TOTAL;2201160;Підготовка кадрів закладами вищої освіти та забезпечення діяльності їх баз практики;31740439300;34399297257.43;;;;31749983288.1;;;92.29
TOTAL;2201170;Здійснення методичного та аналітичного забезпечення діяльності закладів освіти;131458900;131068278.8;;;;126897259.66;;;96.81
TOTAL;2201180;"Проведення всеукраїнських та міжнародних олімпіад у сфері освіти, всеукраїнського конкурсу ""Учитель року""";4100000;291500;;;;291498;;;99.99
TOTAL;2201190;Виплата академічних стипендій студентам (курсантам), аспірантам, докторантам закладів фахової передвищої та вищої освіти;3938961000;3468217000;;;;3431992129.53;;;98.95
TOTAL;2201200;Пільговий  проїзд  учнів  закладів професійної (професійно-технічної)  освіти, студентів (курсантів невійськових) закладів фахової передвищої та вищої освіти у залізничному транспорті;18000000;18000000;;;;18000000;;;100
TOTAL;2201240;"Реалізація державного інвестиційного проекту ""Реставрація староакадемічного корпусу ансамблю Братського монастиря по вул. Г. Сковороди, 2 у Подільському районі м. Києва""";15000000;15000000;;;;15000000;;;100
TOTAL;2201250;Підвищення кваліфікації педагогічних та науково-педагогічних працівників, керівних працівників і спеціалістів державного управління, харчової, переробної промисловості та агропромислового комплексу, медичних та фармацевтичних кадрів;73585300;56120242.17;;;;50500724.34;;;89.98
TOTAL;2201260;Загальнодержавні заходи у сфері освіти;717438200;756916900;;;;680506788.96;;;89.9
TOTAL;2201280;Підготовка кадрів Київським національним університетом імені Тараса Шевченка;2121560100;2367683906.65;;;;2290854920.3;;;96.75
TOTAL;2201300;Забезпечення діяльності Національного фонду досліджень, грантова підтримка наукових досліджень і науково-технічних (експериментальних) розробок;732814600;699899808;;;;669548405.95;;;95.66
TOTAL;2201310;Фізична і спортивна підготовка учнівської та студентської молоді;239350400;240168993.34;;;;216036936.44;;;89.95
TOTAL;2201380;Виконання зобов'язань України у сфері міжнародного науково-технічного та освітнього співробітництва, участь у рамковій програмі Європейського Союзу з досліджень та інновацій;457911200;193191500;;;;53748895.82;;;27.82
TOTAL;2201390;Підтримка пріоритетних напрямів наукових досліджень і науково-технічних (експериментальних) розробок у закладах вищої освіти;100000000;100000000;;;;96478470.07;;;96.47
TOTAL;2201410;"Наукова і науково-технічна діяльність  на антарктичній станції ""Академік Вернадський""";128508200;373362118.32;;;;372536670.1;;;99.77
TOTAL;2201420;Підготовка кадрів закладами фахової передвищої освіти;5547496000;5933038417.26;;;;5696884189.2;;;96.01
TOTAL;2201470;Здійснення зовнішнього оцінювання та моніторинг якості освіти Українським центром оцінювання якості освіти та його регіональними підрозділами;474615000;482861661.31;;;;473716097.24;;;98.1
TOTAL;2201610;Вища освіта, енергоефективність та сталий розвиток;340265000;260265000;;;;38449789.35;;;14.77
TOTAL;2201680;Удосконалення вищої освіти в Україні заради результатів;24735000;24735000;;;;13646650;;;55.17
TOTAL;2201820;"Реалізація державного інвестиційного проекту «Реконструкція об'єкту національного надбання ""Аеродинамічний комплекс на базі надзвукової аеродинамічної труби Т-6 Національного аерокосмічного університету імені М.Є. Жуковського ""Харківський авіаційний інститут""»";27873100;27873100;;;;26570824.24;;;95.32
TOTAL;2201830;"Реалізація державного інвестиційного проекту ""Реконструкція учбово-рекреаційного центру ""Міжнародний Центр дитячої наукової творчості "" по вул. Квітки Цісик, 14""";180000000;50000000;;;;50000000;;;100
TOTAL;2201840;"Реалізація державного інвестиційного проекту ""Реставрація головного корпусу Львівського національного університету імені Івана Франка""";35991600;58492273;;;;58492272.63;;;99.99
TOTAL;2201850;"Реалізація державного інвестиційного проекту ""Будівництво Міжнародного центру зустрічей студентської молоді України та Республіки Польща""";70000000;80000000;;;;79700334.74;;;99.62
TOTAL;2203000;Державна служба якості освіти;150625800;150625800;;;;145847182.69;;;96.82
TOTAL;2203010;Керівництво та управління у сфері забезпечення якості освіти;141357000;141357000;;;;140423604.04;;;99.33
TOTAL;2203020;Здійснення сертифікації педагогічних працівників, експертизи та акредитації освітніх програм у сфері забезпечення якості освіти;9268800;9268800;;;;5423578.65;;;58.51
TOTAL;2207000;Національна комісія зі стандартів державної мови;33600000;24146044.88;;;;22025292.37;;;91.21
TOTAL;2207010;Керівництво та управління у сфері стандартів державної мови;33600000;24146044.88;;;;22025292.37;;;91.21
TOTAL;2210000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);103723161400;103986035000;;;;103749513487.74;;;99.77
TOTAL;2211000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);103723161400;103986035000;;;;103749513487.74;;;99.77
TOTAL;2211190;Освітня субвенція з державного бюджету місцевим бюджетам;99647368200;100135243800;;;;100135243800;;;100
TOTAL;2211210;Субвенція з державного бюджету місцевим бюджетам на створення навчально-практичних центрів сучасної професійної (професійно-технічної) освіти;150000000;149203100;;;;141820815.51;;;95.05
TOTAL;2211220;Субвенція з державного бюджету місцевим бюджетам на надання державної підтримки особам з особливими освітніми потребами;504458300;504458300;;;;504458300;;;100
TOTAL;2211230;Субвенція з державного бюджету місцевим бюджетам на забезпечення якісної, сучасної та доступної загальної середньої освіти «Нова українська школа»;1421334900;1282746900;;;;1157526317.59;;;90.23
TOTAL;2211260;"Субвенція з державного бюджету місцевим бюджетам на реалізацію програми ""Спроможна школа для кращих результатів""";1000000000;989796600;;;;914663796.31;;;92.4
TOTAL;2211280;Субвенція з державного бюджету місцевим бюджетам на заходи, спрямовані на боротьбу з гострою респіраторною хворобою COVID-19, спричиненою коронавірусом  SARS-CoV-2, та її наслідками під час навчального процесу у закладах загальної середньої освіти;1000000000;924586300;;;;895800458.33;;;96.88
TOTAL;2300000;Міністерство охорони здоров'я України;168547962500;177748694657.34;;;;170470177193.28;;;95.9
TOTAL;2301000;Апарат Міністерства охорони здоров'я України;39349590000;51269250975.65;;;;46159712054.12;;;90.03
TOTAL;2301010;Керівництво та управління у сфері охорони здоров'я;92845000;139553856;;;;137063184.13;;;98.21
TOTAL;2301020;Наукова і науково-технічна діяльність у сфері охорони здоров'я;178195400;219662135.8;;;;172624943.88;;;78.58
TOTAL;2301040;Громадське здоров'я та заходи боротьби з епідеміями;2644712700;7560855966.85;;;;7363157219.69;;;97.38
TOTAL;2301070;Підготовка і підвищення кваліфікації кадрів у сфері охорони здоров'я, підготовка наукових та науково-педагогічних кадрів закладами фахової передвищої та вищої освіти;7063632900;9237083936.79;;;;6916360418.62;;;74.87
TOTAL;2301080;Підготовка, перепідготовка та підвищення кваліфікації кадрів у сфері охорони здоров'я, підготовка наукових та науково-педагогічних кадрів закладами післядипломної освіти;546466600;601147764.91;;;;564197001.21;;;93.85
TOTAL;2301090;Загальнодержавні заклади та заходи у сфері медичної освіти;362114300;358247403.55;;;;342852896.2;;;95.7
TOTAL;2301100;Створення сучасної клінічної бази для лікування онкологічних захворювань у Національному інституті раку;1505000000;1505000000;;;;782457646.65;;;51.99
TOTAL;2301110;Спеціалізована та високоспеціалізована медична допомога, що надається загальнодержавними закладами охорони здоров'я;1736783400;2346369087.88;;;;2245266213.1;;;95.69
TOTAL;2301120;Виготовлення проектно-кошторисної документації для створення багатопрофільних лікарень загальнодержавного значення;100000000;0;;;;0;;;
TOTAL;2301130;"Реалізація державного інвестиційного проекту ""Удосконалення молекулярно-генетичної діагностики онкологічних захворювань в Україні""";104724600;114581584;;;;105628699.45;;;92.18
TOTAL;2301170;Діагностика і лікування захворювань із впровадженням експериментальних та нових медичних технологій у закладах охорони здоров'я науково-дослідних установ та вищих навчальних медичних закладах Міністерства охорони здоров'я України;1682961600;1981793524.5;;;;1935854543.73;;;97.68
TOTAL;2301180;Санаторне лікування хворих на туберкульоз та дітей і підлітків з соматичними захворюваннями;596219000;588231077.54;;;;584145764.84;;;99.3
TOTAL;2301190;Здійснення державної компенсації шкоди, пов’язаної з ускладненнями, що можуть виникнути після вакцинації від гострої респіраторної хвороби COVID-19, спричиненою коронавірусом SARS-CoV-2;0;55920000;;;;0;;;0
TOTAL;2301200;Спеціалізована консультативна амбулаторно-поліклінічна та стоматологічна допомога, що надається вищими навчальними закладами, науково-дослідними установами та загальнодержавними закладами охорони здоров'я;203487800;200022935.53;;;;196109135.26;;;98.04
TOTAL;2301220;Розвиток системи екстреної медичної допомоги та модернізація і оновлення матеріально-технічної бази закладів охорони здоров'я;3280031700;2111971600;;;;2025730985.54;;;95.91
TOTAL;2301270;Проведення вакцинації населення від гострої респіраторної хвороби COVID-19, спричиненої коронавірусом SARS-CoV-2;2600000000;9876695000;;;;9876188019.03;;;99.99
TOTAL;2301280;Централізовані закупівлі кисневих станцій для опорних закладів охорони здоров'я;650000000;650000000;;;;648465507;;;99.76
TOTAL;2301300;Створення біокластеру «Біологічна безпека та розвиток біотехнологічних технологій»;100000000;37500000;;;;22016201.12;;;58.7
TOTAL;2301350;Організація і регулювання діяльності установ та окремі заходи у системі охорони здоров'я;145715000;163744473.8;;;;162055231.18;;;98.96
TOTAL;2301360;Лікування громадян України за кордоном;700000000;570072600;;;;567776122.96;;;99.59
TOTAL;2301400;Забезпечення медичних заходів окремих державних програм та комплексних заходів програмного характеру;10475322800;8161509100;;;;7194974110.25;;;88.15
TOTAL;2301410;Функціонування Національної наукової медичної бібліотеки, збереження та популяризація історії медицини;57003500;59518912.5;;;;58586124.63;;;98.43
TOTAL;2301550;Реалізація пілотного проекту щодо зміни механізму фінансового забезпечення оперативного лікування з трансплантації органів та інших анатомічних матеріалів;501964200;618190200;;;;617386974.63;;;99.87
TOTAL;2301610;Поліпшення охорони здоров'я на службі у людей;2450211500;2692772200;;;;2379241743.93;;;88.35
TOTAL;2301810;"Реалізація державного інвестиційного проекту ""Будівництво сучасного лікувально-діагностичного комплексу Національної дитячої спеціалізованої лікарні ""Охматдит""";1240000000;1086609616;;;;931244584.92;;;85.7
TOTAL;2301880;"Реалізація державного інвестиційного проекту «Реконструкція приміщень 1,3,4 поверхів кардіологічного та фасаду кардіологічного та господарського корпусів Державної установи ""Інститут серця МОЗ України"" за адресою: м. Київ, вул. Братиславська, 5а»";332198000;332198000;;;;330328782.17;;;99.43
TOTAL;2307000;Державна служба з лікарських засобів та контролю за наркотиками;116203100;116938373;;;;116593460.44;;;99.7
TOTAL;2307010;Керівництво та управління у сфері лікарських засобів та контролю за наркотиками;116203100;116938373;;;;116593460.44;;;99.7
TOTAL;2308000;Національна служба здоров’я України;129082169400;126362505308.69;;;;124193871678.72;;;98.28
TOTAL;2308010;Керівництво та управління у сфері державних фінансових гарантій медичного обслуговування населення;337959300;339919908.69;;;;294019403.16;;;86.49
TOTAL;2308060;Реалізація програми державних гарантій медичного обслуговування населення;128744210100;126022585400;;;;123899852275.56;;;98.31
TOTAL;2310000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);3647915200;5898235600;;;;5726851193.49;;;97.09
TOTAL;2311000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);3647915200;5898235600;;;;5726851193.49;;;97.09
TOTAL;2311500;Субвенція з державного бюджету місцевим бюджетам на здійснення підтримки окремих закладів та заходів у системі охорони здоров’я;2942887300;5463439600;;;;5413059706.16;;;99.07
TOTAL;2311520;Субвенція з державного бюджету обласному бюджету Івано-Франківській області на забезпечення централізованою подачею кисню ліжкового фонду закладів охорони здоров'я, які надають стаціонарну медичну допомогу пацієнтам з гострою респіраторною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2;0;60000000;;;;59373634.07;;;98.95
TOTAL;2311600;"Субвенція з державного бюджету місцевим бюджетам на реформування регіональних систем охорони здоров’я для здійснення заходів з виконання спільного з Міжнародним банком реконструкції та розвитку проекту ""Поліпшення охорони здоров'я на службі у людей""";555027900;224796000;;;;104417853.26;;;46.45
TOTAL;2311700;Субвенція з державного бюджету місцевим бюджетам на закупівлю опорними закладами охорони здоров'я послуг щодо проектування та встановлення кисневих станцій;150000000;150000000;;;;150000000;;;100
TOTAL;2400000;Міністерство енергетики України;6464823600;6773657631.43;;;;6671979558.89;;;98.49
TOTAL;2401000;Апарат Міністерства енергетики України;6051598500;6362214486.12;;;;6269565453.13;;;98.54
TOTAL;2401010;Загальне керівництво та управління у сфері енергетики;135780500;166217386.12;;;;164542937.55;;;98.99
TOTAL;2401040;Наукова і науково-технічна діяльність у сфері енергетики;8396100;405000;;;;405000;;;100
TOTAL;2401070;Заходи з ліквідації неперспективних вугледобувних підприємств;1032458200;560645200;;;;548285400.65;;;97.79
TOTAL;2401100;Гірничорятувальні заходи на вугледобувних підприємствах;340000000;340000000;;;;339998404.48;;;99.99
TOTAL;2401140;Фізичний захист ядерних установок та ядерних матеріалів;42263500;42263500;;;;42263500;;;100
TOTAL;2401420;Реалізація державного інвестиційного проекту «Новокостянтинівська шахта. Розвиток виробничих потужностей»;100000000;83326000;;;;65848610;;;79.02
TOTAL;2401440;Внесок України до Енергетичного Співтовариства;6461100;6197400;;;;6197382.84;;;99.99
TOTAL;2401470;Виконання боргових зобов'язань за кредитами, залученими під державні гарантії, з метою реалізації проектів соціально-економічного розвитку;228158100;228158100;;;;179113044.69;;;78.5
TOTAL;2401490;Підтримка впровадження Енергетичної стратегії України;500000;500000;;;;0;;;0
TOTAL;2401590;Реструктуризація вугільної галузі;4132193000;4615040800;;;;4614528197.53;;;99.98
TOTAL;2401630;Впровадження Програми реформування та розвитку енергетичного сектора;25388000;19461100;;;;8382975.39;;;43.07
TOTAL;2401700;Оплата праці та внесення обов’язкових платежів, пов’язаних з виплатою заробітної плати працівникам державних вугледобувних підприємств;0;300000000;;;;300000000;;;100
TOTAL;2403000;Державна інспекція енергетичного нагляду України;201538900;201440338.76;;;;198105415.37;;;98.34
TOTAL;2403010;Керівництво та управління у сфері енергетичного нагляду;201538900;201440338.76;;;;198105415.37;;;98.34
TOTAL;2406000;Державне агентство з енергоефективності та енергозбереження України;211686200;210002806.55;;;;204308690.39;;;97.28
TOTAL;2406010;Керівництво та управління у сфері ефективного використання енергетичних ресурсів;61686200;60002806.55;;;;59132992.99;;;98.55
TOTAL;2406060;Реалізація Державної цільової економічної програми енергоефективності;150000000;150000000;;;;145175697.4;;;96.78
TOTAL;2410000;Міністерство енергетики України (загальнодержавні видатки та кредитування);137499500;137499500;;;;0;;;0
TOTAL;2411000;Міністерство енергетики України (загальнодержавні видатки та кредитування);137499500;137499500;;;;0;;;0
TOTAL;2411030;Субвенція з державного бюджету місцевим бюджетам на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження;137499500;137499500;;;;0;;;0
TOTAL;2500000;Міністерство соціальної політики України;323351963600;329061290942.27;;;;327413848420.83;;;99.49
TOTAL;2501000;Апарат Міністерства соціальної політики України;125741374700;125376805616.53;;;;123828932962.62;;;98.76
TOTAL;2501010;Керівництво та управління у сфері соціальної політики;124187800;186691470;;;;185810140.95;;;99.52
TOTAL;2501030;Виплата деяких видів допомог, компенсацій, грошового забезпечення та оплата послуг окремим категоріям населення;67358361600;62046561600;;;;61010874907.21;;;98.33
TOTAL;2501040;Наукова і науково-технічна діяльність у сфері соціальної політики;22427200;22615617.34;;;;22246366.06;;;98.36
TOTAL;2501060;Підвищення кваліфікації фахівців із соціальної роботи та інших працівників системи соціального захисту;856800;856800;;;;814670.21;;;95.08
TOTAL;2501070;Спеціалізована протезно-ортопедична та медично-реабілітаційна допомога особам з інвалідністю у клініці Науково-дослідного інституту протезування, протезобудування та відновлення працездатності;34750700;36538387.59;;;;35924850.97;;;98.32
TOTAL;2501090;Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту;54088700;130529960;;;;129791901.22;;;99.43
TOTAL;2501130;Заходи із соціального захисту дітей, сімей, жінок та інших найбільш вразливих категорій населення;66019800;66019800;;;;64416377.99;;;97.57
TOTAL;2501150;Щорічна разова грошова допомога ветеранам війни і жертвам нацистських переслідувань та соціальна допомога особам, які мають особливі та особливі трудові заслуги перед Батьківщиною;1382540600;1431989300;;;;1429087635.58;;;99.79
TOTAL;2501160;Довічні державні стипендії;6880900;4728200;;;;4632130.55;;;97.96
TOTAL;2501180;Виплата соціальних стипендій студентам (курсантам) закладів фахової передвищої та вищої освіти;923202200;815401200;;;;809069068.2;;;99.22
TOTAL;2501190;Надання одноразової грошової допомоги членам сімей осіб, смерть яких пов'язана з участю в масових акціях громадського протесту, що відбулися у період з 21 листопада 2013 року по 21 лютого 2014 року, та особам, які отримали тілесні ушкодження, побої, мордування під час участі в зазначених акціях;5270300;5270300;;;;2900000;;;55.02
TOTAL;2501200;Соціальний захист громадян, які постраждали внаслідок Чорнобильської катастрофи;2570195000;2497333200;;;;2371350129.58;;;94.95
TOTAL;2501230;Виплата пільг і житлових субсидій громадянам на оплату житлово-комунальних послуг, придбання твердого та рідкого пічного побутового палива і скрапленого газу у грошовій формі;47257642400;47257642400;;;;47205935488.95;;;99.89
TOTAL;2501240;Фінансова допомога Фонду соціального страхування України, для страхових виплат медичним працівникам державних і комунальних закладів охорони здоров'я та членам їх сімей внаслідок захворювання коронавірусною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2, та її наслідками;251970000;356499600;;;;288892300;;;81.03
TOTAL;2501290;Забезпечення виконання рішень суду;100000000;100000000;;;;99951822.92;;;99.95
TOTAL;2501330;Виплата застрахованим особам матеріального забезпечення за страхуванням у зв'язку з тимчасовою втратою працездатності Фондом соціального страхування України;0;2550000000;;;;2549959920.02;;;99.99
TOTAL;2501340;Надання Пенсійним фондом України допомоги застрахованим особам на період здійснення обмежувальних протиепідемічних заходів, запроваджених з метою запобігання поширенню гострої респіраторною хвороби COVID-19, спричиненої коронавірусом SARS-CoV-2;0;2800000000;;;;2705592000;;;96.62
TOTAL;2501350;Оздоровлення і відпочинок дітей, які потребують особливої уваги та підтримки, в дитячих закладах оздоровлення та відпочинку вищої категорії, які розташовані в гірських районах (районах, в яких розташовані населені пункти, віднесені до категорії гірських);150000000;93109700;;;;53542207.3;;;57.5
TOTAL;2501410;Компенсація у зв'язку з підвищенням тарифів на електричну енергію на оплату електричної енергії населенням, яке проживає в житлових будинках (у тому числі в житлових будинках готельного типу, квартирах та гуртожитках), обладнаних у встановленому порядку електроопалювальними установками (у тому числі в сільській місцевості), населенням, яке проживає в багатоквартирних будинках, не газифікованих природним газом і в яких відсутні або не функціонують системи централізованого теплопостачання (у тому числі в сільській місцевості), а також багатодітними, прийомними сім'ями та дитячими будинками сімейного типу;1400000000;943661300;;;;941205736.62;;;99.73
TOTAL;2501420;Надання Пенсійним фондом України одноразової матеріальної допомоги застрахованим особам, які можуть втратити доходи у разі повної заборони сфери їх діяльності внаслідок посилення обмежувальних заходів;0;201008000;;;;193960000;;;96.49
TOTAL;2501450;"Оздоровлення і відпочинок дітей, які потребують особливої уваги та підтримки, в дитячих оздоровчих таборах МДЦ ""Артек"" і ДЦ ""Молода Гвардія""";243458100;243458100;;;;218461355.7;;;89.73
TOTAL;2501470;Санаторно-курортне лікування ветеранів війни, осіб, на яких поширюється чинність законів України «Про статус ветеранів війни, гарантії їх соціального захисту», «Про жертви нацистських переслідувань» та осіб з інвалідністю;245635800;248332981.6;;;;241170217.49;;;97.11
TOTAL;2501480;Надання щомісячної адресної допомоги внутрішньо переміщеним особам для покриття витрат на проживання, в тому числі на оплату житлово-комунальних послуг;3051573300;3042244200;;;;3039497401.91;;;99.9
TOTAL;2501490;"Реалізація пілотного проекту ""Розвиток соціальних послуг""";10000000;10000000;;;;8107215.64;;;81.07
TOTAL;2501570;Виплата матеріальної допомоги військовослужбовцям, звільненим з військової строкової служби;82313500;82313500;;;;54911858.98;;;66.71
TOTAL;2501630;Модернізація системи соціальної підтримки населення України;400000000;204000000;;;;160827258.57;;;78.83
TOTAL;2506000;Пенсійний фонд України;195319411100;201161810100;;;;201161810100;;;100
TOTAL;2506080;Фінансове забезпечення виплати пенсій, надбавок та підвищень до пенсій, призначених за пенсійними програмами, та дефіциту коштів Пенсійного фонду;195319411100;201161810100;;;;201161810100;;;100
TOTAL;2507000;Фонд соціального захисту осіб з інвалідністю;2208465900;2439905927.74;;;;2348219335.6;;;96.24
TOTAL;2507020;Фінансова підтримка громадських об’єднань осіб з інвалідністю;91426000;88698500;;;;86068469.38;;;97.03
TOTAL;2507030;Заходи із соціальної, трудової та професійної реабілітації осіб з інвалідністю;1883384200;2082228509.28;;;;1996826163.56;;;95.89
TOTAL;2507040;Забезпечення діяльності Фонду соціального захисту осіб з інвалідністю;103633100;103717818.46;;;;102380427.8;;;98.71
TOTAL;2507100;Реабілітація дітей з інвалідністю;130022600;165261100;;;;162944274.86;;;98.59
TOTAL;2509000;Національна соціальна сервісна служба України;82711900;82769298;;;;74886022.61;;;90.47
TOTAL;2509010;Керівництво та управління у сфері реалізації політики щодо соціального захисту населення та захисту прав дітей;82711900;82769298;;;;74886022.61;;;90.47
TOTAL;2510000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);1080958500;1080850700;;;;1055732125.98;;;97.67
TOTAL;2511000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);1080958500;1080850700;;;;1055732125.98;;;97.67
TOTAL;2511180;Субвенція з державного бюджету місцевим бюджетам на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, підтримку малих групових будинків та забезпечення житлом дітей-сиріт, дітей, позбавлених батьківського піклування, осіб з їх числа;806758500;806758500;;;;782681213.91;;;97.01
TOTAL;2511240;Субвенція з державного бюджету місцевим бюджетам на створення мережі спеціалізованих служб підтримки осіб, які постраждали від домашнього насильства та/або насильства за ознакою статі;274200000;274092200;;;;273050912.07;;;99.62
TOTAL;2600000;Міністерство з питань стратегічних галузей промисловості України;2758906000;2811817041.76;;;;2593517972.53;;;92.23
TOTAL;2601000;Апарат Міністерства з питань стратегічних галузей промисловості України;2758906000;2811817041.76;;;;2593517972.53;;;92.23
TOTAL;2601010;Керівництво та управління у сфері стратегічних галузей промисловості;205056000;257967041.76;;;;256432138.16;;;99.4
TOTAL;2601020;Забезпечення життєдіяльності Криворізького гірничо-збагачувального комбінату окислених руд;23850000;23850000;;;;23850000;;;100
TOTAL;2601030;Виконання державних цільових програм реформування та розвитку оборонно-промислового комплексу, розроблення, освоєння і впровадження нових технологій, нарощування наявних виробничих потужностей для виготовлення продукції оборонного призначення;2530000000;2530000000;;;;2313235834.37;;;91.43
TOTAL;2700000;Міністерство захисту довкілля та природних ресурсів України;11060273800;11212002196.22;;;;9778105865.26;;;87.21
