тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;3101680;Реалізація надзвичайної кредитної програми для відновлення України;18783000;18783000;;;;0;;;0
TOTAL;3101700;"Кошти для державного підприємства ""Міжнародний аеропорт ""Бориспіль"" для оплати праці та внесення обов'язкових платежів, пов'язаних з виплатою заробітної плати, в умовах воєнного стану";0;51700000;;;;44084346.33;;;85.26
TOTAL;3102000;Державна інспекція архітектури та містобудування України;172847100;172847100;;;;168044076.5;;;97.22
TOTAL;3102010;Керівництво та управління у сфері архітектурно-будівельного контролю та нагляду;172847100;172847100;;;;168044076.5;;;97.22
TOTAL;3103000;Державна служба морського і внутрішнього водного транспорту та судноплавства України;209130300;209282922.68;;;;157874848.57;;;75.43
TOTAL;3103010;Керівництво та управління у сферах морського та річкового транспорту;209130300;209282922.68;;;;157874848.57;;;75.43
TOTAL;3105000;Державне агентство з енергоефективності та енергозбереження України;0;50257691.11;;;;48823179.25;;;97.14
TOTAL;3105010;Керівництво та управління у сфері ефективного використання енергетичних ресурсів;0;50257691.11;;;;48823179.25;;;97.14
TOTAL;3106000;Державне агентство розвитку туризму України;29659800;29659800;;;;24245884.75;;;81.74
TOTAL;3106010;Керівництво та управління у сфері розвитку туризму;29659800;29659800;;;;24245884.75;;;81.74
TOTAL;3108000;Державна авіаційна служба України;62475900;196429540;;;;159266108.9;;;81.08
TOTAL;3108010;Керівництво та управління у сфері авіаційного транспорту;62475900;196429540;;;;159266108.9;;;81.08
TOTAL;3109000;Державна служба України з безпеки на транспорті;348000300;349694012.29;;;;340637092.6;;;97.41
TOTAL;3109010;Здійснення державного контролю з питань безпеки на транспорті;348000300;349694012.29;;;;340637092.6;;;97.41
TOTAL;3110000;Державне агентство відновлення та розвитку інфраструктури України;54298680700;117889564600;;;;81891060359.29;;;69.46
TOTAL;3111000;Апарат Державного агентства відновлення та розвитку інфраструктури України;54298680700;117889564600;;;;81891060359.29;;;69.46
TOTAL;3111010;Керівництво та управління у сфері відновлення та розвитку інфраструктури України;153901200;153952395;;;;139427108.12;;;90.56
TOTAL;3111020;Розвиток мережі та утримання автомобільних доріг загального користування державного значення;27467986400;30025666400;;;;28022597745.44;;;93.32
TOTAL;3111030;Виконання боргових зобов'язань за запозиченнями, залученими державою або під державні гарантії на розвиток мережі автомобільних доріг  загального користування;18517537600;18517537600;;;;16595139033.34;;;89.61
TOTAL;3111320;"Фінансове забезпечення заходів з розвитку аеродромної інфраструктури, у тому числі завершення будівництва, реконструкції аеродромної та енергетичної інфраструктури, задіяної у забезпеченні належного функціонування Міжнародного аеропорту ""Львів"" імені Данила Галицького, та фінансове забезпечення заходів із забезпечення безпеки дорожнього руху відповідно до державних програм";686699700;686699700;;;;0;;;0
TOTAL;3111330;Розвиток та відновлення інфраструктури;0;17908000000;;;;12229032963.75;;;68.28
TOTAL;3111340;Реалізація експериментального проекту з будівництва магістральних водогонів;0;8500000000;;;;8280224171.39;;;97.41
TOTAL;3111350;Будівництво, ремонт та інші інженерно-технічні заходи із захисту об'єктів критичної інфраструктури паливно-енергетичного сектору критичної інфраструктури;0;18875280940;;;;13291190661;;;70.41
TOTAL;3111360;Будівництво та відновлення об'єктів інфраструктури житлового та громадського призначення, громадських будинків та споруд;0;3556018760;;;;418590640.36;;;11.77
TOTAL;3111370;Відновлення населених пунктів, які постраждали внаслідок збройної агресії Російської Федерації;0;3350117005;;;;559036215.03;;;16.68
TOTAL;3111380;"Забезпечення реалізації проектів щодо відновлення інфраструктури за програмою ""Підтримка швидкого відновлення України""";5970000000;5970000000;;;;0;;;0
TOTAL;3111390;Відновлення критично важливої логістичної інфраструктури та мережевого сполучення (RELINC), ключові автомобільні сполучення;0;916226000;;;;877923528.25;;;95.81
TOTAL;3111400;Придбання  обладнання для транспортного обслуговування, управління відходами від руйнувань, водопостачання, водовідведення, для сектору комунальних послуг на рівні органів місцевого самоврядування та агентського обслуговування;0;7922510000;;;;0;;;0
TOTAL;3111610;Розбудова прикордонної дорожньої інфраструктури на українсько-польському кордоні;1502555800;1502555800;;;;1477083404.61;;;98.3
TOTAL;3111700;Реалізація експериментального проекту щодо будівництва, ремонту та інших інженерно-технічних заходів із захисту об'єктів критичної інфраструктури паливно-енергетичного сектору критичної інфраструктури;0;5000000;;;;814888;;;16.29
TOTAL;3120000;Міністерство розвитку громад, територій та інфраструктури України (загальнодержавні видатки та кредитування);50931128100;34175663872;;;;9544791877.4;;;27.92
TOTAL;3121000;Міністерство розвитку громад, територій та інфраструктури України (загальнодержавні видатки та кредитування);50931128100;34175663872;;;;9544791877.4;;;27.92
TOTAL;3121040;Субвенція з державного бюджету місцевим бюджетам на забезпечення окремих видатків районних рад, спрямованих на виконання їх повноважень;152906000;152906000;;;;147503557.7;;;96.46
TOTAL;3121350;Субвенція з державного бюджету місцевим бюджетам на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження;58677000;58677000;;;;0;;;0
TOTAL;3121430;Фонд ліквідації наслідків збройної агресії;35500000000;5259740030;;;;0;;;0
TOTAL;3121440;Субвенція з державного бюджету місцевим бюджетам на проектування, відновлення, будівництво, модернізацію, облаштування, ремонт об'єктів будівництва громадського призначення, соціальної сфери, культурної спадщини, житлово-комунального господарства, інших об'єктів, що мають вплив на життєдіяльність населення;0;4016000000;;;;4016000000;;;100
TOTAL;3121450;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів (об'єктів,заходів), спрямованих на ліквідацію наслідків збройної агресії;0;9284492385;;;;3428676678.56;;;36.92
TOTAL;3121600;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках Надзвичайної кредитної програми для відновлення України;1703428300;1703428300;;;;127629984.01;;;7.49
TOTAL;3121620;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках Програми з відновлення України;5292000000;5292000000;;;;0;;;0
TOTAL;3121640;Субвенція з державного бюджету бюджету Харківської міської територіальної громади на подовження третьої лінії метрополітену у м. Харкові;1517287000;1517287000;;;;0;;;0
TOTAL;3121670;Субвенція з державного бюджету бюджету Дніпровської міської територіальної громади на завершення будівництва метрополітену у м. Дніпрі;4626829800;4626829800;;;;140819642.19;;;3.04
TOTAL;3121680;"Субвенція з державного бюджету місцевим бюджетам на відновлення об'єктів критичної інфраструктури в рамках спільного з Міжнародним банком реконструкції та розвитку проекту ""Проект розвитку міської інфраструктури - 2""";2080000000;2080000000;;;;1499858657.94;;;72.1
TOTAL;3121700;Додаткова дотація з державного бюджету місцевим бюджетам на компенсацію комунальним закладам, державним закладам освіти, що передані на фінансування з місцевих бюджетів, та закладам спільної власності територіальних громад області та району, що перебувають в управлінні обласних та районних рад;0;184303357;;;;184303357;;;100
TOTAL;3130000;Державне агентство відновлення та розвитку інфраструктури України (загальнодержавні видатки та кредитування);16022992100;16022992100;;;;16022992100;;;100
TOTAL;3131000;Державне агентство відновлення та розвитку інфраструктури України (загальнодержавні видатки та кредитування);16022992100;16022992100;;;;16022992100;;;100
TOTAL;3131090;Субвенція з державного бюджету місцевим бюджетам на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах;16022992100;16022992100;;;;16022992100;;;100
TOTAL;3400000;Міністерство молоді та спорту України;3682247500;3743179537.62;;;;3334771545.58;;;89.08
TOTAL;3401000;Апарат Міністерства молоді та спорту України;3682247500;3743179537.62;;;;3334771545.58;;;89.08
TOTAL;3401010;Керівництво та управління у сфері молоді та спорту;85379700;90398066.56;;;;89677255.92;;;99.2
TOTAL;3401040;Наукова і науково-технічна діяльність у сфері розвитку фізичної культури та спорту;8062400;8838440.26;;;;8482058.92;;;95.96
TOTAL;3401070;Здійснення заходів державної політики з питань молоді та державна підтримка молодіжних та дитячих громадських організацій;36605700;38247958.35;;;;28554657.49;;;74.65
TOTAL;3401110;Розвиток спорту серед осіб з інвалідністю та їх фізкультурно-спортивна реабілітація;677107200;719007400;;;;691728786.41;;;96.2
TOTAL;3401120;Підготовка і участь національних збірних команд в Паралімпійських і Дефлімпійських іграх;146593600;24645100;;;;24377513.9;;;98.91
TOTAL;3401220;Розвиток фізичної культури, спорту вищих досягнень та резервного спорту;2492589800;2572958708.58;;;;2246390432.36;;;87.3
TOTAL;3401280;Фінансова підтримка громадських об’єднань фізкультурно-спортивного спрямування;41673100;93947300;;;;64033751.79;;;68.15
TOTAL;3401320;Підготовка і участь національних збірних команд України в міжнародних змаганнях, що проводять Міжнародний, Європейський олімпійські комітети, включаючи Олімпійські ігри, та Всесвітніх іграх;159718300;159718300;;;;146585543.85;;;91.77
TOTAL;3401360;Розвиток спортивної медицини;34517700;35418263.87;;;;34941544.94;;;98.65
TOTAL;3410000;Міністерство молоді та спорту України (загальнодержавні видатки та кредитування);54000000;54000000;;;;44355268.1;;;82.13
TOTAL;3411000;Міністерство молоді та спорту України (загальнодержавні видатки та кредитування);54000000;54000000;;;;44355268.1;;;82.13
TOTAL;3411250;Субвенція з державного бюджету місцевим бюджетам на виконання окремих заходів з реалізації соціального проекту «Активні парки - локації здорової України»;54000000;54000000;;;;44355268.1;;;82.13
TOTAL;3500000;Міністерство фінансів України;35484989100;35940525964.43;;;;33858182295.63;;;94.2
TOTAL;3501000;Апарат Міністерства фінансів України;17026191400;17079822596.97;;;;17040065990.33;;;99.76
TOTAL;3501010;Керівництво та управління у сфері фінансів;664884200;690303103.28;;;;684690878.63;;;99.18
TOTAL;3501100;Наукове і науково-методичне забезпечення у сфері виробництва і використання дорогоцінного і напівдорогоцінного каміння та забезпечення виробничих та соціально-культурних потреб у дорогоцінних металах і дорогоцінному камінні;21841000;42523819.31;;;;41442842.42;;;97.45
TOTAL;3501220;Підтримка культурно-оздоровчих та соціальних заходів фінансової системи;16791800;7602566.38;;;;6940946.93;;;91.29
TOTAL;3501480;Побудова та функціонування інформаційно-аналітичної платформи верифікації та інші заходи, пов’язані з її впровадженням;13863600;13863600;;;;13516346.71;;;97.49
TOTAL;3501520;Підготовка кадрів у сфері фінансової політики закладами вищої освіти;288185900;298174613.12;;;;266266725.88;;;89.29
TOTAL;3501530;Наукова і науково-технічна діяльність у сфері фінансової політики;20624900;27354894.88;;;;27208249.76;;;99.46
TOTAL;3501540;Забезпечення функціонування Фонду розвитку підприємництва;16000000000;16000000000;;;;16000000000;;;100
TOTAL;3504000;Державна казначейська служба України;2877333200;3049159793.67;;;;3035486349.65;;;99.55
TOTAL;3504010;Керівництво та управління у сфері казначейського обслуговування;2627333200;2799159793.67;;;;2785504332.45;;;99.51
TOTAL;3504030;Відшкодування шкоди, завданої громадянинові незаконними діями органів дізнання, досудового слідства, прокуратури і суду, відшкодування громадянинові вартості конфіскованого та безхазяйного майна стягнутого в дохід держави, відшкодування шкоди, завданої фізичній чи юридичній особі незаконними рішеннями, діями чи бездіяльністю органів державної влади, їх посадових і службових осіб;150000000;150000000;;;;150000000;;;100
TOTAL;3504040;Заходи щодо виконання рішень суду, що гарантовані державою;100000000;100000000;;;;99982017.2;;;99.98
TOTAL;3505000;Державна аудиторська служба України;1134726400;1124006945.1;;;;1108572245.54;;;98.62
TOTAL;3505010;Керівництво та управління у сфері фінансового контролю;1134726400;1124006945.1;;;;1108572245.54;;;98.62
TOTAL;3506000;Державна митна служба України;5601678500;5752190778.49;;;;4030588766.66;;;70.07
TOTAL;3506010;Керівництво та управління у сфері митної політики;3938746300;4089258578.49;;;;4026974360.83;;;98.47
TOTAL;3506610;Реалізація проекту з розбудови прикордонної дорожньої інфраструктури та облаштування пунктів пропуску;1662932200;1662932200;;;;3614405.83;;;0.21
TOTAL;3507000;Державна податкова служба України;8678306800;8780718248.87;;;;8493854610.45;;;96.73
TOTAL;3507010;Керівництво та управління у сфері податкової політики;8534568300;8636979748.87;;;;8351998533.64;;;96.7
TOTAL;3507090;Виконання судових рішень на користь фізичних та юридичних осіб;143738500;143738500;;;;141856076.81;;;98.69
TOTAL;3508000;Агентство з управління державним боргом;17680900;1750600;;;;0;;;0
TOTAL;3508010;Керівництво та управління у сфері реалізації політики з питань управління державним боргом;17680900;1750600;;;;0;;;0
TOTAL;3509000;Державна служба фінансового моніторингу України;149071900;152877001.33;;;;149614333;;;97.86
TOTAL;3509010;Керівництво та управління у сфері фінансового моніторингу;141393100;144094162.38;;;;142974884.17;;;99.22
TOTAL;3509020;Перепідготовка та підвищення кваліфікації у сфері боротьби з легалізацією (відмиванням) доходів, одержаних злочинним шляхом, і фінансуванням тероризму;7678800;8782838.95;;;;6639448.83;;;75.59
TOTAL;3510000;Міністерство фінансів України (загальнодержавні видатки та кредитування);356703415500;329008097239;;;;297455036079.29;;;90.4
TOTAL;3511000;Міністерство фінансів України (загальнодержавні видатки та кредитування);356703415500;329008097239;;;;297455036079.29;;;90.4
TOTAL;3511030;Резервний фонд;33421125800;5725807539;;;;0;;;0
TOTAL;3511050;Базова дотація;28958117500;28958117500;;;;28958117500;;;100
TOTAL;3511060;Додаткові дотації з державного бюджету місцевим бюджетам;3733573700;3733573700;;;;3733573700;;;100
TOTAL;3511130;Внески до міжнародних організацій;1358525000;1358525000;;;;72.53;;;0
TOTAL;3511280;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення повноважень органів місцевого самоврядування на деокупованих, тимчасово окупованих та інших територіях України, що зазнали негативного впливу у зв’язку з повномасштабною збройною агресією Російської Федерації;23934055600;23934055600;;;;17155480800;;;71.67
TOTAL;3511350;Обслуговування державного боргу;265283004400;265283004400;;;;247601156412.1;;;93.33
TOTAL;3511590;Обслуговування та погашення зобов’язань за залученими коштами під державні гарантії для здійснення капітальних видатків розпорядниками бюджетних коштів;6713500;6713500;;;;6707594.66;;;99.91
TOTAL;3511680;Підтримка державних видатків для забезпечення стійкого державного управління в Україні;8300000;8300000;;;;0;;;0
TOTAL;3600000;Міністерство юстиції України;15232012600;16534619338.63;;;;16054008749.08;;;97.09
TOTAL;3601000;Апарат Міністерства юстиції України;14178982700;15410381124.09;;;;14940001658.33;;;96.94
TOTAL;3601010;Керівництво та управління у сфері юстиції;4257650900;4915396478.06;;;;4569043049.67;;;92.95
TOTAL;3601020;Виконання покарань установами і органами Державної кримінально-виконавчої служби України;7699747500;8194755833.52;;;;8128469852.68;;;99.19
TOTAL;3601030;Забезпечення діяльності органів пробації;750627400;761519920.23;;;;760761120.14;;;99.9
TOTAL;3601060;Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань;4190000;4190000;;;;4184957.1;;;99.87
TOTAL;3601070;Проведення судової експертизи і розробка методики проведення судових експертиз;486851300;605804104.28;;;;582076033.47;;;96.08
TOTAL;3601090;Підвищення кваліфікації працівників органів юстиції;0;1888;;;;1888;;;100
TOTAL;3601150;Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, а також забезпечення представництва України в Європейському суді з прав людини;427189900;370607400;;;;343280659.1;;;92.62
TOTAL;3601170;Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України;552725700;554906900;;;;549760981.17;;;99.07
TOTAL;3601700;Здійснення заходів щодо перепрофілювання установи виконання покарань на табір для тримання військовополонених;0;3198600;;;;2423117;;;75.75
TOTAL;3603000;Координаційний центр з надання правової допомоги;803465000;863790696.37;;;;860175277.49;;;99.58
TOTAL;3603020;Забезпечення формування та функціонування системи безоплатної правової допомоги;491466000;504980396.37;;;;501381195.31;;;99.28
TOTAL;3603030;Оплата послуг та відшкодування витрат адвокатів з надання безоплатної вторинної правової допомоги;311999000;358810300;;;;358794082.18;;;99.99
TOTAL;3609000;Державна архівна служба України;249564900;260447518.17;;;;253831813.26;;;97.45
TOTAL;3609010;Керівництво та управління у сфері архівної справи;22974400;22974786.5;;;;22701561.28;;;98.81
TOTAL;3609020;Наукова і науково-технічна діяльність у сфері архівної справи та страхового фонду документації;8823000;9524452.17;;;;9122790.94;;;95.78
TOTAL;3609030;Забезпечення діяльності архівних установ та установ страхового фонду документації;217767500;227948279.5;;;;222007461.04;;;97.39
TOTAL;3800000;Міністерство культури та інформаційної політики України;9190247100;9588888999.77;;;;9130005943.35;;;95.21
TOTAL;3801000;Апарат Міністерства культури та інформаційної політики України;7534359200;7943053310.78;;;;7492451744.56;;;94.32
TOTAL;3801010;Керівництво та управління у сфері культури та інформаційної політики;131422400;131422400;;;;129721768.25;;;98.7
TOTAL;3801020;Виробництво та трансляція телерадіопрограм для державних потреб, збирання, обробка та розповсюдження офіційної інформаційної продукції, фінансова підтримка системи державного іномовлення України;1934977900;1812849900;;;;1809342456.42;;;99.8
TOTAL;3801030;Здійснення заходів у сфері захисту національного інформаційного простору;40500000;38850000;;;;36594784.25;;;94.19
TOTAL;3801050;Надання освіти закладами загальної середньої та позашкільної освіти державної форми власності, методичне забезпечення діяльності закладів освіти;211454800;222432638;;;;220880653.42;;;99.3
TOTAL;3801070;Підвищення кваліфікації, підготовка кадрів акторської майстерності для національних мистецьких та творчих колективів;17358800;10733095;;;;9627265.22;;;89.69
TOTAL;3801100;"Здійснення культурно-мистецьких заходів національними творчими спілками та Всеукраїнським товариством ""Просвіта""";20997100;20997100;;;;18505371.32;;;88.13
TOTAL;3801110;Фінансова підтримка національних театрів;1308033200;1308033200;;;;1307864500.96;;;99.98
TOTAL;3801120;Фінансова підтримка національних художніх колективів, концертних організацій та їх дирекції, національних і державних циркових організацій;763623600;763623600;;;;763213299.21;;;99.94
TOTAL;3801130;Державна підтримка діячів культури і мистецтва;28834100;28834100;;;;18873217.21;;;65.45
TOTAL;3801140;Забезпечення функціонування Українського культурного фонду, у тому числі здійснення Фондом заходів з підтримки проектів;206729200;214086894.15;;;;204106468.39;;;95.33
TOTAL;3801160;Підготовка кадрів для сфери культури і мистецтва закладами фахової передвищої та вищої освіти;1238086100;1514724037.28;;;;1249199437.76;;;82.47
TOTAL;3801170;Загальнодержавні заходи у сферах культури та мистецтв, охорони культурної спадщини, вивезення, ввезення і повернення культурних цінностей, державної мовної політики, міжнаціональних відносин, релігії та захисту прав національних меншин;50186800;51836800;;;;10988040.55;;;21.19
TOTAL;3801190;Забезпечення діяльності національних музеїв, національних і державних бібліотек та культурно-просвітницьких центрів;911546900;1009100713.35;;;;980745432.77;;;97.19
TOTAL;3801280;Фонд розвитку закладів загальнодержавного значення, в тому числі їх будівництво;54600000;154600000;;;;121594296.52;;;78.65
TOTAL;3801480;"Надання фінансової підтримки державному підприємству ""Кримський дім""";3863800;3863800;;;;3722850.48;;;96.35
TOTAL;3801490;Збереження історико-культурної та архітектурної спадщини в національних і державних заповідниках;525199300;580284825;;;;543258143.94;;;93.61
TOTAL;3801560;Забезпечення діяльності Українського інституту книги, підтримка книговидавничої справи та популяризація української літератури у світі;86945200;76513600;;;;63954139.28;;;83.58
TOTAL;3801700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;266608;;;;259618.61;;;97.37
TOTAL;3802000;Державний комітет телебачення і радіомовлення України;1571065300;1573180881.25;;;;1567072090.7;;;99.61
TOTAL;3802010;Керівництво та управління у сфері телебачення і радіомовлення;26006900;26076900;;;;24557400.02;;;94.17
TOTAL;3802020;Наукова і науково-технічна діяльність у сфері засобів масової інформації, книговидавничої справи та інформаційно-бібліографічної діяльності;22688600;24845600;;;;23936832.63;;;96.34
TOTAL;3802040;Підвищення кваліфікації працівників засобів масової інформації в Укртелерадіопресінституті;7701300;7851481.25;;;;7709522.76;;;98.19
TOTAL;3802050;Фінансова підтримка творчих спілок у сфері засобів масової інформації, преси;1590800;1590800;;;;1590758.14;;;99.99
TOTAL;3802080;Фінансова підтримка Національної суспільної телерадіокомпанії України;1504236500;1504236500;;;;1504100949.65;;;99.99
TOTAL;3802130;Державні стипендії видатним діячам інформаційної галузі, дітям журналістів, які загинули (померли) або яким встановлено інвалідність у зв’язку з виконанням професійних обов’язків та премій в інформаційній галузі;3441200;3179600;;;;1336627.5;;;42.03
TOTAL;3802390;Здійснення заходів з питань європейської та євроатлантичної інтеграції в інформаційній сфері;5400000;5400000;;;;3840000;;;71.11
TOTAL;3803000;Державна служба України з етнополітики та свободи совісті;13970900;0;;;;0;;;
TOTAL;3803010;Керівництво та управління у сфері етнополітики та свободи совісті;13970900;0;;;;0;;;
TOTAL;3805000;Державне агентство України з питань мистецтв та мистецької освіти;16300400;17035400;;;;17005575.46;;;99.82
TOTAL;3805010;Керівництво та управління у сфері мистецтв та спеціалізованої мистецької освіти;16300400;17035400;;;;17005575.46;;;99.82
TOTAL;3809000;Український інститут національної пам'яті;54551300;55619407.74;;;;53476532.63;;;96.14
TOTAL;3809010;Керівництво та управління у сфері відновлення та збереження національної пам’яті;25460500;24725500;;;;23366467.64;;;94.5
TOTAL;3809020;Заходи з реалізації державної політики у сфері відновлення та збереження національної пам’яті, забезпечення діяльності Національного меморіального комплексу Героїв Небесної Сотні - Музею Революції гідності та Галузевого державного архіву Українського інституту національної пам’яті;29090800;30893907.74;;;;30110064.99;;;97.46
TOTAL;3900000;Міністерство з питань  реінтеграції тимчасово окупованих територій України;430158300;1031751068.14;;;;1002006494.12;;;97.11
TOTAL;3901000;Апарат Міністерства з питань  реінтеграції тимчасово окупованих територій України;430158300;1031751068.14;;;;1002006494.12;;;97.11
TOTAL;3901010;Керівництво та управління з питань  реінтеграції тимчасово окупованих територій;74947500;83027968.14;;;;79609686.14;;;95.88
TOTAL;3901050;Заходи щодо захисту і забезпечення прав та свобод осіб, які позбавлені (були позбавлені) особистої свободи незаконними збройними формуваннями, окупаційною адміністрацією та/або органами влади Російської Федерації з політичних мотивів, а також у зв’язку з громадською, політичною або професійною діяльністю вказаних осіб, підтримки зазначених осіб та членів їхніх сімей, заходи з реінтеграції населення тимчасово окупованих територій, виплати державних стипендій імені Левка Лук’яненка;133876700;173077400;;;;169612251.85;;;97.99
TOTAL;3901060;Заходи, спрямовані на зменшення соціального, економічного та екологічного впливу вибухонебезпечних предметів на життя та діяльність населення (протимінна діяльність) та інформування населення про небезпеки вибухонебезпечних предметів;12150000;7860000;;;;7859572.26;;;99.99
TOTAL;3901080;Забезпечення інформаційного суверенітету України, розвиток мов корінних народів, що проживають на тимчасово окупованій території Автономної Республіки Крим та м. Севастополь;40775400;38603700;;;;38376071.97;;;99.41
TOTAL;3901090;Забезпечення захисту прав і свобод громадян України, що проживають на тимчасово окупованій території України, допомоги громадянам України з гуманітарно-кризових питань та здійснення заходів із передачі та репатріації тіл (останків) осіб, загиблих (померлих) у зв’язку із збройною агресією проти України;107968000;94184600;;;;93364126.13;;;99.12
TOTAL;3901100;Заходи щодо створення систем та баз даних з питань реінтеграції;39240000;39240000;;;;39080785.77;;;99.59
TOTAL;3901120;Забезпечення реінтеграції молоді з тимчасово окупованих територій Донецької та Луганської областей, тимчасово окупованої території Автономної Республіки Крим та міста Севастополя;21200700;0;;;;0;;;
TOTAL;3901130;Здійснення заходів з підтримки евакуйованих осіб та осіб, які проживають в деокупованих  населених пунктах;0;94657400;;;;73004000;;;77.12
TOTAL;3901700;Надання державної грошової допомоги особам, стосовно яких встановлено факт позбавлення особистої свободи внаслідок збройної агресії Російської Федерації проти України, та членам їх сімей;0;501100000;;;;501100000;;;100
TOTAL;3910000;Міністерство з питань  реінтеграції тимчасово окупованих територій України (загальнодержавні видатки та кредитування);0;306561217;;;;303433394.73;;;98.97
TOTAL;3911000;Міністерство з питань  реінтеграції тимчасово окупованих територій України (загальнодержавні видатки та кредитування);0;306561217;;;;303433394.73;;;98.97
TOTAL;3911700;Додаткова дотація з державного бюджету місцевим бюджетам на компенсацію комунальним закладам, державним закладам освіти, що передані на фінансування з місцевих бюджетів, та закладам спільної власності територіальних громад області та району, що перебувають в управлінні обласних та районних рад;0;306561217;;;;303433394.73;;;98.97
TOTAL;5270000;Державна інспекція ядерного регулювання України;69591900;69591900;;;;69306342.78;;;99.58
TOTAL;5271000;Апарат Державної інспекції ядерного регулювання України;69591900;69591900;;;;69306342.78;;;99.58
TOTAL;5271010;Керівництво та управління у сфері ядерного регулювання;68591200;68591200;;;;68305667.78;;;99.58
TOTAL;5271020;Забезпечення ведення Державного регістру джерел іонізуючого випромінювання та індивідуальних доз опромінення;1000700;1000700;;;;1000675;;;99.99
TOTAL;5560000;Національна комісія, що здійснює державне регулювання у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;110341000;119017220.44;;;;117545522.13;;;98.76
TOTAL;5561000;Національна комісія, що здійснює державне регулювання у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;110341000;119017220.44;;;;117545522.13;;;98.76
TOTAL;5561010;Керівництво та управління у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;110341000;119017220.44;;;;117545522.13;;;98.76
TOTAL;5960000;Головне управління розвідки Міністерства оборони України;18722911800;30293080030;;;;30190211107.91;;;99.66
TOTAL;5961000;Головне управління розвідки Міністерства оборони України;18722911800;30293080030;;;;30190211107.91;;;99.66
TOTAL;5961010;Розвідувальна діяльність у сфері оборони;18572911800;29244925344;;;;29142447906.94;;;99.64
TOTAL;5961040;Будівництво (придбання) житла для військовослужбовців Головного управління розвідки Міністерства оборони України;150000000;177754686;;;;177363201.17;;;99.77
TOTAL;5961700;Надання одноразової грошової допомоги сім'ям загиблих військовослужбовців;0;420900000;;;;420900000;;;100
TOTAL;5961710;Кошти для Головного управління розвідки Міністерства оборони України;0;249500000;;;;249499999.8;;;99.99
TOTAL;5961720;Здійснення заходів, пов'язаних із зміцненням обороноздатності держави;0;200000000;;;;200000000;;;100
TOTAL;5970000;Уповноважений із захисту державної мови;16637000;16637000;;;;15368884.39;;;92.37
TOTAL;5971000;Секретаріат Уповноваженого із захисту державної мови;16637000;16637000;;;;15368884.39;;;92.37
TOTAL;5971010;Організаційне, експертно-аналітичне, правове, інформаційне та матеріально-технічне забезпечення діяльності Секретаріату Уповноваженого із захисту державної мови;16637000;16637000;;;;15368884.39;;;92.37
