тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;2101020;Забезпечення діяльності Збройних Сил України, підготовка кадрів і військ, медичне забезпечення особового складу, ветеранів військової служби та членів їхніх сімей, ветеранів війни;1143155718100;1139601624333.94;;;;215860091872.97;;;18.94
TOTAL;2101150;Розвиток, закупівля, модернізація та ремонт озброєння, військової техніки, засобів та обладнання;679119078900;785596564226.25;;;;103885527047.13;;;13.22
TOTAL;2101190;Будівництво (придбання) житла для військовослужбовців Збройних Сил України;102500000;111018901.6;;;;8518901.6;;;7.67
TOTAL;2101210;Утилізація боєприпасів, рідинних компонентів ракетного палива, озброєння, військової техніки та іншого військового майна, забезпечення живучості та вибухопожежобезпеки арсеналів, баз і складів Збройних Сил України;248612000;270327225.33;;;;281643.6;;;0.1
TOTAL;2101470;Здійснення заходів з реформування та розвитку оборонно-промислового комплексу, розроблення, освоєння і впровадження нових технологій, нарощування наявних виробничих потужностей для виготовлення продукції оборонного призначення;44372587000;44372587000;;;;217686691.68;;;0.49
TOTAL;2101480;Надання державної фінансової підтримки підприємствам у сфері оборонно-промислового комплексу;500000000;500000000;;;;0;;;0
TOTAL;2105000;Адміністрація Державної спеціальної служби транспорту України;56269032200;57368718424.75;;;;4374003936.01;;;7.62
TOTAL;2105010;Забезпечення діяльності Державної спеціальної служби транспорту;56269032200;57368718424.75;;;;4374003936.01;;;7.62
TOTAL;2200000;Міністерство освіти і науки України;73991212200;76370130356.62;;;;8939828571.76;;;11.7
TOTAL;2201000;Апарат Міністерства освіти і науки України;73750222900;76124600056.62;;;;8909603817.6;;;11.7
TOTAL;2201010;Загальне керівництво та управління у сфері освіти і науки;304312300;304312300;;;;41049328.12;;;13.48
TOTAL;2201020;Забезпечення організації роботи Національного агентства із забезпечення якості вищої освіти, Національного агентства кваліфікацій, освітнього омбудсмена;372169700;393507141.35;;;;32437957.6;;;8.24
TOTAL;2201030;Забезпечення здобуття професійної (професійно-технічної) освіти за професіями загальнодержавного значення;200000000;200000000;;;;6153904;;;3.07
TOTAL;2201070;Забезпечення діяльності Фонду Президента України з підтримки освіти, науки та спорту;79170000;79170000;;;;2431427.86;;;3.07
TOTAL;2201080;Державні премії, стипендії та гранти в галузі освіти, науки і техніки, стипендії переможцям міжнародних конкурсів;326737900;326737900;;;;18164468.5;;;5.55
TOTAL;2201100;Надання освіти закладами загальної середньої освіти державної форми власності та освітніх послуг державною установою для осіб, які перебувають у закладах охорони здоров’я;482917300;488479311.78;;;;65365290.68;;;13.38
TOTAL;2201120;Забезпечення діяльності Національного центру «Мала академія наук України», Національного еколого-натуралістичного центру учнівської молоді, заходи з позашкільної роботи, проведення всеукраїнських та міжнародних олімпіад у сфері освіти;488289000;494840305.31;;;;46238336.01;;;9.34
TOTAL;2201130;Забезпечення здобуття професійної (професійно-технічної) освіти у закладах освіти соціальної реабілітації та адаптації державної форми власності, методичне забезпечення закладів професійної (професійно-технічної) освіти;308505000;308546330.49;;;;48258158.34;;;15.64
TOTAL;2201160;Підготовка кадрів закладами вищої освіти та забезпечення діяльності їх баз практики;39731859600;40950231640.76;;;;5826116770.53;;;14.22
TOTAL;2201170;Здійснення методичного та аналітичного забезпечення діяльності закладів освіти;171867300;179976712;;;;24585067.23;;;13.66
TOTAL;2201190;Виплата академічних стипендій студентам (курсантам), аспірантам, докторантам закладів фахової передвищої та вищої освіти;6610323600;6610323600;;;;844510413.54;;;12.77
TOTAL;2201250;Надання післядипломної освіти, підвищення кваліфікації фахівців окремих галузей економіки та працівників бюджетної сфери, керівних працівників і спеціалістів державного управління та інших осіб, які виявили бажання працювати на деокупованих територіях України;71917900;71917900;;;;2932533.2;;;4.07
TOTAL;2201260;Загальнодержавні заходи у сфері освіти;2585012600;2594043453.79;;;;494388.08;;;0.01
TOTAL;2201270;Підвищення доступності та стійкості освіти в умовах кризи в Україні;790450100;1403287100;;;;8165350.6;;;0.58
TOTAL;2201280;Підготовка кадрів Київським національним університетом імені Тараса Шевченка;2706853600;2710448273.29;;;;429317268.93;;;15.83
TOTAL;2201300;Забезпечення діяльності Національного фонду досліджень, грантова підтримка наукових досліджень і науково-технічних (експериментальних) розробок;824117300;824117300;;;;12498760.51;;;1.51
TOTAL;2201380;Виконання зобов'язань України у сфері міжнародного науково-технічного та освітнього співробітництва, участь у рамковій програмі Європейського Союзу з досліджень та інновацій;146276400;146276400;;;;2294750;;;1.56
TOTAL;2201390;Підтримка пріоритетних напрямів наукових досліджень і науково-технічних (експериментальних) розробок, наукова і науково-технічна діяльність закладів вищої освіти та наукових установ;6195633700;6415545197.3;;;;293459567.36;;;4.57
TOTAL;2201410;"Наукова і науково-технічна діяльність  на антарктичній станції ""Академік Вернадський""";588969300;591796294;;;;56163488.22;;;9.49
TOTAL;2201420;Підготовка кадрів закладами фахової передвищої освіти;6806437900;7071785196.55;;;;1108925033.6;;;15.68
TOTAL;2201470;Здійснення зовнішнього оцінювання та моніторинг якості освіти Українським центром оцінювання якості освіти та його регіональними підрозділами;479317000;480172300;;;;34581821.37;;;7.2
TOTAL;2201610;Вища освіта, енергоефективність та сталий розвиток;1352781600;1352781600;;;;0;;;0
TOTAL;2201620;Створення Центрів професійної досконалості;23244000;23244000;;;;0;;;0
TOTAL;2201680;Удосконалення вищої освіти в Україні заради результатів;1103059800;1103059800;;;;5459733.32;;;0.49
TOTAL;2201800;Реалізація публічного інвестиційного проекту з удосконалення вищої освіти в частині відновлення освітньої спроможності закладів вищої освіти для забезпечення доступу до якісної освіти та збереження людського капіталу;1000000000;1000000000;;;;0;;;0
TOTAL;2203000;Державна служба якості освіти;179209000;183750000;;;;26951258.08;;;14.66
TOTAL;2203010;Керівництво та управління у сфері забезпечення якості освіти;165285000;165285000;;;;24140021.66;;;14.6
TOTAL;2203020;Здійснення сертифікації педагогічних працівників, експертизи та акредитації освітніх програм у сфері забезпечення якості освіти;13924000;18465000;;;;2811236.42;;;15.22
TOTAL;2207000;Національна комісія зі стандартів державної мови;61780300;61780300;;;;3273496.08;;;5.29
TOTAL;2207010;Керівництво та управління у сфері стандартів державної мови;61780300;61780300;;;;3273496.08;;;5.29
TOTAL;2210000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);196106817600;200594827130;;;;27235453192;;;13.57
TOTAL;2211000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);196106817600;200594827130;;;;27235453192;;;13.57
TOTAL;2211190;Освітня субвенція з державного бюджету місцевим бюджетам;103162315000;128894317508;;;;21011093000;;;16.3
TOTAL;2211220;Субвенція з державного бюджету місцевим бюджетам на надання державної підтримки особам з особливими освітніми потребами;450000000;492066222;;;;90000000;;;18.29
TOTAL;2211360;Субвенція з державного бюджету місцевим бюджетам на забезпечення харчуванням учнів закладів загальної середньої освіти;14388275200;14388275200;;;;2355805400;;;16.37
TOTAL;2211370;Субвенція з державного бюджету місцевим бюджетам на здійснення доплат педагогічним працівникам закладів загальної середньої освіти;0;10372922900;;;;3457661600;;;33.33
TOTAL;2211380;Субвенція з державного бюджету місцевим бюджетам на покращення гарячого харчування та фінансування харчування учнів початкових класів закладів загальної середньої освіти;0;89756500;;;;89756500;;;100
TOTAL;2211410;Підвищення престижності праці у сфері освіти;64606227400;32857488800;;;;0;;;0
TOTAL;2211800;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на модернізацію майстерень і лабораторій закладів професійної та фахової передвищої освіти, забезпечення енергоефективності, безпеки та інклюзивності освітнього простору;1000000000;1000000000;;;;0;;;0
TOTAL;2211810;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на облаштування безпечних умов (облаштування укриттів) у закладах, що надають загальну середню освіту, зокрема військових (військово-морських, військово-спортивних) ліцеях, ліцеях із посиленою військово-фізичною підготовкою, та у закладах дошкільної освіти;6000000000;6000000000;;;;231136692;;;3.85
TOTAL;2211820;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на придбання обладнання, створення та модернізацію (проведення реконструкції та капітального ремонту) їдалень (харчоблоків) закладів освіти, зокрема військових (військово-морських, військово-спортивних) ліцеїв, ліцеїв із посиленою військово-фізичною підготовкою;1000000000;1000000000;;;;0;;;0
TOTAL;2211830;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на безперешкодний доступ до якісної освіти - шкільні автобуси;2000000000;2000000000;;;;0;;;0
TOTAL;2211840;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на облаштування безпечних умов у закладах, що надають загальну середню освіту (протипожежний захист), зокрема військових (військово-морських, військово-спортивних) ліцеях, ліцеях із посиленою військово-фізичною підготовкою;500000000;500000000;;;;0;;;0
TOTAL;2211850;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на забезпечення якісної, сучасної та доступної загальної середньої освіти «Нова українська школа»;3000000000;3000000000;;;;0;;;0
TOTAL;2300000;Міністерство охорони здоров'я України;251568973300;252705295231.97;;;;28692527423.72;;;11.35
TOTAL;2301000;Апарат Міністерства охорони здоров'я України;59570990600;60707236650.97;;;;2719734957.09;;;4.48
TOTAL;2301010;Керівництво та управління у сфері охорони здоров'я;224235900;224443083.52;;;;25997764.9;;;11.58
TOTAL;2301020;Наукова і науково-технічна діяльність у сфері охорони здоров'я;129773500;135374697.98;;;;10418586.96;;;7.69
TOTAL;2301040;Громадське здоров'я та заходи боротьби з епідеміями;4684636700;5586057617.03;;;;812803014.75;;;14.55
TOTAL;2301050;Скринінг здоров’я з метою запобігання захворюванням;10000000000;10000000000;;;;136144000;;;1.36
TOTAL;2301070;Підготовка і підвищення кваліфікації кадрів у сфері охорони здоров’я, підготовка наукових та науково-педагогічних кадрів закладами фахової передвищої та вищої освіти, підвищення кваліфікації кадрів науковими установами;6098766100;6273343010.24;;;;778648937.97;;;12.41
TOTAL;2301090;Загальнодержавні заклади та заходи у сфері медичної освіти;148930200;148930200;;;;718010.13;;;0.48
TOTAL;2301110;Спеціалізована медична допомога;3602719100;3641193358.16;;;;428933132.76;;;11.78
TOTAL;2301180;Медична допомога, що надається санаторно-курортними закладами;675590100;675726568.44;;;;56148834.85;;;8.3
TOTAL;2301350;Організація і регулювання діяльності установ та окремі заходи у системі охорони здоров'я;2297484500;2313313615.6;;;;274404310.64;;;11.86
TOTAL;2301400;Забезпечення медичних заходів окремих державних програм та комплексних заходів програмного характеру;15183856200;15183856200;;;;82847561.94;;;0.54
TOTAL;2301410;Функціонування Національної наукової медичної бібліотеки, збереження та популяризація історії медицини;63712800;63712800;;;;9308008.85;;;14.6
TOTAL;2301430;Здійснення заходів із забезпечення житлом медичних працівників з метою заповнення вакантних посад у сільській місцевості та на прифронтових територіях;100000000;100000000;;;;0;;;0
TOTAL;2301530;Трансформація охорони здоров’я шляхом реформи та інвестицій в ефективність;213929300;213929300;;;;2679418.64;;;1.25
TOTAL;2301560;Надання окремих медичних послуг деяким категоріям громадян;1339077300;1339077300;;;;73976987.79;;;5.52
TOTAL;2301630;Відновлення і розвиток стійкої національної моделі медичної галузі України;7052928100;7052928100;;;;26706386.91;;;0.37
TOTAL;2301650;Будівництво, модернізація та оснащення закладів охорони здоров’я;1344654200;1344654200;;;;0;;;0
TOTAL;2301800;Реалізація публічних інвестиційних проектів у сфері охорони здоров’я;6410696600;6410696600;;;;0;;;0
TOTAL;2307000;Державна служба з лікарських засобів та контролю за наркотиками;181033200;181033200;;;;24859618.78;;;13.73
TOTAL;2307010;Керівництво та управління у сфері лікарських засобів та контролю за наркотиками;181033200;181033200;;;;24859618.78;;;13.73
TOTAL;2308000;Національна служба здоров’я України;191816949500;191817025381;;;;25947932847.85;;;13.52
TOTAL;2308010;Керівництво та управління у сфері державних фінансових гарантій медичного обслуговування населення;242357900;242433781;;;;29899090.93;;;12.33
TOTAL;2308060;Реалізація програми державних гарантій медичного обслуговування населення;191574591600;191574591600;;;;25918033756.92;;;13.52
TOTAL;2310000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);5158093400;5158093400;;;;181735800;;;3.52
TOTAL;2311000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);5158093400;5158093400;;;;181735800;;;3.52
TOTAL;2311500;Субвенція з державного бюджету місцевим бюджетам на здійснення підтримки окремих закладів та заходів у системі охорони здоров’я;1101999500;1101999500;;;;181735800;;;16.49
TOTAL;2311800;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічних інвестиційних проектів у сфері охорони здоров'я;4056093900;4056093900;;;;0;;;0
TOTAL;2400000;Міністерство енергетики України;11045898700;11208508244.2;;;;1870543778.07;;;16.68
TOTAL;2401000;Апарат Міністерства енергетики України;7780141300;7937253700;;;;1455112016.16;;;18.33
TOTAL;2401010;Загальне керівництво та управління у сфері енергетики;259130200;264322600;;;;36648016.67;;;13.86
TOTAL;2401070;Заходи з ліквідації неперспективних вугледобувних підприємств;487678400;487678400;;;;47441555.34;;;9.72
TOTAL;2401100;Гірничорятувальні заходи на вугледобувних підприємствах;275400000;275400000;;;;42039800.78;;;15.26
TOTAL;2401140;Фізичний захист ядерних установок та ядерних матеріалів;80816100;80816100;;;;11562513.28;;;14.3
TOTAL;2401300;Придбання Міністерством енергетики України облігацій внутрішньої державної позики відповідно до статті 9 Закону України «Про впорядкування питань, пов’язаних із забезпеченням ядерної безпеки»;792145100;792145100;;;;0;;;0
TOTAL;2401370;Відновлення та розвиток енергетичної інфраструктури;3745315900;3745315900;;;;839359393.08;;;22.41
TOTAL;2401590;Реструктуризація вугільної галузі;2128168800;2128168800;;;;325375043.95;;;15.28
TOTAL;2401630;Впровадження Програми реформування та розвитку енергетичного сектора;11486800;11486800;;;;765693.06;;;6.66
TOTAL;2401700;Надання державної допомоги працівникам підприємств паливно-енергетичного комплексу, житлово-комунального господарства, залізничного транспорту загального користування, залученим у 2026 році до аварійно-відновлювальних робіт;0;151920000;;;;151920000;;;100
TOTAL;2403000;Державна інспекція енергетичного нагляду України;233970300;229288300;;;;35034211.54;;;15.27
TOTAL;2403010;Керівництво та управління у сфері енергетичного нагляду;233970300;229288300;;;;35034211.54;;;15.27
TOTAL;2408000;Державне агентство України з управління зоною відчуження;3031787100;3041966244.2;;;;380397550.37;;;12.5
TOTAL;2408010;Керівництво та управління діяльністю у зоні відчуження;31923400;31923400;;;;4463069.63;;;13.98
TOTAL;2408070;Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення;166401500;166401500;;;;11825877.92;;;7.1
TOTAL;2408080;Збереження етнокультурної спадщини регіонів, постраждалих від наслідків Чорнобильської катастрофи;11363800;11363800;;;;1475875.15;;;12.98
TOTAL;2408090;"Виконання робіт у сфері поводження з радіоактивними відходами неядерного циклу, будівництво комплексу ""Вектор"" та експлуатація його об'єктів";714058600;714058600;;;;68060491.33;;;9.53
TOTAL;2408110;Підтримка екологічно безпечного стану у зонах відчуження і безумовного (обов'язкового) відселення;490650600;500829744.2;;;;74502230.44;;;14.87
TOTAL;2408120;"Підтримка у безпечному стані  блоків та об'єкта ""Укриття"" та заходи щодо зняття з експлуатації Чорнобильської АЕС";1617389200;1617389200;;;;220070005.9;;;13.6
TOTAL;2500000;Міністерство соціальної політики, сім’ї та єдності України;466161178300;466173008650.51;;;;67656559035.5;;;14.51
TOTAL;2501000;Апарат Міністерства соціальної політики, сім’ї та єдності України;162068710800;162072998636.28;;;;18708927165.63;;;11.54
TOTAL;2501010;Керівництво та управління у сфері соціальної політики, сім’ї та єдності;428708400;429390361.48;;;;41673833.11;;;9.7
TOTAL;2501080;Створення інституційних компонентів функціонування накопичувальної системи загальнообов`язкового державного пенсійного страхування;50000000;50000000;;;;0;;;0
TOTAL;2501090;Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту;413921700;417527574.8;;;;7056336.8;;;1.69
TOTAL;2501220;Забезпечення інформаційної політики єдності України, розвитку національної ідентичності та спільного розвитку;76050000;76050000;;;;3013778.99;;;3.96
TOTAL;2501250;Здійснення виплат із соціальної підтримки окремих категорій населення;2063209000;2063209000;;;;53410822.69;;;2.58
TOTAL;2501260;Забезпечення виконання завдань і заходів із підтримки українців за кордоном та сприяння їх поверненню в Україну;150028700;150028700;;;;0;;;0
TOTAL;2501290;Забезпечення виконання рішень суду;100000000;100000000;;;;15759629.91;;;15.75
TOTAL;2501370;Розвиток системи соціальних послуг, у тому числі з підтримки дітей з інвалідністю;2433094000;2433094000;;;;8012966.89;;;0.32
TOTAL;2501390;Заходи з убезпечення від наслідків збройної агресії Російської Федерації в закладах оздоровлення та відпочинку, які розташовані в західних регіонах України, дітей військовослужбовців Збройних Cил України, Державної прикордонної служби України, Національної гвардії України, осіб рядового і начальницького складу Державної служби України з надзвичайних ситуацій, поліцейських, внутрішньо переміщених осіб, осіб, які звільняються або звільнені з військової служби з числа ветеранів війни, які мають особливі заслуги перед Батьківщиною, загиблих (померлих) Захисників (Захисниць) шляхом відновлення їх фізичного, ментального та психологічного здоров’я;250000000;250000000;;;;0;;;0
TOTAL;2501400;Соціальний захист дітей та сім’ї;52746828000;52746828000;;;;4497208618.52;;;8.52
TOTAL;2501450;"Оздоровлення і відпочинок дітей, які потребують особливої уваги і підтримки, в дитячих оздоровчих таборах МДЦ ""Артек"", ДЦ ""Молода гвардія"" і в дитячих закладах, що містяться в Державному реєстрі майнових об’єктів оздоровлення та відпочинку дітей";491526500;491526500;;;;0;;;0
TOTAL;2501530;Соціальний захист громадян, які потрапили у складні життєві обставини;102706391100;102706391100;;;;14082791178.72;;;13.71
TOTAL;2501810;"Реалізація публічного інвестиційного проекту із завершення будівництва реабілітаційного комплексу по вул. Спортивній, 4 в смт Великий Любінь Городоцького р-ну Львівської обл. (""Галичина"")";158953400;158953400;;;;0;;;0
TOTAL;2504000;Державна служба України у справах дітей;106501800;106501800;;;;5624007.53;;;5.28
TOTAL;2504010;Керівництво та управління у сфері усиновлення та захисту прав дітей;106501800;106501800;;;;5624007.53;;;5.28
TOTAL;2506000;Пенсійний фонд України;293632040600;293632040600;;;;48530132380.16;;;16.52
TOTAL;2506080;Фінансове забезпечення виплати пенсій, надбавок та підвищень до пенсій, призначених за пенсійними програмами, та дефіциту коштів Пенсійного фонду;251311351000;251311351000;;;;39036663000;;;15.53
TOTAL;2506110;Виплата житлових субсидій та пільг громадянам на оплату житлово-комунальних послуг, придбання твердого та рідкого пічного побутового палива і скрапленого газу;42320689600;42320689600;;;;9493469380.16;;;22.43
TOTAL;2507000;Фонд соціального захисту осіб з інвалідністю;10095299400;10102341153.27;;;;391823081.18;;;3.87
TOTAL;2507040;Забезпечення діяльності Фонду соціального захисту осіб з інвалідністю;216279100;222176004.35;;;;34747518.45;;;15.63
TOTAL;2507110;Соціальний захист осіб з інвалідністю;8786959600;8788104448.92;;;;357075562.73;;;4.06
TOTAL;2507120;Державний фонд соціального захисту осіб з інвалідністю для здійснення програм і заходів соціального захисту осіб з інвалідністю, їх зайнятості та працевлаштування;1092060700;1092060700;;;;0;;;0
TOTAL;2509000;Національна соціальна сервісна служба України;258625700;259126460.96;;;;20052401;;;7.73
TOTAL;2509010;Керівництво та управління у сфері реалізації політики щодо соціального захисту населення;258625700;259126460.96;;;;20052401;;;7.73
TOTAL;2510000;Міністерство соціальної політики, сім’ї та єдності України (загальнодержавні видатки та кредитування);2346770200;2346770200;;;;2295000;;;0.09
TOTAL;2511000;Міністерство соціальної політики, сім’ї та єдності України  (загальнодержавні видатки та кредитування);2346770200;2346770200;;;;2295000;;;0.09
TOTAL;2511180;Субвенція з державного бюджету місцевим бюджетам на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, підтримку малих групових будинків та забезпечення житлом дітей-сиріт, дітей, позбавлених батьківського піклування, осіб з їх числа;13770200;13770200;;;;2295000;;;16.66
TOTAL;2511250;Субвенція з державного бюджету місцевим бюджетам на  формування фондів житла для тимчасового проживання або підтриманого проживання евакуйованих та внутрішньо переміщених осіб і заходів щодо забезпечення їх житлом у сільській місцевості;1500000000;1500000000;;;;0;;;0
TOTAL;2511800;Субвенція з державного бюджету місцевим бюджетам на реалізацію програми публічних інвестицій із забезпечення житлом дитячих будинків сімейного типу;833000000;833000000;;;;0;;;0
TOTAL;2900000;Міністерство цифрової трансформації України;10162635100;10433784516.78;;;;494299778.25;;;4.73
TOTAL;2901000;Апарат Міністерства цифрової трансформації України;10081876100;10353025516.78;;;;489055404.04;;;4.72
TOTAL;2901010;Керівництво та управління у сфері цифрової трансформації;266091400;266091400;;;;39304551.83;;;14.77
TOTAL;2901030;Електронне урядування;1601591700;1872741116.78;;;;215122098.54;;;11.48
TOTAL;2901060;Забезпечення функціонування Фонду розвитку інновацій;4986346700;4986346700;;;;164155400;;;3.29
TOTAL;2901080;Забезпечення виконання заходів з розвитку спеціальних інноваційних технологій;2427846300;2427846300;;;;70473353.67;;;2.9
TOTAL;2901800;"Реалізація програми публічних інвестицій ""Реалізація Національної програми інформатизації""";800000000;800000000;;;;0;;;0
TOTAL;2902000;Державне агентство України ПлейСіті;80759000;80759000;;;;5244374.21;;;6.49
TOTAL;2902010;Керівництво та управління у сфері регулювання азартних ігор та лотерей;52259000;52259000;;;;5244374.21;;;10.03
TOTAL;2902020;Забезпечення функціонування та розвитку Державної системи онлайн-моніторингу та електронних реєстрів у сфері організації та проведення азартних ігор;28500000;28500000;;;;0;;;0
TOTAL;3100000;Міністерство розвитку громад та територій України;32815820500;35353830879.41;;;;1685840656.38;;;4.76
TOTAL;3101000;Апарат Міністерства розвитку громад та територій України;31823303000;34357144062;;;;1551425533.9;;;4.51
TOTAL;3101010;Керівництво та управління у сфері розвитку громад та територій;513781600;513781600;;;;63015690.3;;;12.26
TOTAL;3101030;Наукова і науково-технічна діяльність у сфері будівництва, житлової політики, житлово-комунального господарства та регіонального розвитку, дослідження збереження та вивчення видів флори у спеціально створених умовах;25061900;25061900;;;;848482.61;;;3.38
TOTAL;3101040;Фінансування заходів із забезпечення функціонування операторів критичної інфраструктури в галузі цивільної авіації;827934000;827934000;;;;97603425.16;;;11.78
TOTAL;3101050;Заходи щодо соціального і правового захисту осіб, стосовно яких встановлено факт позбавлення особистої свободи внаслідок збройної агресії проти України, членів їхніх сімей, заходи з реінтеграції населення тимчасово окупованих територій, виплати державних стипендій імені Левка Лук’яненка;1226619200;1226619200;;;;40708848;;;3.31
TOTAL;3101060;Функціонування Фонду енергоефективності;629652000;629652000;;;;0;;;0
TOTAL;3101070;Функціонування Державної наукової архітектурно-будівельної бібліотеки;11978600;12010712;;;;1776752.77;;;14.79
TOTAL;3101080;Компенсація за знищене житло (HOME);2467800000;2467800000;;;;0;;;0
TOTAL;3101090;Забезпечення захисту прав і свобод громадян України, що проживають на тимчасово окупованій території України, допомоги громадянам України з гуманітарно-кризових питань;51868000;51868000;;;;7008793.46;;;13.51
TOTAL;3101100;Заходи щодо створення систем та баз даних з питань реінтеграції;39316000;39316000;;;;4533746.63;;;11.53
TOTAL;3101110;Розвиток та забезпечення функціонування містобудівного кадастру на державному рівні;82206000;82206000;;;;0;;;0
TOTAL;3101120;Реалізація Частини 2 інвестиційного проекту “Відновлення енергозабезпечення у зимовий період та постачання енергетичних ресурсів”;8354000;8354000;;;;107733.76;;;1.28
TOTAL;3101130;"Надання компенсації для відновлення окремих категорій об'єктів нерухомого майна, пошкоджених внаслідок бойових дій, терористичних актів, диверсій, спричинених збройною агресією Російської Федерації, з використанням електронної публічної послуги ""єВідновлення""";1228500000;1228500000;;;;1000000000;;;81.4
TOTAL;3101140;Розширення критично важливих Дунайських логістичних ланцюгів (RELINC);939780600;939780600;;;;776426.74;;;0.08
TOTAL;3101150;Реалізація публічних інвестиційних проектів Міністерства розвитку громад та територій України;13735087000;13735087000;;;;0;;;0
TOTAL;3101160;Співфінансування проектів розвитку залізничної інфраструктури, зокрема тих, що реалізуються за рахунок структурних фондів Європейського Союзу;298325000;298325000;;;;0;;;0
TOTAL;3101200;Компенсація за знищене житло;3000000000;3000000000;;;;0;;;0
TOTAL;3101210;Фінансове забезпечення заходів функціонування і розвитку внутрішніх водних шляхів та інфраструктури внутрішнього водного транспорту;219539700;219539700;;;;22407853.39;;;10.2
TOTAL;3101280;Підтримка регіональної політики України;1000000;65762950;;;;0;;;0
TOTAL;3101310;Забезпечення, організація та виконання літерних авіаційних рейсів повітряними суднами;274543900;274543900;;;;35534162.19;;;12.94
TOTAL;3101340;Забезпечення реалізації заходу «Підтримка швидкого відновлення України (Контракт з розбудови держави та посилення стійкості)» в частині ремонту та покращення портової інфраструктури;1000000;1575546000;;;;0;;;0
TOTAL;3101390;Фінансова підтримка Державного фонду сприяння молодіжному житловому будівництву;6165000;6165000;;;;975000;;;15.81
TOTAL;3101400;Часткова компенсація відсоткової ставки кредитів комерційних банків молодим сім'ям та одиноким молодим громадянам на будівництво (реконструкцію) та придбання житла;500000;500000;;;;23252.94;;;4.65
TOTAL;3101420;"Збільшення статутного капіталу Державної спеціалізованої фінансової установи ""Державний фонд сприяння молодіжному житловому будівництву"" з подальшим використанням на реалізацію Державної програми забезпечення молоді житлом";16300000;16300000;;;;2020237;;;12.39
TOTAL;3101450;Відновлення критично важливої логістичної інфраструктури та мережевого сполучення (RELINC);1212878000;1212878000;;;;0;;;0
TOTAL;3101470;Здешевлення вартості іпотечних кредитів для забезпечення доступним житлом громадян, які потребують поліпшення житлових умов;3300000;3300000;;;;593307.88;;;17.97
TOTAL;3101500;Обслуговування рахунків, відкритих у банківських установах, у тому числі в іноземних банках, для здійснення заходів з відновлення України та ліквідації наслідків збройної агресії Російської Федерації проти України;10506000;10506000;;;;0;;;0
TOTAL;3101550;Реалізація проекту «Ремонт житла для відновлення прав і можливостей людей (HOPE)»;41835000;41835000;;;;4314704.07;;;10.31
TOTAL;3101560;Енергоефективність громадських будівель;264981600;264981600;;;;0;;;0
TOTAL;3101570;Розвиток системи водопостачання та водовідведення в м. Миколаїв;71091100;71091100;;;;7024967.9;;;9.88
TOTAL;3101580;Посилення місцевого самоврядування в Україні;247047000;247047000;;;;0;;;0
TOTAL;3101590;Забезпечення розслідування авіаційних подій та інцидентів з цивільними повітряними суднами та аварійних подій, пов'язаних з судноплавством;36538800;36538800;;;;3843809.95;;;10.51
TOTAL;3101650;Впровадження та координація заходів проекту розвитку міської інфраструктури та програми розвитку муніципальної інфраструктури України;12329100;12329100;;;;508339.15;;;4.12
TOTAL;3101680;Реалізація надзвичайної  кредитної  програми для відновлення України;17483900;17483900;;;;0;;;0
TOTAL;3101700;Надання допомоги на придбання незалежних джерел електричної енергії для задоволення потреб співвласників багатоквартирних будинків;0;800000000;;;;163300000;;;20.41
TOTAL;3101710;Надання державної допомоги працівникам підприємств паливно-енергетичного комплексу, житлово-комунального господарства, залізничного транспорту загального користування, залученим у 2026 році до аварійно-відновлювальних робіт;0;94500000;;;;94500000;;;100
TOTAL;3101820;Реалізація публічного інвестиційного проекту з придбання пасажирських вагонів;4300000000;4300000000;;;;0;;;0
TOTAL;3102000;Державна інспекція архітектури та містобудування України;172105700;172105700;;;;26821040.29;;;15.58
TOTAL;3102010;Керівництво та управління у сфері архітектурно-будівельного контролю та нагляду;172105700;172105700;;;;26821040.29;;;15.58
TOTAL;3103000;Державна служба морського і внутрішнього водного транспорту та судноплавства України;217859800;217859800;;;;20854049.34;;;9.57
TOTAL;3103010;Керівництво та управління у сферах морського і внутрішнього водного транспорту та судноплавства;217859800;217859800;;;;20854049.34;;;9.57
