тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;0305010;Забезпечення діяльності Військового омбудсмана;124957300;126846658.27;;;;10982440.19;;;8.65
TOTAL;0410000;Господарсько-фінансовий департамент Секретаріату Кабінету Міністрів України;14317921100;18775023655.63;;;;2351109447.43;;;12.52
TOTAL;0411000;Секретаріат Кабінету Міністрів України;1980983700;2106339050.01;;;;225836537.45;;;10.72
TOTAL;0411010;Організаційне, інформаційно-аналітичне та матеріально-технічне забезпечення діяльності Кабінету Міністрів України;1187461700;1212625058.41;;;;144002057.33;;;11.87
TOTAL;0411020;Обслуговування діяльності Кабінету Міністрів України;456838700;463586787;;;;39994485.03;;;8.62
TOTAL;0411070;"Фінансова підтримка газети ""Урядовий кур'єр""";25150000;25150000;;;;3040848.33;;;12.09
TOTAL;0411130;Інформаційно-аналітичне та організаційне забезпечення оперативного реагування органів виконавчої влади;187693600;188871799.6;;;;23900385.56;;;12.65
TOTAL;0411180;Забезпечення функціонування Національної комісії з питань психічного здоров’я;16140300;16140300;;;;0;;;0
TOTAL;0411190;Заходи з підтримки розвитку лідерства в Україні;20000000;20000000;;;;0;;;0
TOTAL;0411200;Організаційне, матеріально-технічне, інформаційне та інше забезпечення діяльності Національної ради України з питань розвитку науки і технологій;155700;155700;;;;0;;;0
TOTAL;0411240;Функціонування інституції з розвитку підприємництва та експорту;36815000;36815000;;;;1919533.57;;;5.21
TOTAL;0411250;"Забезпечення функціонування бюджетної установи ""Центр гуманітарного розмінування""";50728700;142994405;;;;12979227.63;;;9.07
TOTAL;0412000;Державна служба України з питань безпечності харчових продуктів та захисту споживачів;7487630200;7510556309.85;;;;909789311.43;;;12.11
TOTAL;0412010;Керівництво та управління у сфері безпечності харчових продуктів та захисту споживачів;2492933300;2505150856.45;;;;329915877.31;;;13.16
TOTAL;0412020;Протиепізоотичні заходи та участь у Всесвітній організації охорони здоров’я тварин (МЕБ);703639800;703639800;;;;0;;;0
TOTAL;0412030;Організація та регулювання діяльності установ в системі Державної служби України з питань безпечності харчових продуктів та захисту споживачів;4234454700;4245163253.4;;;;579800597.19;;;13.65
TOTAL;0412040;Проведення лабораторних випробувань, вимірювань, досліджень та експертизи під час здійснення державного контролю (нагляду);56602400;56602400;;;;72836.93;;;0.12
TOTAL;0413000;Державна служба України з етнополітики та свободи совісті;64043100;64043100;;;;5833014.59;;;9.1
TOTAL;0413010;Керівництво та управління у сфері етнополітики та свободи совісті;43814800;43814800;;;;5833014.59;;;13.31
TOTAL;0413020;Реалізація прав і свобод національних меншин (спільнот) та корінних народів України;20228300;20228300;;;;0;;;0
TOTAL;0414000;Державна служба статистики України;1421073900;1462792770.27;;;;249268187;;;17.04
TOTAL;0414010;Керівництво та управління у сфері статистики;1344244800;1385963670.27;;;;240452540.69;;;17.34
TOTAL;0414020;Статистичні спостереження;65129500;65129500;;;;8687046.76;;;13.33
TOTAL;0414090;Підготовка кадрів у сфері статистики закладом вищої освіти та забезпечення діяльності його баз практики;11699600;11699600;;;;128599.55;;;1.09
TOTAL;0415000;Державне агентство з енергоефективності та енергозбереження України;1938008800;1938008800;;;;334816788.29;;;17.27
TOTAL;0415010;Керівництво та управління у сфері ефективного використання енергетичних ресурсів;53667700;53667700;;;;7245669.29;;;13.5
TOTAL;0415020;Державний фонд декарбонізації та енергоефективної трансформації;1884341100;1884341100;;;;327571119;;;17.38
TOTAL;0417000;Державна служба України з питань геодезії, картографії та кадастру;1426181400;1464675685.36;;;;222847243.66;;;15.21
TOTAL;0417010;Керівництво та управління у сфері геодезії, картографії та кадастру;1233931600;1272425885.36;;;;216408796.91;;;17
TOTAL;0417020;Проведення земельної реформи;96495100;96495100;;;;6438446.75;;;6.67
TOTAL;0417030;Загальнодержавні топографо-геодезичні та картографічні роботи, демаркація та делімітація державного кордону;95754700;95754700;;;;0;;;0
TOTAL;0418000;Державний комітет телебачення і радіомовлення України;0;4122841440.14;;;;394933155.62;;;9.57
TOTAL;0418010;Керівництво та управління у сфері телебачення і радіомовлення;0;57457600;;;;8617723.44;;;14.99
TOTAL;0418020;Наукова і науково-технічна діяльність у сфері медіа, книговидавничої справи та інформаційно-бібліографічної діяльності;0;27708440.14;;;;4782444.77;;;17.25
TOTAL;0418030;Виробництво та трансляція програм для державних потреб, збирання, обробка та розповсюдження офіційної інформаційної продукції, фінансова підтримка системи державного іномовлення України;0;1557574400;;;;85743293.39;;;5.5
TOTAL;0418040;Підвищення кваліфікації працівників суб'єктів у сфері медіа в Укртелерадіопресінституті;0;1590000;;;;36958.54;;;2.32
TOTAL;0418050;Фінансова підтримка творчих спілок у сфері медіа,  окремих суб'єктів у сфері друкованих медіа;0;1590800;;;;118782.36;;;7.46
TOTAL;0418080;Фінансова підтримка Національної суспільної телерадіокомпанії України;0;2472697900;;;;295244703.12;;;11.94
TOTAL;0418130;Державні стипендії видатним діячам інформаційної галузі, дітям журналістів, які загинули (померли) або яким встановлено інвалідність у зв’язку з виконанням професійних обов’язків, премії в інформаційній галузі та одноразова грошова допомога у разі загибелі (смерті) або поранення (контузії, травми або каліцтва) журналіста під час виконання ним професійних обов'язків;0;4222300;;;;389250;;;9.21
TOTAL;0419000;Український інститут національної пам'яті;0;105766500;;;;7785209.39;;;7.36
TOTAL;0419010;Керівництво та управління у сфері відновлення та збереження національної пам’яті;0;44434100;;;;4962208.97;;;11.16
TOTAL;0419020;Заходи з реалізації державної політики у сфері відновлення та збереження національної пам’яті, забезпечення діяльності Національного меморіального комплексу Героїв Небесної Сотні - Музею Революції гідності та Галузевого державного архіву Українського інституту національної пам’яті;0;61332400;;;;2823000.42;;;4.6
TOTAL;0500000;Державна судова адміністрація України;22705305200;22725067475.2;;;;3176649321.37;;;13.97
TOTAL;0501000;Апарат Державної судової адміністрації України;22705305200;22725067475.2;;;;3176649321.37;;;13.97
TOTAL;0501020;Забезпечення здійснення правосуддя місцевими, апеляційними судами та функціонування органів і установ системи правосуддя;22695305200;22715067475.2;;;;3176433418.7;;;13.98
TOTAL;0501150;Виконання рішень судів на користь суддів, працівників апаратів судів та працівників органів і установ системи правосуддя;10000000;10000000;;;;215902.67;;;2.15
TOTAL;0550000;Верховний Суд;2613965700;2640427320;;;;293549617.09;;;11.11
TOTAL;0551000;Апарат Верховного Суду;2613965700;2640427320;;;;293549617.09;;;11.11
TOTAL;0551010;Здійснення правосуддя Верховним Судом;2613965700;2640427320;;;;293549617.09;;;11.11
TOTAL;0600000;Спеціалізований окружний адміністративний суд;34308800;34308800;;;;0;;;0
TOTAL;0601000;Апарат Спеціалізованого окружного адміністративного суду;34308800;34308800;;;;0;;;0
TOTAL;0601010;Здійснення правосуддя Спеціалізованим окружним адміністративним судом;34308800;34308800;;;;0;;;0
TOTAL;0650000;Спеціалізований апеляційний адміністративний суд;19996800;19996800;;;;0;;;0
TOTAL;0651000;Апарат Спеціалізованого апеляційного адміністративного суду;19996800;19996800;;;;0;;;0
TOTAL;0651010;Здійснення правосуддя Спеціалізованим апеляційним адміністративним судом;19996800;19996800;;;;0;;;0
TOTAL;0800000;Конституційний Суд України;344642000;345782900;;;;44419578.59;;;12.84
TOTAL;0801000;Конституційний Суд України;344642000;345782900;;;;44419578.59;;;12.84
TOTAL;0801010;Забезпечення конституційної юрисдикції в Україні;344642000;345782900;;;;44419578.59;;;12.84
TOTAL;0850000;Вищий антикорупційний суд;511051800;519233885.55;;;;57554731.46;;;11.08
TOTAL;0851000;Апарат Вищого антикорупційного суду;511051800;519233885.55;;;;57554731.46;;;11.08
TOTAL;0851010;Здійснення правосуддя Вищим антикорупційним судом;354462100;360923485.55;;;;42825682.66;;;11.86
TOTAL;0851020;Здійснення правосуддя Апеляційною палатою Вищого антикорупційного суду;156589700;158310400;;;;14729048.8;;;9.3
TOTAL;0900000;Офіс Генерального прокурора;18614926200;18631751985.03;;;;2336737139.45;;;12.54
TOTAL;0901000;Офіс Генерального прокурора;18614926200;18631751985.03;;;;2336737139.45;;;12.54
TOTAL;0901010;Здійснення прокурорської діяльності, підготовка та підвищення кваліфікації працівників органів прокуратури;18246059900;18262885685.03;;;;2306579596.85;;;12.62
TOTAL;0901030;Забезпечення функцій Спеціалізованою антикорупційною прокуратурою;368866300;368866300;;;;30157542.6;;;8.17
TOTAL;0950000;Вищий суд з питань інтелектуальної власності;2257800;2257800;;;;226248.96;;;10.02
TOTAL;0951000;Апарат Вищого суду з питань інтелектуальної власності;2257800;2257800;;;;226248.96;;;10.02
TOTAL;0951010;Здійснення правосуддя Вищим судом з питань інтелектуальної власності;1856700;1856700;;;;226248.96;;;12.18
TOTAL;0951020;Здійснення правосуддя Апеляційною палатою Вищого суду з питань інтелектуальної власності;401100;401100;;;;0;;;0
TOTAL;1000000;Міністерство внутрішніх справ України;523334233600;531294210739.58;;;;75368845226.45;;;14.18
TOTAL;1001000;Апарат Міністерства внутрішніх справ України;22268667400;22956689903;;;;2991179377.83;;;13.02
TOTAL;1001010;Керівництво та управління діяльністю Міністерства внутрішніх справ України;933152700;933152700;;;;125318755.57;;;13.42
TOTAL;1001050;Забезпечення діяльності органів, установ та закладів Міністерства внутрішніх справ України, підготовка кадрів закладами вищої освіти із специфічними умовами навчання;19571464400;19909686903;;;;2486793788.68;;;12.49
TOTAL;1001170;Наукове та інформаційно-аналітичне забезпечення заходів по боротьбі з організованою злочинністю і корупцією;8104200;8104200;;;;1236885.46;;;15.26
TOTAL;1001220;Створення єдиної авіаційної системи безпеки та цивільного захисту;1755946100;2105746100;;;;377829948.12;;;17.94
TOTAL;1002000;Адміністрація Державної прикордонної служби України;132887940000;133302496293;;;;16309998571.73;;;12.23
TOTAL;1002010;Керівництво та управління у сфері охорони державного кордону України;721206000;721206000;;;;112298383.06;;;15.57
TOTAL;1002030;Забезпечення виконання завдань, функцій та підготовка кадрів Державною прикордонною службою України;130656220500;131058931382;;;;16099571922.88;;;12.28
TOTAL;1002070;Будівництво (придбання) житла для військовослужбовців Державної прикордонної служби України;600000000;600000000;;;;0;;;0
TOTAL;1002110;Розвідувальна діяльність у сфері захисту державного кордону;716300100;728145511;;;;98128265.79;;;13.47
TOTAL;1002600;Реалізація проекту із закупівлі безпілотних авіаційних систем та засобів моніторингу державного кордону;194213400;194213400;;;;0;;;0
TOTAL;1003000;Національна гвардія України;192723692900;196450724684.58;;;;30685303655.02;;;15.61
TOTAL;1003010;Керівництво та управління Національною гвардією України;960288600;960288600;;;;114329768.8;;;11.9
TOTAL;1003020;Забезпечення виконання завдань, функцій та підготовка кадрів Національною гвардією України;191250951100;194966470441.79;;;;30559461443.43;;;15.67
TOTAL;1003090;Будівництво (придбання) житла для військовослужбовців Національної гвардії України;512453200;523965642.79;;;;11512442.79;;;2.19
TOTAL;1004000;Державна міграційна служба України;6666774700;6800237653;;;;759363503.18;;;11.16
TOTAL;1004010;Керівництво та управління у сфері міграції, громадянства, імміграції та реєстрації фізичних осіб;194950900;198292430;;;;28570398.64;;;14.4
TOTAL;1004020;Забезпечення виконання завдань та функцій у сфері громадянства, імміграції та реєстрації фізичних осіб;6469013600;6599135023;;;;730793104.54;;;11.07
TOTAL;1004070;Внески до Міжнародної організації з міграції;2810200;2810200;;;;0;;;0
TOTAL;1006000;Державна служба України з надзвичайних ситуацій;46116077700;47540939323;;;;6827842203.24;;;14.36
TOTAL;1006010;Керівництво та управління у сфері надзвичайних ситуацій;502259900;502585112;;;;82871928.05;;;16.48
TOTAL;1006060;Гідрометеорологічна діяльність;1136244500;1137398637;;;;155641240.13;;;13.68
TOTAL;1006070;Наукова і науково-технічна діяльність у сфері гідрометеорології;60644800;65053109;;;;12331653.37;;;18.95
TOTAL;1006110;Будівництво (придбання) житла для осіб рядового і начальницького складу Державної служби України з надзвичайних ситуацій;190000000;190000000;;;;0;;;0
TOTAL;1006280;Забезпечення діяльності органів та підрозділів цивільного захисту, підготовка кадрів Державною службою України з надзвичайних ситуацій;43778596700;45197570665;;;;6576997381.69;;;14.55
TOTAL;1006600;Покращення можливостей національної гідрометеорологічної служби;448331800;448331800;;;;0;;;0
TOTAL;1007000;Національна поліція України;122671080900;124243122883;;;;17795157915.45;;;14.32
TOTAL;1007010;Керівництво та управління діяльністю Національної поліції України;2653206900;2653206900;;;;422458731.81;;;15.92
TOTAL;1007020;Забезпечення діяльності органів, установ та закладів Національної поліції України;120017874000;121589915983;;;;17372699183.64;;;14.28
TOTAL;1200000;Міністерство економіки, довкілля та сільського господарства України;50725281100;56456226006.1;;;;5423236372.4;;;9.6
TOTAL;1201000;Апарат Міністерства економіки, довкілля та сільського господарства України;40702015500;46356695001.66;;;;4642320089.33;;;10.01
TOTAL;1201010;Керівництво та управління у сфері економіки, довкілля та сільського господарства;1253637700;1254034500;;;;157177977.01;;;12.53
TOTAL;1201030;Забезпечення двостороннього співробітництва України з іноземними державами та міжнародними організаціями, інформаційне та організаційне забезпечення участі України у міжнародних форумах, конференціях, виставках;143587700;143587700;;;;1501559.67;;;1.04
TOTAL;1201070;Підвищення кваліфікації фахівців агропромислового комплексу та перепідготовка кадрів у сфері екології, природних ресурсів та водного господарства, підготовка наукових та науково-педагогічних кадрів;19196100;19196100;;;;4340442.5;;;22.61
TOTAL;1201100;Підтримка фермерських господарств та інших виробників сільськогосподарської продукції;2459500000;2459500000;;;;0;;;0
TOTAL;1201110;Витрати Аграрного фонду пов'язані з комплексом заходів із  зберігання, перевезення, переробки та експортом об'єктів державного цінового регулювання державного інтервенційного фонду;3523200;3523200;;;;0;;;0
TOTAL;1201120;Збереження природно-заповідного фонду;1171290400;1180653338.37;;;;171256892.77;;;14.5
TOTAL;1201150;Фінансова підтримка сільгосптоваровиробників;9521316600;9521316600;;;;0;;;0
TOTAL;1201220;Наукова і науково-технічна діяльність у сфері економічного розвитку, стандартизації, метрології та метрологічної діяльності,  захисту довкілля, розвитку агропромислового комплексу, стандартизації та сертифікації сільськогосподарської продукції;245952300;248592857.18;;;;25597439.14;;;10.29
TOTAL;1201230;Часткова компенсація майнових втрат суб’єктів господарювання внаслідок реалізації воєнних ризиків та страхових премій за договорами страхування від воєнних ризиків;1000000000;1000000000;;;;0;;;0
TOTAL;1201280;Виплати працівникам, які вивільняються з роботи у зв’язку із достроковим зняттям з експлуатації Чорнобильської АЕС;2520400;2520400;;;;0;;;0
TOTAL;1201290;Реалізація Угоди між Урядом України та Урядом Сполучених Штатів Америки про створення Американсько-Українського інвестиційного фонду відбудови;1920000000;1920000000;;;;0;;;0
TOTAL;1201300;Забезпечення функціонування офісу із залучення та підтримки інвестицій;49233600;49233600;;;;0;;;0
TOTAL;1201310;Часткова компенсація вартості сільськогосподарської техніки та обладнання вітчизняного виробництва;0;1800000000;;;;0;;;0
TOTAL;1201320;Виконання судових рішень, що набрали законної сили;1940000;1940000;;;;58200;;;3
TOTAL;1201330;"Здійснення заходів з обов’язкового проведення тендерів ДУ ""Професійні закупівлі""";6729800;6729800;;;;1062383.27;;;15.78
TOTAL;1201340;Державне стимулювання створення індустріальних парків;0;1000000000;;;;0;;;0
TOTAL;1201350;Надання грантів для створення або розвитку бізнесу;1370000000;1370000000;;;;0;;;0
TOTAL;1201360;Забезпечення державної підтримки реалізації інвестиційних проектів із значними інвестиціями;0;653116000;;;;0;;;0
TOTAL;1201370;Здійснення природоохоронних заходів, зокрема з покращення стану довкілля;83304000;83304000;;;;0;;;0
TOTAL;1201380;Реалізація приватним акціонерним товариством «Українська фінансова житлова компанія» житлової політики держави шляхом забезпечення громадян України житлом;1268686800;1268686800;;;;0;;;0
TOTAL;1201390;Забезпечення діяльності Національного центру обліку викидів парникових газів;12084400;12084400;;;;1571204.78;;;13
TOTAL;1201400;Підготовка стійких проектів для сприяння відновленню України;914000000;914000000;;;;0;;;0
TOTAL;1201420;Гуманітарне розмінування;1000000000;2000000000;;;;0;;;0
TOTAL;1201430;Підтримка внутрішнього попиту на вітчизняні товари та послуги;0;1175000000;;;;699117916.75;;;59.49
TOTAL;1201440;Державна підтримка заходів, спрямованих на зменшення обсягів викидів (збільшення абсорбції) парникових газів, у тому числі на утеплення приміщень закладів соціального забезпечення, розвиток міжнародного співробітництва з питань зміни клімату;1000000;1000000;;;;0;;;0
TOTAL;1201450;Забезпечення функціонування Національної установи розвитку;18000000000;18000000000;;;;3543729100;;;19.68
TOTAL;1201460;Забезпечення діяльності Національної комісії з радіаційного захисту населення України;2422100;2422100;;;;330991.01;;;13.66
TOTAL;1201470;Створення та функціонування Групи управління Проектом «Екстрений проект надання інклюзивної підтримки для відновлення сільського господарства України (ARISE)»;17704500;17704500;;;;0;;;0
TOTAL;1201480;Організація і регулювання діяльності установ в системі агропромислового комплексу;214670400;228833606.11;;;;35639541.3;;;15.57
TOTAL;1201580;Заходи із посилення інституційної спроможності для підготовки публічних інвестиційних проектів та проектів публічно-приватного партнерства, а також виконання зобов’язань за міжнародними угодами;19715500;19715500;;;;936441.13;;;4.74
TOTAL;1202000;Державна служба геології та надр України;304238900;304238900;;;;8571844.96;;;2.81
TOTAL;1202010;Керівництво та управління у сфері геологічного вивчення та використання надр;117297900;117297900;;;;8571844.96;;;7.3
TOTAL;1202040;Розвиток мінерально-сировинної бази України;186941000;186941000;;;;0;;;0
TOTAL;1203000;Державне агентство з управління резервами України;390663300;394166718;;;;6740170.88;;;1.7
TOTAL;1203010;Керівництво та управління у сфері державних резервів;39685600;39685600;;;;3349914.22;;;8.44
TOTAL;1203020;Обслуговування державного матеріального резерву;59598100;63101518;;;;3390256.66;;;5.37
TOTAL;1203040;Накопичення (приріст) матеріальних цінностей державного матеріального резерву;291379600;291379600;;;;0;;;0
TOTAL;1204000;Державна екологічна інспекція України;567707300;567759984.89;;;;76342578.52;;;13.44
TOTAL;1204010;Керівництво та управління у сфері екологічного контролю;567707300;567759984.89;;;;76342578.52;;;13.44
TOTAL;1205000;Державне агентство водних ресурсів України;4521451800;4547876852.09;;;;351232742.12;;;7.72
TOTAL;1205010;Керівництво та управління у сфері водного господарства;60213800;60213800;;;;8297740.88;;;13.78
TOTAL;1205050;Експлуатація державного водогосподарського комплексу та управління водними ресурсами;4374138000;4400563052.09;;;;342935001.24;;;7.79
TOTAL;1205070;Захист від шкідливої дії вод сільських населених пунктів і сільськогосподарських угідь та першочергове забезпечення сільських населених пунктів централізованим водопостачанням;87100000;87100000;;;;0;;;0
TOTAL;1206000;Державна служба з питань праці;724604900;725290415.76;;;;99478678.37;;;13.71
TOTAL;1206010;Керівництво та управління у сфері промислової безпеки, охорони та гігієни праці, нагляду за додержанням законодавства про працю;714629900;715315415.76;;;;98538414.1;;;13.77
TOTAL;1206020;Наукова і науково-технічна діяльність у сфері промислової безпеки та охорони праці;9975000;9975000;;;;940264.27;;;9.42
TOTAL;1207000;Державне агентство України з розвитку меліорації, рибного господарства та продовольчих програм;3014804400;3032209848.3;;;;171289339.18;;;5.64
TOTAL;1207010;Керівництво та управління у сфері розвитку меліорації, рибного господарства та продовольчих програм;448324900;448330536;;;;61401608.52;;;13.69
TOTAL;1207020;Діяльність у сфері рибного господарства;127533900;127533900;;;;3387935.3;;;2.65
TOTAL;1207030;Наукова і науково-технічна діяльність у сфері рибного господарства;16537000;18696109.24;;;;4526993.99;;;24.21
TOTAL;1207050;Експлуатація державних водогосподарсько-меліоративних комплексів і будівництво та реконструкція меліоративних систем;2422408600;2437649303.06;;;;101972801.37;;;4.18
TOTAL;1208000;Державна служба експортного контролю України;62966100;62966100;;;;7157232.38;;;11.36
TOTAL;1208010;Керівництво та управління у сфері експортного контролю;62966100;62966100;;;;7157232.38;;;11.36
TOTAL;1209000;Державне агентство лісових ресурсів України;436828900;465022185.4;;;;60103696.66;;;12.92
TOTAL;1209010;Керівництво та управління у сфері лісового господарства;134736000;134946000;;;;19963273.14;;;14.79
TOTAL;1209060;Ведення лісового і мисливського господарства, охорона і захист лісів в лісовому фонді;302092900;330076185.4;;;;40140423.52;;;12.16
TOTAL;1210000;Міністерство економіки, довкілля та сільського господарства України (загальнодержавні видатки та кредитування);118095800;118095800;;;;9066844.58;;;7.67
TOTAL;1211000;Міністерство економіки, довкілля та сільського господарства України (загальнодержавні видатки та кредитування);118095800;118095800;;;;9066844.58;;;7.67
TOTAL;1211050;Мобілізаційна підготовка галузей національної економіки України;118095800;118095800;;;;9066844.58;;;7.67
TOTAL;1400000;Міністерство закордонних справ України;8320965800;8321944234.92;;;;786978377.56;;;9.45
TOTAL;1401000;Апарат Міністерства закордонних справ України;8320965800;8321944234.92;;;;786978377.56;;;9.45
TOTAL;1401010;Керівництво та управління у сфері державної політики щодо зовнішніх відносин;548319100;548823580;;;;69172411.06;;;12.6
TOTAL;1401020;Внески України до бюджетів ООН, органів і спеціалізованих установ системи ООН, інших міжнародних організацій та конвенційних органів;902518600;902518600;;;;0;;;0
TOTAL;1401030;Функціонування закордонних дипломатичних установ України та розширення мережі власності України для потреб цих установ;6510015900;6510015900;;;;673094033.8;;;10.33
TOTAL;1401050;Реалізація Міністерством закордонних справ України повноважень з проведення зовнішньої політики України, організація і контроль за діяльністю закордонних дипломатичних установ України;28300000;28300000;;;;2828979.58;;;9.99
TOTAL;1401100;Професійне навчання посадових осіб дипломатичної служби та працівників інших державних органів у сфері зовнішніх зносин;21344200;21818154.92;;;;2591823.83;;;11.87
TOTAL;1401110;Фінансова підтримка забезпечення міжнародного позитивного іміджу України, забезпечення діяльності Українського інституту, заходи щодо підтримки зв'язків з українцями, які проживають за межами України;108574000;108574000;;;;9414804.29;;;8.67
TOTAL;1401130;Документування громадян та створення і забезпечення функціонування інформаційно-комунікаційних систем консульської служби;201894000;201894000;;;;29876325;;;14.79
TOTAL;1500000;Міністерство у справах ветеранів України;8230137200;8233291545.65;;;;609109278.86;;;7.39
TOTAL;1501000;Апарат Міністерства у справах ветеранів України;8230137200;8233291545.65;;;;609109278.86;;;7.39
TOTAL;1501010;Керівництво та управління у справах ветеранів;187820600;187820600;;;;25865301.79;;;13.77
TOTAL;1501120;Заходи з підтримки та допомоги ветеранам війни, членам їх сімей та членам родин загиблих;3634356000;3634356000;;;;536828849.4;;;14.77
TOTAL;1501130;Забезпечення діяльності підприємств, установ та організацій Міністерства у справах ветеранів;792086000;793726345.65;;;;46415127.67;;;5.84
TOTAL;1501700;Виплата одноразової грошової допомоги у разі загибелі (смерті) або інвалідності волонтера внаслідок поранення (контузії, травми або каліцтва), отриманого під час надання волонтерської допомоги в районі здійснення заходів, необхідних для забезпечення оборони України, захисту безпеки населення та інтересів держави у зв’язку з військовою агресією Російської Федерації проти України;0;1514000;;;;0;;;0
TOTAL;1501800;Реалізація публічного інвестиційного проекту із створення та функціонування Національного військового меморіального кладовища;3615874600;3615874600;;;;0;;;0
TOTAL;1510000;Міністерство у справах ветеранів України (загальнодержавні видатки та кредитування);9676078400;9676078400;;;;201211400;;;2.07
TOTAL;1511000;Міністерство у справах ветеранів України (загальнодержавні видатки та кредитування);9676078400;9676078400;;;;201211400;;;2.07
TOTAL;1511040;Субвенція з державного бюджету місцевим бюджетам на виплату грошової компенсації за належні для отримання жилі приміщення для сімей осіб, визначених пунктами 2 - 5 частини першої статті 10-1 Закону України «Про статус ветеранів війни, гарантії їх соціального захисту», для осіб з інвалідністю I - II групи, яка настала внаслідок поранення, контузії, каліцтва або захворювання, одержаних під час безпосередньої участі в антитерористичній операції, забезпеченні її проведення, здійсненні заходів із забезпечення національної безпеки і оборони, відсічі і стримування збройної агресії Російської Федерації у Донецькій та Луганській областях, забезпеченні їх здійснення, у заходах, необхідних для забезпечення оборони України, захисту безпеки населення та інтересів держави у зв'язку з військовою агресією Російської Федерації проти України, визначених пунктами 11-14 частини другої статті 7 Закону України «Про статус ветеранів війни, гарантії їх соціального захисту», та які потребують поліпшення житлових умов;5670250300;5670250300;;;;0;;;0
TOTAL;1511090;Субвенція з державного бюджету місцевим бюджетам на забезпечення діяльності фахівців із супроводу ветеранів війни та демобілізованих осіб та окремі заходи з підтримки осіб, які захищали незалежність, суверенітет та територіальну цілісність України;2928000000;2928000000;;;;201211400;;;6.87
TOTAL;1511810;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту із розвитку ветеранських просторів;1077828100;1077828100;;;;0;;;0
TOTAL;2100000;Міністерство оборони України;1924637117800;2028697944043.87;;;;324457179043.81;;;15.99
TOTAL;2101000;Апарат Міністерства оборони України;1868368085600;1971329225619.12;;;;320083175107.8;;;16.23
TOTAL;2101010;Керівництво та військове управління у сфері оборони;869589600;877103932;;;;111068950.82;;;12.66
