тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;3101710;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури підсектору залізничного транспорту сектору транспорту і пошти (захист тягових підстанцій із рівнем первинної напруги 150 (110) кВ);0;800494096;;;;800494096;;;100
TOTAL;3101720;Надання щорічної державної грошової допомоги особам, стосовно яких встановлено факт позбавлення особистої свободи внаслідок збройної агресії проти України, або членам їх сімей під час перебування таких осіб у місцях несвободи;0;400000000;;;;400000000;;;100
TOTAL;3101730;Надання компенсації за знищене майно;0;8800000000;;;;8800000000;;;100
TOTAL;3101820;Реалізація публічного інвестиційного проекту з придбання пасажирських вагонів (366 од.);4419137600;4419137600;;;;4418100301.14;;;99.97
TOTAL;3102000;Державна інспекція архітектури та містобудування України;173872200;173330600;;;;170800468.31;;;98.54
TOTAL;3102010;Керівництво та управління у сфері архітектурно-будівельного контролю та нагляду;173872200;173330600;;;;170800468.31;;;98.54
TOTAL;3103000;Державна служба морського і внутрішнього водного транспорту та судноплавства України;220026300;213214516.51;;;;199670191.24;;;93.64
TOTAL;3103010;Керівництво та управління у сферах морського та річкового транспорту;220026300;213214516.51;;;;199670191.24;;;93.64
TOTAL;3106000;Державне агентство розвитку туризму України;22757400;22757400;;;;15613156.64;;;68.6
TOTAL;3106010;Керівництво та управління у сфері розвитку туризму;22757400;22757400;;;;15613156.64;;;68.6
TOTAL;3108000;Державна авіаційна служба України;174216400;255285100;;;;245775698.2;;;96.27
TOTAL;3108010;Керівництво та управління у сфері авіаційного транспорту;174216400;255285100;;;;245775698.2;;;96.27
TOTAL;3109000;Державна служба України з безпеки на транспорті;409611900;443203328.31;;;;442183223.44;;;99.76
TOTAL;3109010;Здійснення державного контролю з питань безпеки на транспорті;409611900;443203328.31;;;;442183223.44;;;99.76
TOTAL;3110000;Державне агентство відновлення та розвитку інфраструктури України;45215798700;76130883978.33;;;;66472558174.2;;;87.31
TOTAL;3111000;Апарат Державного агентства відновлення та розвитку інфраструктури України;45215798700;76130883978.33;;;;66472558174.2;;;87.31
TOTAL;3111010;Керівництво та управління у сфері відновлення та розвитку інфраструктури України;122828000;125175458.75;;;;118974567.31;;;95.04
TOTAL;3111020;Розвиток мережі та утримання автомобільних доріг загального користування;12600000000;20784129165.58;;;;20509365948.74;;;98.67
TOTAL;3111030;Виконання боргових зобов'язань за запозиченнями, залученими державою або під державні гарантії на розвиток мережі автомобільних доріг  загального користування;24350634500;18953838500;;;;18839502033.09;;;99.39
TOTAL;3111330;Розвиток та відновлення інфраструктури;0;1518954922;;;;1491015928.38;;;98.16
TOTAL;3111360;Будівництво та відновлення об'єктів інфраструктури, житлового та громадського призначення, громадських будинків та споруд;0;1240670583;;;;1075777474.67;;;86.7
TOTAL;3111370;Відновлення населених пунктів, які постраждали внаслідок збройної агресії Російської Федерації;0;3493303012;;;;2931463085.13;;;83.91
TOTAL;3111380;Забезпечення реалізації проектів щодо відновлення інфраструктури за програмою «Підтримка швидкого відновлення України»;1000000;413130563;;;;412614645.71;;;99.87
TOTAL;3111390;Відновлення критично важливої логістичної інфраструктури та мережевого сполучення (RELINC), ключові автомобільні сполучення;0;90454847;;;;5300571.19;;;5.85
TOTAL;3111400;Придбання  обладнання для транспортного обслуговування, управління відходами від руйнувань, водопостачання, водовідведення, для сектору комунальних послуг на рівні органів місцевого самоврядування та агентського обслуговування;0;6787117800;;;;0;;;0
TOTAL;3111440;Забезпечення обов’язкового проведення процедур закупівель централізованою закупівельною організацією у сфері управління Державного агентства відновлення та розвитку інфраструктури;8910000;8910000;;;;0;;;0
TOTAL;3111450;Поточний ремонт автомобільних доріг загального користування державного значення у Полтавській та Сумській областях;0;256000000;;;;256000000;;;100
TOTAL;3111500;Придбання обладнання для транспортного сполучення та агентського обслуговування;0;17040000;;;;0;;;0
TOTAL;3111510;Придбання обладнання для водопостачання, громадської інфраструктури регіонів та агентське обслуговування;0;334380000;;;;0;;;0
TOTAL;3111610;Розбудова прикордонної дорожньої інфраструктури на українсько-польському кордоні;132426200;132426200;;;;14099200.16;;;10.64
TOTAL;3111700;Виконання робіт з поточного ремонту та експлуатаційного утримання зруйнованих (пошкоджених) автомобільних доріг загального користування державного значення;0;3938352717;;;;3938352714.12;;;99.99
TOTAL;3111710;Кошти для Державного агентства відновлення та розвитку інфраструктури України;0;10000000000;;;;9441292048.09;;;94.41
TOTAL;3111720;"Проведення аварійно-відновлювальних робіт будівлі клінічного корпусу ДУ ""Національний науковий центр ""Інститут кардіології, клінічної та регенеративної медицини імені академіка М. Д. Стражеска НАМН України"" для ліквідації наслідків надзвичайної ситуації, що виникла 28.09.2025 внаслідок ракетної атаки";0;37000210;;;;0;;;0
TOTAL;3111840;"Реалізація публічного інвестиційного проекту ""Будівництво магістральних водогонів у Миколаївській області, у зв’язку з недостатністю ліквідації негативних наслідків, пов’язаних із знищенням Каховської гідроелектростанції""";8000000000;8000000000;;;;7438799957.61;;;92.98
TOTAL;3120000;Міністерство розвитку громад та територій України (загальнодержавні видатки та кредитування);13338501300;16709881793;;;;5683285170.73;;;34.01
TOTAL;3121000;Міністерство розвитку громад та територій України (загальнодержавні видатки та кредитування);13338501300;16709881793;;;;5683285170.73;;;34.01
TOTAL;3121040;Субвенція з державного бюджету місцевим бюджетам на забезпечення окремих видатків районних рад, спрямованих на виконання їх повноважень;167478000;167478000;;;;162338034.42;;;96.93
TOTAL;3121070;Державний фонд регіонального розвитку;1000000000;1000000000;;;;656869750.63;;;65.68
TOTAL;3121160;Субвенція з державного бюджету місцевим бюджетам на реалізацію проекту «Ремонт житла для відновлення прав і можливостей людей (НОРЕ)»;540000000;540000000;;;;0;;;0
TOTAL;3121350;Субвенція з державного бюджету місцевим бюджетам на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження;20000000;20000000;;;;15282972.25;;;76.41
TOTAL;3121430;Фонд ліквідації наслідків збройної агресії;0;1343312760;;;;0;;;0
TOTAL;3121450;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів (об'єктів, заходів), спрямованих на ліквідацію наслідків збройної агресії;0;1544179333;;;;1126234910.16;;;72.93
TOTAL;3121470;Субвенція з державного бюджету бюджету Харківської міської територіальної громади на аварійно-відновлювальні роботи житлово-комунальної сфери;1000000000;1000000000;;;;620285795.97;;;62.02
TOTAL;3121500;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках проекту «Рішення для відновлюваної енергетики (RES)»;0;396000000;;;;29161635;;;7.36
TOTAL;3121600;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках Надзвичайної кредитної програми для відновлення України;1551152500;1551152500;;;;766400466.89;;;49.4
TOTAL;3121620;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках Програми з відновлення України;5000000000;5000000000;;;;1872134394.13;;;37.44
TOTAL;3121640;Субвенція з державного бюджету бюджету Харківської міської територіальної громади на подовження третьої лінії метрополітену у м. Харкові;2090120800;2090120800;;;;0;;;0
TOTAL;3121670;Субвенція з державного бюджету бюджету Дніпровської міської територіальної громади на завершення будівництва метрополітену у м. Дніпрі;842400000;842400000;;;;212811412.22;;;25.26
TOTAL;3121680;Субвенція з державного бюджету місцевим бюджетам на відновлення об’єктів критичної інфраструктури в рамках спільного з Міжнародним банком реконструкції та розвитку проекту “Проект розвитку міської інфраструктури – 2”;127350000;215238400;;;;181718443.52;;;84.42
TOTAL;3121690;Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках Програми відновлення України ІІІ;1000000000;1000000000;;;;40047355.54;;;4
TOTAL;3130000;Державне агентство відновлення та розвитку інфраструктури України (загальнодержавні видатки та кредитування);0;450555300;;;;450503470.73;;;99.98
TOTAL;3131000;Державне агентство відновлення та розвитку інфраструктури України (загальнодержавні видатки та кредитування);0;450555300;;;;450503470.73;;;99.98
TOTAL;3131100;Субвенція з державного бюджету місцевим бюджетам на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах для обласного бюджету Харківської області;0;450555300;;;;450503470.73;;;99.98
TOTAL;3400000;Міністерство молоді та спорту України;5965172900;6194397466.28;;;;5983449280.82;;;96.59
TOTAL;3401000;Апарат Міністерства молоді та спорту України;5965172900;6194397466.28;;;;5983449280.82;;;96.59
TOTAL;3401010;Керівництво та управління у сфері молоді та спорту;117648900;130202708.72;;;;130020038.91;;;99.85
TOTAL;3401040;Наукова і науково-технічна діяльність у сфері розвитку фізичної культури та спорту;10937500;12198122.85;;;;11979913.68;;;98.21
TOTAL;3401070;Здійснення заходів державної молодіжної політики та утвердження української національної та громадянської ідентичності;79508300;89576303.91;;;;75833692.42;;;84.65
TOTAL;3401110;Розвиток спорту серед осіб з інвалідністю та їх фізкультурно-спортивна реабілітація;773736900;815934100;;;;782640739.16;;;95.91
TOTAL;3401120;Підготовка і участь національних збірних команд в Паралімпійських і Дефлімпійських іграх;888990900;888990900;;;;885029508.54;;;99.55
TOTAL;3401220;Розвиток фізичної культури, спорту вищих досягнень та резервного спорту;3316302800;3713947652.87;;;;3587916339.45;;;96.6
TOTAL;3401280;Фінансова підтримка громадських об’єднань фізкультурно-спортивного спрямування;87524300;87524300;;;;86438339.35;;;98.75
TOTAL;3401320;Підготовка і участь національних збірних команд України в міжнародних змаганнях, що проводять Міжнародний, Європейський олімпійські комітети, включаючи Олімпійські ігри, та Всесвітніх іграх;396972400;361972400;;;;333330582.95;;;92.08
TOTAL;3401360;Розвиток спортивної медицини;42825300;47000977.93;;;;46258177.56;;;98.41
TOTAL;3401370;Фізична і спортивна підготовка учнівської та студентської молоді;250725600;47050000;;;;44001948.8;;;93.52
TOTAL;3410000;Міністерство молоді та спорту України (загальнодержавні видатки та кредитування);45900000;45900000;;;;36747166.95;;;80.05
TOTAL;3411000;Міністерство молоді та спорту України (загальнодержавні видатки та кредитування);45900000;45900000;;;;36747166.95;;;80.05
TOTAL;3411250;Субвенція з державного бюджету місцевим бюджетам на виконання окремих заходів з реалізації соціального проекту «Активні парки - локації здорової України»;45900000;45900000;;;;36747166.95;;;80.05
TOTAL;3500000;Міністерство фінансів України;32477665100;33676793127.64;;;;32677036349.05;;;97.03
TOTAL;3501000;Апарат Міністерства фінансів України;1396179400;1627662722.8;;;;1544812962.17;;;94.9
TOTAL;3501010;Керівництво та управління у сфері фінансів;918711900;1055805893.02;;;;1046754241.19;;;99.14
TOTAL;3501100;Наукове і науково-методичне забезпечення у сфері виробництва і використання дорогоцінного і напівдорогоцінного каміння та забезпечення виробничих та соціально-культурних потреб у дорогоцінних металах і дорогоцінному камінні;24523300;44711581.07;;;;43774064.99;;;97.9
TOTAL;3501220;Підтримка культурно-оздоровчих та соціальних заходів фінансової системи;16270900;14247783.59;;;;7292429.2;;;51.18
TOTAL;3501480;Інформаційне забезпечення системи управління державними фінансами та електронної верифікації і моніторингу;113333800;113333800;;;;112881746.47;;;99.6
TOTAL;3501490;Забезпечення реалізації Частини 3 (а) проекту «Екстрений проект надання інклюзивної підтримки для відновлення сільського господарства України (ARISE)»;0;16425000;;;;15150975.01;;;92.24
TOTAL;3501520;Підготовка кадрів у сфері фінансової політики закладами вищої освіти;309814500;317448043.39;;;;296984980.53;;;93.55
TOTAL;3501530;Наукова і науково-технічна діяльність у сфері фінансової політики;13525000;16190621.73;;;;15628713.28;;;96.52
TOTAL;3501580;Зміцнення спроможності Уряду щодо впровадження фіскальної реформи;0;49500000;;;;6345811.5;;;12.81
TOTAL;3504000;Державна казначейська служба України;4566198800;4615341175.73;;;;4603284596.63;;;99.73
TOTAL;3504010;Керівництво та управління у сфері казначейського обслуговування;4316198800;4365341175.73;;;;4353348229.08;;;99.72
TOTAL;3504030;Заходи щодо відшкодування шкоди, завданої громадянинові незаконними діями органів дізнання, досудового слідства, прокуратури і суду, відшкодування громадянинові вартості конфіскованого та безхазяйного майна стягнутого в дохід держави, відшкодування шкоди, завданої фізичній чи юридичній особі незаконними рішеннями, діями чи бездіяльністю органів державної влади, їх посадових і службових осіб;150000000;150000000;;;;149999975;;;99.99
TOTAL;3504040;Заходи щодо виконання рішень суду, що гарантовані державою;100000000;100000000;;;;99936392.55;;;99.93
TOTAL;3505000;Державна аудиторська служба України;1913978500;1920820345.86;;;;1854002132.67;;;96.52
TOTAL;3505010;Керівництво та управління у сфері фінансового контролю;1913978500;1920820345.86;;;;1854002132.67;;;96.52
TOTAL;3506000;Державна митна служба України;8813857100;9760084616.13;;;;9197977810.86;;;94.24
TOTAL;3506010;Керівництво та управління у сфері митної політики;7866910400;8813137916.13;;;;8750768456.91;;;99.29
TOTAL;3506610;Реалізація проекту з розбудови прикордонної дорожньої інфраструктури та облаштування пунктів пропуску;946946700;946946700;;;;447209353.95;;;47.22
TOTAL;3507000;Державна податкова служба України;15488045400;15472746720.14;;;;15286434994.64;;;98.79
TOTAL;3507010;Керівництво та управління у сфері податкової політики;15358680800;15343382120.14;;;;15158437092.23;;;98.79
TOTAL;3507090;Виконання судових рішень на користь фізичних та юридичних осіб;129364600;129364600;;;;127997902.41;;;98.94
TOTAL;3508000;Агентство з управління державним боргом;103657900;70083100;;;;0;;;0
TOTAL;3508010;Керівництво та управління у сфері реалізації політики з питань управління державним боргом;103657900;70083100;;;;0;;;0
TOTAL;3509000;Державна служба фінансового моніторингу України;195748000;210054446.98;;;;190523852.08;;;90.7
TOTAL;3509010;Керівництво та управління у сфері фінансового моніторингу;186152500;197765444.2;;;;179749263.66;;;90.89
TOTAL;3509020;Підвищення кваліфікації у сфері боротьби з легалізацією (відмиванням) доходів, одержаних злочинним шляхом, фінансуванням тероризму та фінансуванням розповсюдження зброї масового знищення;9595500;12289002.78;;;;10774588.42;;;87.67
TOTAL;3510000;Міністерство фінансів України (загальнодержавні видатки та кредитування);553478857200;478513717760;;;;410988623430.59;;;85.88
TOTAL;3511000;Міністерство фінансів України (загальнодержавні видатки та кредитування);553478857200;478513717760;;;;410988623430.59;;;85.88
TOTAL;3511030;Резервний фонд;55370930600;293635460;;;;0;;;0
TOTAL;3511050;Базова дотація;25526519500;25526519500;;;;25526519500;;;100
TOTAL;3511060;Додаткові дотації з державного бюджету місцевим бюджетам;4027208900;4027208900;;;;4027208900;;;100
TOTAL;3511130;Внески до міжнародних організацій;1343600000;1343600000;;;;1074105.68;;;0.07
TOTAL;3511280;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення повноважень органів місцевого самоврядування на деокупованих, тимчасово окупованих та інших територіях України, що зазнали негативного впливу у зв’язку з повномасштабною збройною агресією Російської Федерації;36527761300;23373792300;;;;19862182100;;;84.97
TOTAL;3511350;Обслуговування державного боргу;429673116900;423627116900;;;;361566829684.91;;;85.35
TOTAL;3511360;Забезпечення інституційної спроможності органів державної влади;1000000000;312124700;;;;0;;;0
TOTAL;3511680;Підтримка державних видатків для забезпечення стійкого державного управління в Україні;9720000;9720000;;;;4809140;;;49.47
TOTAL;3600000;Міністерство юстиції України;20451344300;22493347753.16;;;;21225885768.12;;;94.36
TOTAL;3601000;Апарат Міністерства юстиції України;19122814200;21008572601.76;;;;19757138342.68;;;94.04
TOTAL;3601010;Керівництво та управління у сфері юстиції;6511637500;7201546256.68;;;;6610598616.73;;;91.79
TOTAL;3601020;Виконання покарань установами і органами Державної кримінально-виконавчої служби України;9758994500;10616645179.81;;;;10454445734.81;;;98.47
TOTAL;3601030;Забезпечення діяльності органів пробації;811537700;828549241.62;;;;822269130.2;;;99.24
TOTAL;3601060;Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань;4500000;4568228;;;;4528420.6;;;99.12
TOTAL;3601070;Проведення судової експертизи і розробка методики проведення судових експертиз;646791100;1105030295.65;;;;1072397246.03;;;97.04
TOTAL;3601150;Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, під час здійснення заходів, пов’язаних із створенням та впровадженням міжнародних юридичних механізмів відшкодування шкоди, завданої внаслідок міжнародного збройного конфлікту на території України, а також забезпечення представництва України в Європейському суді з прав людини;390129200;566445900;;;;539169338.38;;;95.18
TOTAL;3601170;Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України;497235000;183793300;;;;183771983.38;;;99.98
TOTAL;3601700;Здійснення заходів, пов’язаних із наданням консультаційних послуг для підготовки проєкту Угоди щодо створення Інвестиційного фонду відбудови;0;27005000;;;;23821090.61;;;88.2
TOTAL;3601840;"Реалізація публічного інвестиційного проекту  ""Реконструкція комплексу будинків, будівель і споруд для створення слідчого ізолятора в с. Мартусівка Бориспільського району Київської області""";342924900;342924900;;;;2164305.94;;;0.63
TOTAL;3601850;Реалізація публічного інвестиційного проекту «Електронний засіб контролю і нагляду»;159064300;132064300;;;;43972476;;;33.29
TOTAL;3603000;Координаційний центр з надання правничої допомоги;1042358100;1147898929.07;;;;1146309290.64;;;99.86
TOTAL;3603020;Забезпечення формування та функціонування системи безоплатної правничої допомоги;566398100;576683129.07;;;;575093624.39;;;99.72
TOTAL;3603030;Забезпечення надання безоплатної вторинної правничої допомоги та послуг з медіації;475960000;571215800;;;;571215666.25;;;99.99
TOTAL;3609000;Державна архівна служба України;286172000;336876222.33;;;;322438134.8;;;95.71
TOTAL;3609010;Керівництво та управління у сфері архівної справи;36233600;36233600;;;;35961273.55;;;99.24
TOTAL;3609020;Наукова і науково-технічна діяльність у сфері архівної справи та страхового фонду документації;9015800;9519855.9;;;;8876509.47;;;93.24
TOTAL;3609030;Забезпечення діяльності архівних установ та установ страхового фонду документації;240922600;291122766.43;;;;277600351.78;;;95.35
TOTAL;3800000;Міністерство культури та стратегічних комунікацій України;11163529400;12630860272.8;;;;11328226605.02;;;89.68
TOTAL;3801000;Апарат Міністерства культури та стратегічних комунікацій України;8808203500;9537511489.66;;;;8804341443.95;;;92.31
TOTAL;3801010;Керівництво та управління у сфері культури та стратегічних комунікацій;218548800;260457791.8;;;;259439776.23;;;99.6
TOTAL;3801020;Виробництво та трансляція програм для державних потреб, збирання, обробка та розповсюдження офіційної інформаційної продукції, фінансова підтримка системи державного іномовлення України;1510196200;1650150700;;;;1650093047.9;;;99.99
TOTAL;3801030;Забезпечення стратегічних комунікацій, інформаційної безпеки, заходів з європейської та євроатлантичної інтеграції;405400000;363523400;;;;304814475.3;;;83.85
TOTAL;3801050;Надання освіти закладами загальної середньої та позашкільної освіти державної форми власності, методичне забезпечення діяльності закладів освіти;330090600;335045223;;;;328893005.03;;;98.16
TOTAL;3801100;"Здійснення культурно-мистецьких заходів національними творчими спілками та Всеукраїнським товариством ""Просвіта""";20997100;20997100;;;;20996871.95;;;99.99
TOTAL;3801110;Фінансова підтримка національних театрів;1254012400;1266077400;;;;1259766399.32;;;99.5
TOTAL;3801120;Фінансова підтримка національних художніх колективів, концертних організацій та їх дирекції, національних і державних циркових організацій;794693900;794693900;;;;794660839.42;;;99.99
TOTAL;3801130;Державна підтримка діячів культури і мистецтва;28834100;28834100;;;;25028205.9;;;86.8
TOTAL;3801140;Забезпечення функціонування Українського культурного фонду, у тому числі здійснення Фондом заходів з підтримки проектів;250688500;353764088.04;;;;293593990.76;;;82.99
TOTAL;3801160;Підготовка кадрів для сфери культури і мистецтва закладами фахової передвищої та вищої освіти, підвищення кваліфікації працівників у сфері культури та мистецтв;1464919300;1738091373.53;;;;1496883694.6;;;86.12
TOTAL;3801170;Загальнодержавні заходи у сферах культури та мистецтв, охорони культурної спадщини, вивезення, ввезення і повернення культурних цінностей, державної мовної політики;10186800;10186800;;;;2562929.71;;;25.15
TOTAL;3801190;Забезпечення діяльності національних музеїв, національних і державних бібліотек та культурно-просвітницьких центрів;1228707800;1372977900.29;;;;1280351059.48;;;93.25
TOTAL;3801280;Фонд розвитку закладів загальнодержавного значення, в тому числі їх будівництво;105858800;197552124;;;;103336085.77;;;52.3
TOTAL;3801480;"Надання фінансової підтримки державному підприємству ""Кримський дім""";4309400;4309400;;;;4303042.59;;;99.85
TOTAL;3801490;Збереження історико-культурної та архітектурної спадщини в національних і державних заповідниках;832211700;912130627;;;;827248569.42;;;90.69
TOTAL;3801560;Забезпечення діяльності Українського інституту книги, підтримка книговидавничої справи та популяризація української літератури у світі;278548100;158548100;;;;151699564.41;;;95.68
TOTAL;3801700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;171462;;;;171462;;;100
TOTAL;3801850;"Реалізація публічного інвестиційного проекту ""Нове будівництво споруди подвійного призначення (з захисними властивостями протирадіаційного укриття) місткістю 200 осіб"", проект повторного використання";70000000;70000000;;;;498424.16;;;0.71
TOTAL;3802000;Державний комітет телебачення і радіомовлення України;2262453100;2793950559.96;;;;2263086011.26;;;80.99
TOTAL;3802010;Керівництво та управління у сфері телебачення і радіомовлення;57457600;57760400;;;;57092899.98;;;98.84
TOTAL;3802020;Наукова і науково-технічна діяльність у сфері медіа, книговидавничої справи та інформаційно-бібліографічної діяльності;25616200;28399200;;;;27163266.52;;;95.64
TOTAL;3802040;Підвищення кваліфікації працівників суб'єктів у сфері медіа в Укртелерадіопресінституті;319100;537239.96;;;;536861.65;;;99.92
TOTAL;3802050;Фінансова підтримка творчих спілок у сфері медіа,  окремих суб'єктів у сфері друкованих медіа;1590800;1590800;;;;1590784.3;;;99.99
TOTAL;3802080;Фінансова підтримка Національної суспільної телерадіокомпанії України;2175028200;2175028200;;;;2174746372.81;;;99.98
TOTAL;3802130;Державні стипендії видатним діячам інформаційної галузі, дітям журналістів, які загинули (померли) або яким встановлено інвалідність у зв’язку з виконанням професійних обов’язків та премій в інформаційній галузі;2441200;2251200;;;;1955826;;;86.87
TOTAL;3802500;Придбання обладнання за рахунок гранту JICA для акціонерного товариства «Національна суспільна телерадіокомпанія України»;0;528383520;;;;0;;;0
TOTAL;3805000;Державне агентство України з питань мистецтв та мистецької освіти;22948000;22724700;;;;22631218.3;;;99.58
TOTAL;3805010;Керівництво та управління у сфері мистецтв та спеціалізованої мистецької освіти;22948000;22724700;;;;22631218.3;;;99.58
TOTAL;3806000;Державне агентство України з питань кіно;0;204583500;;;;168498389.8;;;82.36
TOTAL;3806010;Керівництво та управління у сфері кінематографії;0;30443600;;;;30046955.12;;;98.69
TOTAL;3806030;Державна підтримка кінематографії, у тому числі документування воєнних злочинів;0;174139900;;;;138451434.68;;;79.5
TOTAL;3809000;Український інститут національної пам'яті;69924800;72090023.18;;;;69669541.71;;;96.64
TOTAL;3809010;Керівництво та управління у сфері відновлення та збереження національної пам’яті;36936300;36936300;;;;36361726.01;;;98.44
TOTAL;3809020;Заходи з реалізації державної політики у сфері відновлення та збереження національної пам’яті, забезпечення діяльності Національного меморіального комплексу Героїв Небесної Сотні - Музею Революції гідності та Галузевого державного архіву Українського інституту національної пам’яті;32988500;35153723.18;;;;33307815.7;;;94.74
TOTAL;3810000;Міністерство культури та стратегічних комунікацій України  (загальнодержавні видатки та кредитування);0;427743;;;;427743;;;100
TOTAL;3811000;Міністерство культури та стратегічних комунікацій України  (загальнодержавні видатки та кредитування);0;427743;;;;427743;;;100
TOTAL;3811050;Субвенція з державного бюджету місцевим бюджетам для забезпечення діяльності закладів культури та закладів освіти сфери культури, які постраждали внаслідок збройної агресії Російської Федерації проти України;0;427743;;;;427743;;;100
TOTAL;3900000;Міністерство з питань  реінтеграції тимчасово окупованих територій України;1457249800;2762.1;;;;2762.1;;;100
TOTAL;3901000;Апарат Міністерства з питань  реінтеграції тимчасово окупованих територій України;1457249800;2762.1;;;;2762.1;;;100
TOTAL;3901010;Керівництво та управління з питань  реінтеграції тимчасово окупованих територій;83024700;2762.1;;;;2762.1;;;100
TOTAL;3901050;Заходи щодо соціального і правового захисту осіб, стосовно яких встановлено факт позбавлення особистої свободи внаслідок збройної агресії проти України, членів їхніх сімей, заходи з реінтеграції населення тимчасово окупованих територій, виплати державних стипендій імені Левка Лук’яненка;1226619200;0;;;;0;;;
TOTAL;3901080;Забезпечення інформаційного суверенітету України на тимчасово окупованій території, а також прилеглих до неї територіях, інформування населення про небезпеки вибухонебезпечних предметів;56421900;0;;;;0;;;
TOTAL;3901090;Забезпечення захисту прав і свобод громадян України, що проживають на тимчасово окупованій території України, допомоги громадянам України з гуманітарно-кризових питань;51868000;0;;;;0;;;
TOTAL;3901100;Заходи щодо створення систем та баз даних з питань реінтеграції;39316000;0;;;;0;;;
TOTAL;5270000;Державна інспекція ядерного регулювання України;109736800;125123187.19;;;;125070458.46;;;99.95
TOTAL;5271000;Апарат Державної інспекції ядерного регулювання України;109736800;125123187.19;;;;125070458.46;;;99.95
TOTAL;5271010;Керівництво та управління у сфері ядерного регулювання;108736100;124122487.19;;;;124069758.66;;;99.95
TOTAL;5271020;Забезпечення ведення Державного регістру джерел іонізуючого випромінювання та індивідуальних доз опромінення;1000700;1000700;;;;1000699.8;;;99.99
TOTAL;5560000;Національна комісія, що здійснює державне регулювання у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;199767500;200417835.5;;;;193104599.17;;;96.35
TOTAL;5561000;Національна комісія, що здійснює державне регулювання у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;199767500;200417835.5;;;;193104599.17;;;96.35
TOTAL;5561010;Керівництво та управління у сферах електронних комунікацій, радіочастотного спектра та надання послуг поштового зв’язку;199767500;200417835.5;;;;193104599.17;;;96.35
TOTAL;5960000;Головне управління розвідки Міністерства оборони України;29732887100;69672681474;;;;69405481725.15;;;99.61
TOTAL;5961000;Головне управління розвідки Міністерства оборони України;29732887100;69672681474;;;;69405481725.15;;;99.61
TOTAL;5961010;Розвідувальна діяльність у сфері оборони;29582887100;68366835406;;;;68100069047.35;;;99.6
TOTAL;5961040;Будівництво (придбання) житла для військовослужбовців Головного управління розвідки Міністерства оборони України;150000000;190576068;;;;190142677.8;;;99.77
TOTAL;5961700;Надання одноразової грошової допомоги сім'ям загиблих військовослужбовців;0;1115270000;;;;1115270000;;;100
